rn	type	text
9903	I	<par>Does 1st syll go with <reconstruction>*b-guŋ</reconstruction>?</par>
9931	I	<par>315 or 2102?</par>
9942	I	<par>Check tone of <latinform>-ti</latinform></par>
10009	I	<par>or 1390-1390?</par>
10018	I	<par>second syll = STICK</par>
10026	I	<par>Elements’ meanings suggest a gloss of “flesh and bone” ; perhaps 4th syll &gt; 251</par>
10027	I	<par>Xide <latinform>tɕu̱³³ ̃³⁴</latinform> looks similar to (#2028) *<latinform>g-tsuk</latinform>, and has a constricted vowel, but #2028 is not attested elsewhere in Loloish.</par>
10027	I	<par>Xide<latinform>tɕu̱³³ ̃³⁴</latinform> looks similar to (#2028) <reconstruction>*g-tsuk</reconstruction>, and has a constricted vowel, but #2028 is not attested elsewhere in Loloish. 114548</par>
10065	I	<par>Make sure gloss reads “alive.” </par>
10070	I	<par>cf. BLOOD.</par>
10103	I	<par>cf. BLOOD.</par>
10128	I	<par>458?</par>
10129	T	<par>This form has been analyzed by analogy to Jingpho <latinform>gərèp nra</latinform> (119326).</par>
10146	I	<par>1388?? or 1390? or 1387 (see below)? (from next record and below 40068 etc.)</par>
10149	I	<par><emph>dze </emph>(cf. zo next)</par>
10184	I	<par>same root as prev. term? (1320 &amp; 1322?)</par>
10185	I	<par>M2: s or 1325?</par>
10193	T	<par>Xide <latinform>ti³³</latinform> ‘be blocked’.</par>
10224	I	<par>gloss?</par>
10232	I	<par>The two Xide forms a²¹sɿ³³ <latinform>su³³</latinform> and dʑo³³<latinform>-dʑu³⁴</latinform> may be explained in terms of the presence or absence of the medial <latinform>*-y-</latinform>.</par>
10246	I	<par>was tagged 34,45,49. (?)</par>
10248	I	<par>2d syll <latinform>&lt;*-kam</latinform></par>
10265	I	<par>Xide <latinform>tɕu̱³³ ̃³⁴</latinform> looks similar to (#2028) *g-tsuk, and has a constricted vowel, but #2028 is not attested elsewhere in Loloish.</par>
10265	I	"<par>Xide <latinform>tɕu̱³³ ̃³⁴</latinform> looks similar to <xref ref=""2028"">#2028</xref> <reconstruction>*g-tsuk</reconstruction>, and has a constricted vowel, but #2028 is not attested elsewhere in Loloish.</par>"
10285	I	<par>Literally: ‘shed tears’ .</par>
10309	I	<par>Note <latinform>hi</latinform> and <latinform>ie</latinform> and <latinform>he</latinform> and ?xi/çi this grp: 2104??</par>
10320	T	<par><latinform>sit ⪤ sut</latinform> ‘be hoarse’ ?</par>
10323	I	<par>1384? See below</par>
10333	I	<par>cf. Naxi SINEW. Compare tone of third syll. to NERVE.</par>
