srcabbr	citation	author	year	imprint	title	location	status	dataformat	format	callnumber	scope	totalnum	refonly	citechk	pi	infascicle	haveit	todo	proofer	inputter	dbprep	dbload	dbcheck	notes
HAM1900	Hamilton 00	Hamilton, Robert Clifton	1900	Shillong	An outline grammar of the Dafla langague as spoken by the tribes immediately south of the Apa Tanang country				Art./Monograph			0	T		F			Refonly						
