rn	type	text
130978	I	<par>The first syllable <latinform>ʁua⁵⁵</latinform> may be descended from etymon 213 *r-gyap, but note that <latinform>dʑo³³lɑ³⁵</latinform> &apos;back&apos; (182646) has the first syllable tagged 213. Cf. also 193152, which is the same Shixing form.</par>
130990	I	<par>&lt;Tb.?</par>
131025	T	<par>As the gloss of this compound indicates, pork is generally regarded as the unmarked or typical meat in the Tibeto-Burman area.</par>
131056	T	<par>Xumi <latinform>ȵi⁵⁵</latinform> and <latinform>ɕɑ̃³³</latinform> &apos;mouth&apos;.</par>
131058	I	<par>or 2122?</par>
131059	I	<par>Or 293? (tsu)</par>
131094	I	<par>M1: cf. 2118?</par>
