rn	type	text
9043	I	<par>BP pfx? Division?<br />āndarā-bhori</par>
9066	I	<par>Does not mean breast/milk in KPM&apos;s dialect.</par>
9068	I	<par>-ca = diminutive.</par>
9075	I	<par>Sanskrit</par>
9084	T	<par>Sir/gentleman<br />jicā-bhāju<br />bhāju &lt; bhadra - Sanskrit - gentleman/noble.</par>
9088	T	<par>Sanskrit - vīṣa</par>
9092	T	<par>Sanskrit - auṣaḍha</par>
9106	T	<par>Sanskrit - kīṭa</par>
9108	T	<par>Nepali.<br />KPM note: ḍhukur.</par>
9109	I	<par>Loan from Indic, cf. Nepali mākuro and mākal.</par>
9110	T	<par>Sanskrit - markaṭa</par>
9110	I	<par>Loan from Indic, cf. Nepali mākuro and mākal.</par>
9120	T	<par>There is a KPM note but I can&apos;t read it.</par>
9121	T	<par>Check source.<br />KPM note: ?</par>
9124	T	<par>Nepali - phala-phula</par>
9125	T	<par>Nepali.     ~<br />KPM note: ghāsa</par>
9128	T	<par>Nepali loan.<br />KPM note: milā</par>
9133	T	<par>KPM: = laṃ</par>
9136	T	<par>Sanskrit</par>
9141	T	<par>KPM: nibhā:<br />day = nhi</par>
9149	T	<par>Sanskrit - paṭa</par>
9151	T	<par>Nepali</par>
9154	T	<par>KPM note: = sani-ila.</par>
9158	T	<par>Sanskrit</par>
9161	T	<par>Sanskrit</par>
9162	T	<par>Sanskrit</par>
9163	I	<par>Newar <latinform>ga</latinform> loan from Nepali <latinform>duṅgā</latinform>.</par>
9164	T	<par>KPM note: ?</par>
9176	T	<par>Sanskrit - sát-</par>
9190	I	<par>was divided as <latinform>nhyɔ◦lɔ̃ ◦cal-</latinform>, and tagged as 129,m,150.</par>
9212	T	<par>Nepali.<br />KPM note: jyālhā</par>
9213	T	<par>Nepali.<br />KPM note: jyālhī</par>
9229	T	<par>From Sanskrit tāp = heat + nwa-ye = to be troubled by.</par>
9232	T	<par>Nepali loan.<br />KPM: bū-gu.</par>
9238	T	<par>Nepali - dhāra</par>
9251	T	<par>Nepali loan.<br />KPM note: mhu-ye.</par>
