rn	type	text
61975	I	<par>First syllable from second syllable of Thai <latinform>nâa-ʔòk</latinform> ‘chest’ . See also the Bisu form <latinform>náʔ-ə́k</latinform> ‘chest’ (51198).</par>
61981	I	<par>1321?</par>
