rn	type	text
127857	I	<par>2d syll ‘excrement’ </par>
127892	T	<par>Cf. Sherpa <latinform>na◦mjyō pe◦ma</latinform> &apos;earlobe&apos;</par>
127924	I	<par>=mouth+skin</par>
127979	I	<par>division?</par>
128034	I	<par>From TWIST?</par>
128036	I	<par>relate to Hani Shui kui <latinform>mɛ³¹tɕhɛ³¹</latinform>.</par>
128071	I	<par>See above</par>
128072	I	<par>Or from 457 <latinform>par-wap</latinform>?</par>
128111	I	<par>First syll = SCROTUM</par>
128112	I	<par>Literally &quot;penis-shit&quot;.</par>
128122	I	<par>The first syllable means &apos;child&apos;. </par>
