srcabbr	citation	author	year	imprint	title	location	status	dataformat	format	callnumber	scope	totalnum	refonly	citechk	pi	infascicle	haveit	todo	proofer	inputter	dbprep	dbload	dbcheck	notes
SHK-ErgNQ	Sun H 91 ErNQ	Sun Hongkai	1991	(unpublished ms. contributed to STEDT)	Body Parts Questionnaire (Ergong: Northern)		Loaded		Questionnaire		4	347	F		T	1		Complete	STEDT		STEDT	STEDT	STEDT	Ergong (Northern Dialect)
