srcabbr	citation	author	year	imprint	title	location	status	dataformat	format	callnumber	scope	totalnum	refonly	citechk	pi	infascicle	haveit	todo	proofer	inputter	dbprep	dbload	dbcheck	notes
JFN-DMT	Needham 86 DMT	Needham, Jack Francis	1886	Shillong	A few Digaro (Taroan), Miju (M'ju) and Tibetan words				Wordlist			0	T		F			Refonly						
