rn	type	text
17356	I	<par>Check gloss. HEAD?</par>
17375	T	<par>The original gloss, in Chinese, is <latinform>hǔkǒu</latinform> (lit. &quot;tiger’s mouth&quot;), ‘part of hand between the thumb and index finger.’ </par>
17404	I	<par>779?</par>
17417	I	<par>proper tag?</par>
17418	I	<par>1381? (What is (shoumai)?)(Chinese: shou = &apos;hand&apos;; mai = &apos;pulse&apos;; thus technically this refers to the pulse taken at the wrist ... ZJH)</par>
17422	I	<par>The second syllable has been assigned to etymon 558 *g-ram despite the heterorganic final consonant; the first syllable, <latinform>ʐau³¹</latinform>, is ‘clf. for elongated objects’ .</par>
17432	I	<par>or a = BP pfx? M2: or 1390?</par>
17435	I	<par>1390 not 228?</par>
17436	I	<par>BP pfx? M2 = 315 or 2103?</par>
17446	I	<par>Is this the direct cognate? Or is 17525 <latinform>ʂa⁵⁵</latinform> ‘gasp, pant (chuan)’ ?</par>
17477	I	<par>m= SHEEP. Is this true for the morphs tagged with 1430 <reconstruction>*pyan</reconstruction> WOOL?</par>
17525	I	<par>Is this the direct cognate? Or is 17446 <latinform>a³¹ sɔʔ⁵⁵</latinform> ‘breath (qixi)’ ?</par>
17587	T	<par>Achang <latinform>n̥</latinform>- &apos;causative&apos;.</par>
