srcabbr	citation	author	year	imprint	title	location	status	dataformat	format	callnumber	scope	totalnum	refonly	citechk	pi	infascicle	haveit	todo	proofer	inputter	dbprep	dbload	dbcheck	notes
AHD1981	AHD 81	Morris, William, ed.	1981	Boston: Houghton Mifflin	The American Heritage dictionary of the English language				Dictionary									Refonly						
