rn	type	text
62002	T	<par>This form shows an interesting semantic association between WING and EYELID, possibly because both of these body parts can flutter.</par>
62058	I	<par>ibid.</par>
62059	I	<par>division? M2: from 1390?</par>
62061	I	<par>1326? or <emph>ge-ma</emph>? s or 200?</par>
62062	I	<par>division?</par>
62064	I	<par>572? 318? and cf. <latinform>ria</latinform> above</par>
62069	I	<par>536?</par>
