srcabbr	citation	author	year	imprint	title	location	status	dataformat	format	callnumber	scope	totalnum	refonly	citechk	pi	infascicle	haveit	todo	proofer	inputter	dbprep	dbload	dbcheck	notes
KS-DGST	Sedláček 70	Sedláček, Kamil	1970	Wiesbaden: Franz Steiner Verlag	Das Gemein-Sino-Tibetische				Art./Monograph									Refonly						
