type	text
T	"<par>The authors have made this wordlist available for download <a href=""http://www.brassett.org.uk/tujia/elng/edload.html"">here</a>.</par>"
T	"<par><strong>Note:</strong> The wordlist is also available from <a href=""http://www.brassett.org.uk/tujia/elng/edload.html"">this site</a>.</par><par><strong>Orthography:</strong><br />The Tujia orthography (based on pinyin) is as follows:</par><par><emph>INITIALS</emph><br /><strong>Tujia [IPA]</strong><br />b	[p]<br />c	[tsʰ]<br />d	[t]<br />g	[k]<br />h	[x]; [f] before u<br />hh	[ɣ]<br />j	[tɕ]<br />k	[kʰ]<br />l	[l] or [n]<br />m	[m]<br />n	[ȵ]<br />ng	[ŋ]<br />p	[pʰ]<br />q	[tɕʰ]<br />r	[z]<br />s	[s]<br />t	[tʰ]<br />w	[w]<br />x	[ɕ]<br />y	[j]<br />z	[ts]</par><par><emph>FINALS</emph><br /><strong>Tujia [IPA]</strong><br />a	[a]<br />ai	[aⁱ]<br />an	[ɛn]<br />ang	[aŋ]<br />ao	[aᵘ]<br />e	[ɤ]<br />ei	[eⁱ]<br />eng	[ɜŋ]<br />i	[ɨ] after c, g, h, hh, k, r, s, z; else [i]<br />ia	[ⁱa]<br />ian	[ⁱɛn]<br />iao	[ⁱaᵘ]<br />ie	[ⁱɛ]<br />ii	[ɯ]<br />ing	[iŋ]<br />iong	[ⁱɔŋ]<br />iu	[ⁱu]<br />o	[ɔ]<br />ong	[ɔŋ]<br />ou	[oᵘ]<br />u	[u]<br />ua	[ᵘa]<br />uai	[ᵘaⁱ]<br />uan	[ᵘɛn]<br />ui	[ᵘeⁱ]<br />un	[un]<br />uo	[ᵘɔ]</par><par><emph>TONES</emph><br />The tones are similar to those in <emph>putonghua</emph> and are numbered accordingly:<br />1 = high level<br />2 = high rising<br />3 = low falling<br />4 = high falling</par><par>Note that the Tujia orthography does not distinguish nasal vowel phonemes.</par>"
