rn	type	text
143674	I	<par>537,535?</par>
143675	I	<par>cf. Lalung ARTERY.</par>
143774	T	<par>This is an antonymic compound meaning literally &quot;vagina-penis&quot;.</par>
143774	T	<par>This is an antonymic compound meaning literally &quot;vagina-penis&quot;.</par>
144015	I	<par>same: sin/tin?</par>
144035	T	<par>Note the internal Bantawa vocalic variation between <latinform>-ï-</latinform> and <latinform>-ü-</latinform>.</par>
144123	I	<par>The Khaling form <latinform>ghwaan-dü-rü</latinform> (144124,49522), and the Thulung form <latinform>gun-diu-riu</latinform> (49552,144123) may be loans; the three syllables are slightly suspicious.</par>
144124	I	<par>The Khaling form <latinform>ghwaan-dü-rü</latinform> (144124,49522), and the Thulung form <latinform>gun-diu-riu</latinform> (49552,144123) may be loans; the three syllables are slightly suspicious.</par>
144147	T	<par>Oblique form.</par>
144176	I	<par>doubtful reflex of <reconstruction>*s-ŋa</reconstruction> 634.</par>
144224	T	<par>Note assimilation of medial consonants.</par>
144231	T	<par>For the front vowel in Dumi <latinform>diʔ</latinform>, cf. the variously transcribed Bantawa forms, probably actually with [<latinform>ɨ</latinform>].</par>
144257	I	<par>is final -s from a separate morpheme? cf. Sunwar.</par>
150158	I	<par>is this in the db somewhere else? seems like it should have been entered earlier than May 11, 1993.</par>
