rn	type	text
142717	I	<par>227 JAM</par>
142718	I	<par>M1: or 1321? or 2104?</par>
142777	I	<par>M1: 654? or <emph>sam</emph> or p? M2: or 779 or s or 658 bec. <latinform>phuk</latinform> below?</par>
142778	I	<par>658, or 779?</par>
142779	I	<par>M1: 654? or <emph>sam</emph> or p? M2: 658, or 778 or 779?</par>
142780	I	<par>M1: 654? or <emph>sam</emph> or p? M2: 658, or 778 or 779?</par>
142781	I	<par>M1: 654? or <emph>sam</emph> or p? M2: 658, or 778 or 779?</par>
142807	T	<par>Chamling <latinform>bu-lim</latinform> ‘body’  represents different etyma.</par>
142901	I	<par>Where are the supporting forms for BM’ s reconstruction?</par>
142933	I	<par>cf. #490 <reconstruction>*ʔol</reconstruction> THROAT.</par>
142961	T	<par>Khaling has <latinform>-e</latinform> where other Kiranti languages have <latinform>-u</latinform> in at least two other roots: COME/BRING DOWN Hayu <latinform>ju(t)-</latinform>, Bahing <latinform>ju(t)-</latinform>, Kulung <latinform>yuw-</latinform>, <latinform>yutt-</latinform>; but Khaling <latinform>ye(n)-</latinform>. STEAL Hayu <latinform>khu(t)-</latinform>, Bahing <latinform>ku(s)-</latinform>, Thulung <latinform>khu-</latinform>, Kulung <latinform>kuss-</latinform>; but Khaling <latinform>khe-</latinform>. See Michailovsky 1991, <emph>Proto-Kiranti</emph>, pp. 15, 34.</par>
143028	I	<par>is 2d syll a sfx?</par>
143034	I	<par>should the -o- be umlaut? cf. BM card.</par>
143036	I	<par>2d syll was tagged 130.</par>
143038	I	<par>see also SPIRIT in BM.</par>
143103	I	<par>Whence -y?</par>
143153	I	<par><latinform>&lt; muk-si?</latinform></par>
143204	I	<par>cf. Thulung, Xixia, Hayu FAT.</par>
143217	T	<par>Note the assimilation of the medial consonants in Kulung <latinform>lam ma</latinform>.</par>
143309	I	"<par>These Chepang forms are assigned to this root, since we consider Chepang <latinform>pulʔ</latinform> to be the reflex of <xref ref=""363"">#363</xref>.</par>"
143319	I	<par>check BM.</par>
143333	I	<par>Is the last word of the gloss “bamboo?” </par>
143337	I	<par>It appears that the final *-l was maintained in intervocalic position, and lost finally; cf. other HAIR words.</par>
143349	T	<par>Hale (1973) uses a plus under the vowel to indicate breathy phonation.</par>
143360	I	<par>&lt; *kut?</par>
143376	I	<par>Chepang <latinform>-h/-ʔ</latinform> and Hayu <latinform>-t</latinform> suggest that a post-vocalic element should be reconstructed here.</par>
143380	I	<par>note<latinform>-y</latinform>.</par>
143409	I	<par>1387??</par>
143412	I	<par>Check source re M; why exclamation?</par>
143414	I	<par>1382? 164?</par>
143416	I	<par>1382? 1388?</par>
143418	I	<par>1382? 1734?/1388?</par>
143419	I	<par>1388? 1382?</par>
143430	I	<par>cf. 238 BONE</par>
143438	T	<par>Note final -<latinform>m</latinform> in Magar <latinform>-ryam</latinform>.</par>
143439	T	<par>Note final <latinform>-m</latinform>.</par>
143467	I	<par>572 OK? <emph>See also below </emph><latinform>ciskhli</latinform><emph>group</emph></par>
143468	I	<par>M1 = 574? M2 = 572?</par>
143469	I	<par>M1 = 574?</par>
143470	I	<par>M1 = 574? M2 = 572?</par>
143475	I	<par>first syll.’ s tag?</par>
143485	I	<par>M1 = 1390?</par>
143487	I	<par>M1: 1326?? M2: 189? (or 16?) (or 1019 <latinform>sey</latinform> ROUND OBJECT) <emph>WAIST</emph>?</par>
143488	I	<par>M1: 1326?? M2: 189? (or 16?) (or 1019 <latinform>sey</latinform> ROUND OBJECT) <emph>WAIST</emph>?</par>
143489	I	<par>M1: 1326?? M2: 189? (or 16?) (or 1019 <latinform>sey</latinform> ROUND OBJECT) <emph>WAIST</emph>?</par>
143490	I	<par><emph>WAIST</emph> -- <emph>OR NEW MORPHEME?</emph> . . .</par>
143491	I	<par>Division: sek-ma</par>
143492	I	<par>M1: 1326?? M2: 189? (or 16?) (or 1019 <latinform>sey</latinform> ROUND OBJECT) <emph>WAIST</emph>?</par>
143553	T	"<par>Kiranti <latinform>cok siŋ</latinform> demonstrates the independence of <xref ref=""478"">#478</xref> from <xref ref=""686"">#686</xref>.</par>"
143553	I	"<par>These Kiranti forms demonstrate the independence the present etymon from <xref ref=""478"">#478</xref>.</par>"
143563	I	<par>Check lang. name.</par>
143578	I	<par>a = BP pfx?</par>
143580	I	<par>Can sin/tin? <latinform>for that matter, can tin/sin? </latinform>(no ts?)</par>
143582	I	<par>1381? (add LIVER to gloss?) (any way to get from 1320?)</par>
143584	I	<par>or perh. (1320 or)</par>
143586	I	<par>or perh. (1320 or)</par>
143587	I	<par>1320/1319/1381?</par>
143588	I	<par>mak = 1106 or s??</par>
143591	I	<par>or perh. (1320 or) M2: <latinform>ma</latinform> = 1384?</par>
143609	I	<par>cf. Bantawa som◦pu◦rok.</par>
143610	I	<par>Check other LUNG etyma.</par>
143610	I	<par>M1: or 458?</par>
143612	I	<par>M3: 67? or new Etym. with -<latinform>k</latinform>?</par>
143614	I	<par>(457: <latinform>par-wap</latinform>)Note on E457:both should prob. be separate tags, since the separate parts show up as well as the compound. (although I’ ve used 457 as the single tag) (see VSTB 114-119, and esp. 121)</par>
143625	I	<par>Note gloss.</par>
143628	I	<par>Check gloss.</par>
143637	I	<par>Bahing <latinform>ny-tsy</latinform> is glossed as &apos;nipple&apos; by Hodgson (1857-8); Michailovsky (1991) suggests a connection of the second syllable with an etymon for &apos;point, tip&apos;.</par>
