srcabbr	citation	author	year	imprint	title	location	status	dataformat	format	callnumber	scope	totalnum	refonly	citechk	pi	infascicle	haveit	todo	proofer	inputter	dbprep	dbload	dbcheck	notes
LL-CMST	Løffler 66 Mru	Löffler, Lorenz G.	1966	ZDMG 116.1:118-59	The contribution of Mru to Sino-Tibetan linguistics				Etymologies			0	T		F			Refonly						
