rn	type	text
22699	T	<par>Judging from the inadequate data at our disposal, Miji <latinform>-o</latinform> seems to be the normal reflex of <latinform>*-a</latinform>, while <latinform>ʒ-</latinform> descends from a variety of sonorant clusters.</par>
22708	T	<par>The final nasal in Miji <latinform>-cuŋ</latinform> is unexplained.</par>
22723	I	<par>rel. to above? Div?</par>
22732	I	<par>as above</par>
