rn	type	text
272175	T	<par>Literally &quot;breast-head&quot;.</par>
272358	I	<par>Loan from Chinese, cf. Chinese bànfǎ 辦法 &apos;means, method&apos;.</par>
274792	I	<par>Loan from Chinese, cf. Chinese bànfǎ 辦法 &apos;means, method&apos;.</par>
275321	T	<par>This compound looks like a loan from Chinese; cf. Mandarin <latinform>guò lái</latinform>.</par>
275358	I	<par>Loan from Chinese, cf. Chinese 工人 gōngrén &apos;worker&apos;.</par>
275366	I	<par>Loan from Chinese, cf. guójiā 國家 ‘nation’.</par>
275786	T	<par>The nasalization in some of the Lisu forms is due to rhinoglottophilia. See Matisoff 1975 (&quot;Rhinoglottophilia&quot;).</par>
277059	I	<par>Lit. &quot;penis+egg&quot;.</par>
277867	I	<par>Loan from Chinese, cf. Chinese mò 墨 &apos;ink stick, ink&apos;.</par>
277868	I	<par>Loan from Chinese, cf. Chinese mò 墨 &apos;ink stick, ink&apos;.</par>
278457	I	<par>Loan, from Thai or Burmese?</par>
280836	I	<par>Loan from Chinese, cf. Chinese suàn 算 &apos;calculate&apos;.</par>
281349	I	<par>Loan from Chinese, cf. Chinese wàiguó 外国 &apos;foreign country&apos;.</par>
281875	I	<par>Loan from Chinese, cf. Chinese yínháng 銀行 &apos;bank (for depositing money)&apos;.</par>
