rn	type	text
42769	I	<par>Could alternately be from <reconstruction>*krəw</reconstruction> (819).</par>
42811	I	<par><reconstruction>*s(y)aŋ</reconstruction>.</par>
42825	I	<par>borrowing from Chn?</par>
42829	I	<par>check sound laws.</par>
42831	I	<par>morphemic analysis?</par>
42842	T	<par>Pumi <latinform>m̥</latinform> reflects the <latinform>*s-</latinform> prefix.</par>
42861	I	<par>check. not in Jianzhi p. 113</par>
42879	I	<par>M2: rel. to Chin.?</par>
42889	I	<par>Cf. <latinform>dei</latinform> ? or cf. <latinform>tə</latinform><latinform> </latinform>pfx?</par>
42891	I	<par>574?</par>
42893	I	<par>or 1390?</par>
42895	I	<par>Or 293? (tsu)</par>
42896	I	<par>M1: <emph>lo</emph>: cf. next <latinform>lio</latinform> (rel. to 191?). M2: see above for <latinform>tɕʰi</latinform></par>
42913	I	"<par>See the note about the Namuyi and Shixing forms under <xref ref=""3438"">#3438</xref>, above.</par>"
42918	I	<par>Could alternately be from <reconstruction>*krəw</reconstruction> (819).</par>
42976	I	<par>check sound laws.</par>
42978	I	<par>morphemic analysis?</par>
42987	I	<par>&lt; Tb.?</par>
43024	I	<par>Cf. <latinform>dei</latinform> ? or cf. <latinform>tə</latinform><latinform> </latinform> pfx?</par>
43025	I	<par>2103/779?.</par>
43026	I	<par>574?</par>
43027	I	<par>1382?</par>
43028	I	<par>or 1390?</par>
43030	I	<par>Or 293? (tsu)</par>
43031	I	<par>M1: <emph>lio</emph>: cf. prev. <latinform>lo </latinform>(rel. to 191?). M2: see above for <latinform>tɕʰi.</latinform> <emph>(For all: 227/650? cf. also p. 23 and next page)</emph></par>
