rn	type	text
339990	T	<par>Possible loan from Indic, cf. Sanskrit mārjārá.</par>
341136	I	<par>ha:gom also appears in words for &apos;ridge (of hills)&apos; and &apos;land (uneven)&apos; so that it may have a sense of &apos;field&apos; or &apos;mountain&apos; when it appears in the compound for &apos;leopard&apos;.</par>
341236	I	<par>&apos;kru&apos; appears in a number of words for female animals: belleig-kru &quot;sow&quot;;  kuak-kru &quot;bitch&quot;; ma:bi kru &quot;she-goat&quot;; ma:cu-kru &quot;doe&quot;; ma:◦bi-kru &quot;goat (she)&quot;; and tyu-kru &quot;hen&quot;. Note, however, that a:◦shya:-kru &quot;mithun (cow)&quot; and klembab kru &quot;duck&quot; contain this morpheme and yet are not glossed as being female.</par>
