rn	type	text
19203	I	<par>Borrowed from Chinese <latinform>bózi</latinform>, but the Chinese is ultimately from etymon 484 *b(r/w)a-n/t THROAT.</par>
19264	I	<par>Loan from Chinese, cf. Chinese shuā 刷 &apos;brush&apos; and yá 牙 &apos;tooth&apos;.</par>
