rn	type	text
18046	I	<par>Kanauri regularly develops a cluster <latinform>st-</latinform> from the PTB sequence <latinform>*sn-</latinform>, see HPTB:103. The <latinform>-i-</latinform> vocalism of these forms is probably explicable in terms of the widespread TB variational pattern of <latinform>*-u- ⪤ -i-</latinform>, cf. HPTB:493-505.</par>
18052	I	<par>&lt; Nepali <latinform>hèmdash aD</latinform> &apos;bone&apos;</par>
18071	T	<par>The relationship of Kanauri <latinform>liṭ</latinform> &apos;egg&apos; to <latinform>lik pā</latinform> &apos;penis (polite)&apos; is uncertain.</par>
18080	T	<par>possible IA loan, cf. Skt. <emph>muṣṭi-</emph>, Pa. <emph>muṭṭhi-</emph></par>
18093	I	<par><emph>(JAM) cf. Si. tap</emph></par>
18110	T	<par>The suffixal <latinform>-s</latinform> in Kanauri <latinform>les</latinform> is unexplained.</par>
18130	I	<par>Note the similarity to the Geman form for ‘throat’ : <latinform>go³¹ ɹoŋ³⁵</latinform> (39873).</par>
