rn	type	text
111	I	<par><latinform>moy</latinform>: cf. other Meithei (not <latinform>MOY</latinform> 26 = corpse) ˛ <latinform>moŋ</latinform> 1391?</par>
155	T	<par><latinform>↮*maŋ</latinform>. Meithei reflex of <reconstruction>*maŋ</reconstruction> is <latinform>məŋ</latinform>. Perhaps <latinform>drəŋ</latinform> is from <latinform>r-maŋ</latinform> with preemption? what about the <latinform>d-</latinform>?</par>
155	T	<par>Meithei <latinform>drəŋ</latinform> perhaps &lt; <latinform>*r-maŋ</latinform> with preemption.</par>
