rn	type	text
34531	T	<par>&lt; PLB voiced initial.</par>
34533	I	<par>Is this properly input? Should it be tagged 140?</par>
34713	I	<par>Check source regarding L &apos;prefix.&apos;</par>
34713	I	<par>Check source regarding L &apos;prefix.&apos;</par>
34713	I	<par>typo?</par>
34858	I	<par>228 or 227?</par>
34860	I	<par>J = ?</par>
34861	I	<par>J = ?</par>
34862	I	<par>J = ?</par>
34863	I	<par>LS = ?</par>
35187	I	<par>Check source.</par>
35221	I	<par>typo?</par>
35236	I	<par>typo?</par>
35248	I	<par><emph>make sure -e is added to reflex</emph></par>
