rn	type	text
199072	I	<par>Loan from Chinese, cf. Chinese shǒubiǎo 手錶 ‘wristwatch’.</par>
199073	I	<par>Loan from Chinese, cf. Chinese shǒubiǎo 手錶 ‘wristwatch’.</par>
199074	I	<par>Loan from Chinese, cf. Chinese shǒubiǎo 手錶 ‘wristwatch’.</par>
199075	I	<par>Loan from Chinese, cf. Chinese shǒubiǎo 手錶 ‘wristwatch’.</par>
199076	I	<par>Loan from Chinese, cf. Chinese shǒubiǎo 手錶 ‘wristwatch’.</par>
199077	I	<par>Loan from Chinese, cf. Chinese shǒubiǎo 手錶 ‘wristwatch’.</par>
199079	I	<par>Loan, from Thai or Burmese?</par>
199080	I	<par>Loan, from Thai or Burmese?</par>
199081	I	<par>Loan, from Thai or Burmese?</par>
199082	I	<par>Loan from Tibetan, cf. Tibetan (Amdo:Zeku) ti tshəl  &apos;wristwatch&apos;.</par>
199518	T	<par>borrowing from Mongolian</par>
201490	I	<par>check src to see if space in reflex is in original</par>
203064	I	"<par>Loan from Chinese, cf. Chinese yǐzi 椅子	&apos;chair&apos;.</par>"
203067	I	"<par>Loan from Chinese, cf. Chinese yǐzi 椅子	&apos;chair&apos;.</par>"
203068	I	"<par>Loan from Chinese, cf. Chinese yǐzi 椅子	&apos;chair&apos;.</par>"
203069	I	"<par>Loan from Chinese, cf. Chinese yǐzi 椅子	&apos;chair&apos;.</par>"
203070	I	"<par>Loan from Chinese, cf. Chinese yǐzi 椅子	&apos;chair&apos;.</par>"
203071	I	"<par>Loan from Chinese, cf. Chinese yǐzi 椅子	&apos;chair&apos;.</par>"
203072	I	"<par>Loan from Chinese, cf. Chinese yǐzi 椅子	&apos;chair&apos;.</par>"
203073	I	"<par>Loan from Chinese, cf. Chinese yǐzi 椅子	&apos;chair&apos;.</par>"
203076	I	"<par>Loan from Chinese, cf. Chinese yǐzi 椅子	&apos;chair&apos;.</par>"
203079	I	"<par>Loan from Chinese, cf. Chinese yǐzi 椅子	&apos;chair&apos;.</par>"
203080	I	<par>Loan from Chinese, cf. yǐzi 椅子 &apos;chair&apos;.</par>
203093	I	"<par>Loan from Chinese, cf. Chinese yǐzi 椅子	&apos;chair&apos;.</par>"
203094	I	"<par>Loan from Chinese, cf. Chinese yǐzi 椅子	&apos;chair&apos;.</par>"
203095	I	"<par>Loan from Chinese, cf. Chinese yǐzi 椅子	&apos;chair&apos;.</par>"
203099	I	"<par>Loan from Chinese, cf. Chinese yǐzi 椅子	&apos;chair&apos;.</par>"
203100	I	"<par>Loan from Chinese, cf. Chinese yǐzi 椅子	&apos;chair&apos;.</par>"
203101	I	"<par>Loan from Chinese, cf. Chinese yǐzi 椅子	&apos;chair&apos;.</par>"
203103	I	"<par>Loan from Chinese, cf. Chinese yǐzi 椅子	&apos;chair&apos;.</par>"
203104	I	<par>Loan from Chinese, cf. Chinese bǎndèng 板凳 &apos;wooden stool&apos;.</par>
203105	I	"<par>Loan from Chinese, cf. Chinese yǐzi 椅子	&apos;chair&apos;.</par>"
203109	I	"<par>Loan from Chinese, cf. Chinese yǐzi 椅子	&apos;chair&apos;.</par>"
203115	I	<par>Loan from Chinese, cf. Chinese bǎndèng 板凳 &apos;wooden stool&apos;.</par>
203118	I	<par>Loan from Chinese, cf. Chinese bǎndèng 板凳 ‘wooden stool’.</par>
203119	I	<par>Loan from Chinese, cf. Chinese bǎndèng 板凳 ‘wooden stool’.</par>
203121	I	<par>Loan from Chinese, cf. Chinese dèngzi 凳子 &apos;stool, seat&apos;.</par>
203122	I	<par>Loan from Chinese, cf. Chinese bǎndèng 板凳 &apos;wooden stool&apos;.</par>
203123	I	<par>Loan from Chinese, cf. Chinese bǎndèng 板凳 ‘wooden stool’.</par>
203126	I	<par>Loan from Chinese, cf. Chinese bǎndèng 板凳 ‘wooden stool’.</par>
203127	I	<par>Loan from Chinese, cf. Chinese bǎndèng 板凳 ‘wooden stool’.</par>
203128	I	<par>Loan from Chinese, cf. Chinese bǎndèng 板凳 ‘wooden stool’.</par>
203130	I	<par>Loan from Chinese, cf. Chinese bǎndèng 板凳 ‘wooden stool’.</par>
203131	I	<par>Loan from Chinese, cf. Chinese bǎndèng 板凳 &apos;wooden stool&apos;.</par>
203142	I	<par>Loan from Chinese, cf. Chinese bǎndèng 板凳 ‘wooden stool’.</par>
203144	I	<par>Loan from Chinese, cf. Chinese bǎndèng 板凳 ‘wooden stool’.</par>
203146	I	<par>Loan from Chinese, cf. Chinese bǎndèng 板凳 ‘wooden stool’.</par>
203150	I	<par>Loan from Chinese, cf. Chinese bǎndèng 板凳 ‘wooden stool’.</par>
203152	I	<par>Loan from Chinese, cf. Chinese bǎndèng 板凳 ‘wooden stool’.</par>
203155	I	<par>Loan from Chinese, cf. Chinese bǎndèng 板凳 ‘wooden stool’.</par>
203156	I	<par>Loan from Chinese, cf. Chinese bǎndèng 板凳 ‘wooden stool’.</par>
203161	I	<par>Loan from Chinese, cf. Chinese bǎndèng 板凳 ‘wooden stool’.</par>
203475	I	<par>Loan from Chinese, cf. Chinese shuāzi 刷子 &apos;brush&apos;.</par>
203476	I	<par>Loan from Chinese, cf. Chinese shuāzi 刷子 &apos;brush&apos;.</par>
203477	I	<par>Loan from Chinese, cf. Chinese shuāzi 刷子 &apos;brush&apos;.</par>
203478	I	<par>Loan from Chinese, cf. Chinese shuāzi 刷子 &apos;brush&apos;.</par>
203479	I	<par>Loan from Chinese, cf. Chinese shuāzi 刷子 &apos;brush&apos;.</par>
203480	I	<par>Loan from Chinese, cf. Chinese shuāzi 刷子 &apos;brush&apos;.</par>
203481	I	<par>Loan from Chinese, cf. Chinese shuāzi 刷子 &apos;brush&apos;.</par>
203483	I	<par>Loan from Chinese, cf. Chinese shuāzi 刷子 &apos;brush&apos;.</par>
203485	I	<par>Loan from Chinese, cf. Chinese shuāzi 刷子 &apos;brush&apos;.</par>
203487	I	<par>Loan from Chinese, cf. Chinese shuāzi 刷子 &apos;brush&apos;.</par>
203488	I	"<par>Loan from Chinese, cf. shuāzi 刷子 &apos;brush&apos;.	</par>"
203490	I	<par>Loan from Chinese, cf. Chinese shuāzi 刷子 &apos;brush&apos;.</par>
203492	I	<par>Loan from Chinese, cf. Chinese shuāzi 刷子 &apos;brush&apos;.</par>
203499	I	<par>Loan from Chinese, cf. Chinese shuāzi 刷子 &apos;brush&apos;.</par>
203500	I	<par>Loan from Chinese, cf. Chinese shuāzi 刷子 &apos;brush&apos;.</par>
203501	I	<par>Loan from Chinese, cf. Chinese shuāzi 刷子 &apos;brush&apos;.</par>
203502	I	<par>Loan from Chinese, cf. Chinese shuāzi 刷子 &apos;brush&apos;.</par>
203503	I	<par>Loan from Chinese, cf. Chinese shuāzi 刷子 &apos;brush&apos;.</par>
203504	I	<par>Loan from Chinese, cf. Chinese shuāzi 刷子 &apos;brush&apos;.</par>
203505	I	<par>Loan from Chinese, cf. Chinese shuāzi 刷子 &apos;brush&apos;.</par>
203506	I	<par>Loan from Chinese, cf. Chinese shuāzi 刷子 &apos;brush&apos;.</par>
203507	I	<par>Loan from Chinese, cf. Chinese shuāzi 刷子 &apos;brush&apos;.</par>
203508	I	<par>Loan from Chinese, cf. Chinese shuāzi 刷子 &apos;brush&apos;.</par>
203509	I	<par>Loan from Chinese, cf. Chinese shuāzi 刷子 &apos;brush&apos;.</par>
203510	I	<par>Loan from Chinese, cf. Chinese shuāzi 刷子 &apos;brush&apos;.</par>
203511	I	<par>Loan from Chinese, cf. Chinese shuāzi 刷子 &apos;brush&apos;.</par>
203512	I	<par>Loan from Chinese, cf. Chinese shuāzi 刷子 &apos;brush&apos;.</par>
203513	I	<par>Loan from Chinese, cf. Chinese shuāzi 刷子 &apos;brush&apos;.</par>
203514	I	<par>Loan from Chinese, cf. Chinese shuāzi 刷子 &apos;brush&apos;.</par>
203517	I	<par>Loan from Chinese, cf. Chinese shuāzi 刷子 &apos;brush&apos;.</par>
203518	I	<par>Loan from Chinese, cf. Chinese shuāzi 刷子 &apos;brush&apos;.</par>
204801	I	<par>Loan from Chinese, cf. Chinese yínháng 銀行 &apos;bank (for depositing money)&apos;.</par>
204804	I	<par>Loan from Chinese, cf. Chinese yínháng 銀行 &apos;bank (for depositing money)&apos;.</par>
204805	I	<par>Loan from Chinese, cf. Chinese yínháng 銀行 &apos;bank (for depositing money)&apos;.</par>
204806	I	<par>Loan from Chinese, cf. Chinese yínháng 銀行 &apos;bank (for depositing money)&apos;.</par>
204809	I	<par>Loan from Chinese, cf. Chinese yínháng 銀行 &apos;bank (for depositing money)&apos;.</par>
204810	I	<par>Loan from Chinese, cf. Chinese yínháng 銀行 &apos;bank (for depositing money)&apos;.</par>
204811	I	<par>Loan from Chinese, cf. Chinese yínháng 銀行 &apos;bank (for depositing money)&apos;.</par>
204812	I	<par>Loan from Chinese, cf. Chinese yínháng 銀行 &apos;bank (for depositing money)&apos;.</par>
204813	I	<par>Loan from Chinese, cf. Chinese yínháng 銀行 &apos;bank (for depositing money)&apos;.</par>
204814	I	<par>Loan from Chinese, cf. yínháng 銀行 &apos;bank&apos;.</par>
204816	I	<par>Loan from Chinese, cf. Chinese yínháng 銀行 &apos;bank (for depositing money)&apos;.</par>
204817	I	<par>Loan from Chinese, cf. Chinese yínháng 銀行 &apos;bank (for depositing money)&apos;.</par>
204818	I	<par>Loan from Chinese, cf. Chinese yínháng 銀行 &apos;bank (for depositing money)&apos;.</par>
204825	I	<par>Loan from Chinese, cf. Chinese yínháng 銀行 &apos;bank (for depositing money)&apos;.</par>
204827	I	<par>Loan from Chinese, cf. Chinese yínháng 銀行 &apos;bank (for depositing money)&apos;.</par>
204828	I	<par>Loan from Chinese, cf. Chinese yínháng 銀行 &apos;bank (for depositing money)&apos;.</par>
204830	I	<par>Loan from Chinese, cf. Chinese yínháng 銀行 &apos;bank (for depositing money)&apos;.</par>
204832	I	<par>Loan from Chinese, cf. Chinese yínháng 銀行 &apos;bank (for depositing money)&apos;.</par>
204833	I	<par>Loan from Chinese, cf. Chinese yínháng 銀行 &apos;bank (for depositing money)&apos;.</par>
204834	I	<par>Loan from Chinese, cf. Chinese yínháng 銀行 &apos;bank (for depositing money)&apos;.</par>
204835	I	<par>Loan from Chinese, cf. Chinese yínháng 銀行 &apos;bank (for depositing money)&apos;.</par>
204836	I	<par>Loan from Chinese, cf. Chinese yínháng 銀行 &apos;bank (for depositing money)&apos;.</par>
204837	I	<par>Loan from Chinese, cf. Chinese yínháng 銀行 &apos;bank (for depositing money)&apos;.</par>
204838	I	<par>Loan from Chinese, cf. Chinese yínháng 銀行 &apos;bank (for depositing money)&apos;.</par>
204839	I	<par>Loan from Chinese, cf. Chinese yínháng 銀行 &apos;bank (for depositing money)&apos;.</par>
204840	I	<par>Loan from Chinese, cf. Chinese yínháng 銀行 &apos;bank (for depositing money)&apos;.</par>
204842	I	<par>Loan from Chinese, cf. Chinese yínháng 銀行 &apos;bank (for depositing money)&apos;.</par>
204842	I	<par>Loan from Chinese, cf. Chinese yínháng 銀行 &apos;bank (for depositing money)&apos;.</par>
204843	I	<par>Loan from Chinese, cf. Chinese yínháng 銀行 &apos;bank (for depositing money)&apos;.</par>
204844	I	<par>Loan from Chinese, cf. Chinese yínháng 銀行 &apos;bank (for depositing money)&apos;.</par>
205107	I	<par>Loan from Chinese, cf. Chinese mò 墨 &apos;ink stick, ink&apos;.</par>
205108	I	<par>Loan from Chinese, cf. Chinese mò 墨 &apos;ink stick, ink&apos;.</par>
205110	I	<par>Loan from Chinese, cf. Chinese mò 墨 &apos;ink stick, ink&apos;.</par>
205111	I	<par>Loan from Chinese, cf. Chinese mò 墨 &apos;ink stick, ink&apos;.</par>
205112	I	<par>Loan from Chinese, cf. Chinese mò 墨 &apos;ink stick, ink&apos;.</par>
205113	I	<par>Loan from Chinese, cf. Chinese mò 墨 &apos;ink stick, ink&apos;.</par>
205114	I	<par>Loan from Chinese, cf. Chinese mò 墨 &apos;ink stick, ink&apos;.</par>
205115	I	<par>Loan from Chinese, cf. Chinese mò 墨 &apos;ink stick, ink&apos;.</par>
205116	I	<par>Loan from Chinese, cf. Chinese mò 墨 &apos;ink stick, ink&apos;.</par>
205117	I	<par>Loan from Chinese, cf. Chinese mò 墨 &apos;ink stick, ink&apos;.</par>
205118	I	<par>Loan from Chinese, cf. Chinese mò 墨 &apos;ink stick, ink&apos;.</par>
205119	I	<par>Loan from Chinese, cf. Chinese mò 墨 &apos;ink stick, ink&apos;.</par>
205122	I	<par>Loan from Chinese, cf. Chinese mò 墨 &apos;ink stick, ink&apos;.</par>
205124	I	<par>Loan from Chinese, cf. Chinese mò 墨 &apos;ink stick, ink&apos;.</par>
205131	I	<par>Loan from Chinese, cf. Chinese mò 墨 &apos;ink stick, ink&apos;.</par>
205134	I	<par>Loan from Chinese, cf. Chinese mò 墨 &apos;ink stick, ink&apos;.</par>
205135	I	<par>Loan from Chinese, cf. Chinese mò 墨 &apos;ink stick, ink&apos;.</par>
205138	I	<par>Loan from Chinese, cf. Chinese mò 墨 &apos;ink stick, ink&apos;.</par>
205139	I	<par>Loan from Chinese, cf. Chinese mò 墨 &apos;ink stick, ink&apos;.</par>
205140	I	<par>Loan from Chinese, cf. Chinese mò 墨 &apos;ink stick, ink&apos;.</par>
205141	I	<par>Loan from Chinese, cf. Chinese mò 墨 &apos;ink stick, ink&apos;.</par>
205142	I	<par>Loan from Chinese, cf. Chinese mò 墨 &apos;ink stick, ink&apos;.</par>
205143	I	<par>Loan from Chinese, cf. Chinese mò 墨 &apos;ink stick, ink&apos;.</par>
205144	I	<par>Loan from Chinese, cf. Chinese mò 墨 &apos;ink stick, ink&apos;.</par>
205145	I	<par>Loan from Chinese, cf. Chinese mò 墨 &apos;ink stick, ink&apos;.</par>
205146	I	<par>Loan from Chinese, cf. Chinese mò 墨 &apos;ink stick, ink&apos;.</par>
205149	I	<par>Loan from Chinese, cf. Chinese mò 墨 &apos;ink stick, ink&apos;.</par>
205150	I	<par>Loan from Chinese, cf. Chinese mò 墨 &apos;ink stick, ink&apos;.</par>
205158	I	<par>Loan from Chinese, cf. Chinese lán 藍 &apos;blue&apos; and shuǐ 水 &apos;water&apos;.</par>
205159	I	<par>Loan from Chinese, cf. Chinese mò 墨 &apos;ink stick, ink&apos;.</par>
205160	I	<par>Loan from Chinese, cf. Chinese mòshuǐ 墨水 ‘ink’.</par>
205161	I	<par>Loan from Chinese, cf. Chinese mòshuǐ 墨水 &apos;ink&apos;.</par>
205162	I	<par>Loan from Chinese, cf. Chinese mòshuǐ 墨水 ‘ink’.</par>
205163	I	<par>Loan from Chinese, cf. Chinese mò 墨 &apos;ink stick, ink&apos;.</par>
205164	I	<par>Loan from Chinese, cf. Chinese mòshuǐ 墨水 ‘ink’.</par>
205165	I	<par>Loan from Chinese, cf. Chinese mò 墨 &apos;ink stick, ink&apos;.</par>
205166	I	<par>Loan from Chinese, cf. Chinese mò 墨 &apos;ink stick, ink&apos;.</par>
205167	I	<par>Loan from Chinese, cf. Chinese mò 墨 &apos;ink stick, ink&apos;.</par>
205168	I	<par>Loan from Chinese, cf. Chinese mòshuǐ 墨水 ‘ink’.</par>
205169	I	<par>Loan from Chinese, cf. Chinese mò 墨 &apos;ink stick, ink&apos;.</par>
205170	I	<par>Loan from Chinese, cf. Chinese mòshuǐ 墨水 ‘ink’.</par>
205171	I	<par>Loan from Chinese, cf. Chinese mòshuǐ 墨水 &apos;ink&apos;.</par>
205173	I	<par>Loan from Chinese, cf. Chinese mòshuǐ 墨水 ‘ink’.</par>
205175	I	<par>Loan from Chinese, cf. Chinese mòshuǐ 墨水 ‘ink’.</par>
205183	I	<par>Loan from Chinese, cf. Chinese mòshuǐ 墨水 ‘ink’.</par>
205185	I	<par>Loan from Chinese, cf. Chinese mòshuǐ 墨水 ‘ink’.</par>
205186	I	<par>Loan from Chinese, cf. Chinese mòshuǐ 墨水 ‘ink’.</par>
205189	I	<par>Loan from Chinese, cf. Chinese mòshuǐ 墨水 ‘ink’.</par>
205190	I	<par>Loan from Chinese, cf. Chinese mò 墨 &apos;ink stick, ink&apos;.</par>
205191	I	<par>Loan from Chinese, cf. Chinese mò 墨 &apos;ink stick, ink&apos;.</par>
205192	I	<par>Loan from Chinese, cf. Chinese mò 墨 &apos;ink stick, ink&apos;.</par>
205193	I	<par>Loan from Chinese, cf. Chinese mòshuǐ 墨水 ‘ink’.</par>
205194	I	<par>Loan from Chinese, cf. Chinese mòshuǐ 墨水 ‘ink’.</par>
205195	I	<par>Loan from Chinese, cf. Chinese mòshuǐ 墨水 ‘ink’.</par>
205196	I	<par>Loan from Chinese, cf. Chinese mòshuǐ 墨水 ‘ink’.</par>
205197	I	<par>Loan from Chinese, cf. Chinese mòshuǐ 墨水 ‘ink’.</par>
205200	I	<par>Loan from Chinese, cf. Chinese mò 墨 &apos;ink stick, ink&apos;.</par>
205201	I	<par>Loan from Chinese, cf. Chinese mòshuǐ 墨水 ‘ink’.</par>
206738	I	<par>Loan from Tibetan.</par>
206739	I	<par>Loan from Chinese, cf. guójiā 國家 ‘nation’.</par>
206740	I	<par>Loan from Chinese, cf. guójiā 國家 ‘nation’.</par>
206741	I	<par>Loan from Tibetan, cf. Tibetan (Khams) dʑa³¹ kha⁵³  &apos;country / nation&apos;.</par>
206742	I	<par>Loan from Tibetan, cf. Tibetan (Khams) dʑa³¹ kha⁵³  &apos;country / nation&apos;.</par>
206743	I	<par>Loan from Chinese, cf. guójiā 國家 ‘nation’.</par>
206744	I	<par>Loan from Chinese, cf. guójiā 國家 ‘nation’.</par>
206746	I	<par>Loan from Chinese, cf. guójiā 國家 ‘nation’.</par>
206747	I	<par>Loan from Chinese, cf. guójiā 國家 ‘nation’.</par>
206748	I	<par>Loan from Chinese, cf. guójiā 國家 ‘nation’.</par>
206749	I	<par>Loan from Chinese, cf. guójiā 國家 ‘nation’.</par>
206750	I	<par>Loan from Chinese, cf. guójiā 國家 ‘nation’.</par>
206751	I	<par>Loan from Chinese, cf. guójiā 國家 ‘nation’.</par>
206752	I	<par>Loan from Chinese, cf. guójiā 國家 &apos;nation&apos;.</par>
206754	I	<par>Loan from Chinese, cf. guójiā 國家 ‘nation’.</par>
206755	I	<par>Loan from Chinese, cf. guójiā 國家 ‘nation’.</par>
206756	I	<par>Loan from Chinese, cf. guójiā 國家 ‘nation’.</par>
206758	I	<par>Loan from Tibetan.</par>
206759	I	<par>Loan from Tibetan.</par>
206762	I	<par>Loan from Tibetan.</par>
206763	I	<par>Loan from Chinese, cf. guójiā 國家 ‘nation’.</par>
206764	I	<par>Loan from Tibetan, cf. Tibetan (Khams) dʑa³¹ kha⁵³  &apos;country / nation&apos;.</par>
206765	I	<par>Loan from Tibetan, cf. Written Tibetan rgjal khab.</par>
206766	I	<par>Loan from Chinese, cf. guójiā 國家 ‘nation’.</par>
206767	I	<par>Loan from Tibetan, cf. Tibetan (Khams) dʑa³¹ kha⁵³  &apos;country / nation&apos;.</par>
206768	I	<par>Loan from Tibetan, cf. Tibetan (Khams) dʑa³¹ kha⁵³  &apos;country / nation&apos;.</par>
206769	I	<par>Loan from Tibetan, cf. Tibetan (Khams) dʑa³¹ kha⁵³  &apos;country / nation&apos;.</par>
206770	I	<par>Loan from Chinese, cf. guójiā 國家 ‘nation’.</par>
206771	I	<par>Loan from Chinese, cf. guójiā 國家 ‘nation’.</par>
206772	I	<par>Loan from Chinese, cf. guójiā 國家 ‘nation’.</par>
206773	I	<par>Loan from Chinese, cf. guójiā 國家 ‘nation’.</par>
206774	I	<par>Loan from Chinese, cf. guójiā 國家 ‘nation’.</par>
206775	I	<par>Loan from Chinese, cf. guójiā 國家 ‘nation’.</par>
206776	I	<par>Loan from Chinese, cf. guójiā 國家 ‘nation’.</par>
206777	I	<par>Loan from Chinese, cf. guójiā 國家 ‘nation’.</par>
206778	I	<par>Loan from Chinese, cf. guójiā 國家 ‘nation’.</par>
206781	I	<par>Loan from Chinese, cf. guójiā 國家 ‘nation’.</par>
206782	I	<par>Loan from Chinese, cf. guójiā 國家 ‘nation’.</par>
206783	I	<par>Loan from Tibetan.</par>
206784	I	<par>Loan from Tibetan.</par>
206793	I	<par>Loan from Chinese, cf. Chinese bànfǎ 辦法 &apos;means, method&apos;.</par>
206794	I	<par>Loan from Chinese, cf. Chinese bànfǎ 辦法 &apos;means, method&apos;.</par>
206797	I	<par>Loan from Chinese, cf. Chinese bànfǎ 辦法 ‘means, method’.</par>
206798	I	<par>Loan from Chinese, cf. Chinese bànfǎ 辦法 &apos;means, method&apos;.</par>
206800	I	<par>Loan from Chinese, cf. Chinese bànfǎ 辦法 &apos;means, method&apos;.</par>
206801	I	<par>Loan from Chinese, cf. Chinese bànfǎ 辦法 &apos;means, method&apos;.</par>
206802	I	<par>Loan from Chinese, cf. Chinese bànfǎ 辦法 ‘means, method’.</par>
206803	I	<par>Loan from Chinese, cf. Chinese bànfǎ 辦法 ‘means, method’.</par>
206806	I	<par>Loan from Chinese, cf. Chinese bànfǎ 辦法 &apos;means, method&apos;.</par>
206821	I	<par>Loan from Chinese, cf. Chinese bànfǎ 辦法 &apos;means, method&apos;.</par>
206822	I	<par>Loan from Chinese, cf. Chinese fǎzi 法子 ‘means, method’.</par>
206823	I	<par>Loan from Chinese, cf. Chinese bànfǎ 辦法 ‘means, method’.</par>
206824	I	<par>Loan from Chinese, cf. Chinese bànfǎ 辦法 ‘means, method’.</par>
206825	I	<par>Loan from Chinese, cf. Chinese bànfǎ 辦法 &apos;means, method&apos;.</par>
206826	I	<par>Loan from Chinese, cf. Chinese bànfǎ 辦法 &apos;means, method&apos;.</par>
206827	I	<par>Loan from Chinese, cf. Chinese bànfǎ 辦法 ‘means, method’.</par>
206828	I	<par>Loan from Chinese, cf. Chinese bànfǎ 辦法 ‘means, method’.</par>
206829	I	<par>Loan from Chinese, cf. Chinese bànfǎ 辦法 &apos;means, method&apos;.</par>
206832	I	<par>Loan from Chinese, cf. Chinese bànfǎ 辦法 &apos;means, method&apos;.</par>
211121	T	<par>WT <latinform>bʑo</latinform> is the future form of the verb, whose principal parts are <latinform>ḥjo-ba</latinform> (Pres.). <latinform>bźos</latinform> (Perf.), <latinform>bźo</latinform> (Fut.), <latinform>ḥjos</latinform> (Impv.) (see, Jäschke 1881/1958:179).</par>
211533	I	<par>First syllable may be loan from Chinese suàn <hanform>算</hanform> &apos;calculate&apos;.</par>
211538	I	<par>Loan from Chinese, cf. Chinese suàn 算 &apos;calculate’.</par>
211540	I	<par>Loan from Chinese, cf. Chinese suàn 算 &apos;calculate&apos;.</par>
211541	I	<par>Loan from Chinese, cf. Chinese suàn 算 &apos;calculate&apos;.</par>
211545	I	<par>Loan from Chinese, cf. Chinese suàn 算 &apos;calculate&apos;.</par>
211546	I	<par>Loan from Chinese, cf. suàn 算 &apos;calculate&apos;.</par>
211550	I	<par>Loan from Chinese, cf. Chinese suàn 算 &apos;calculate&apos;.</par>
211562	I	<par>First syllable may be loan from Chinese suàn <hanform>算</hanform> &apos;calculate&apos;.</par>
211565	I	<par>Loan from Chinese, cf. Chinese suàn 算 &apos;calculate&apos;.</par>
211566	I	<par>Loan from Chinese, cf. Chinese suàn 算 &apos;calculate&apos;.</par>
211569	I	<par>Loan from Chinese, cf. Chinese suàn 算 &apos;calculate&apos;.</par>
211572	I	<par>Loan from Chinese, cf. Chinese suàn 算 &apos;calculate&apos;.</par>
211839	I	<par>Loan from Chinese, cf. Chinese gǎi 改 &apos;change&apos;.</par>
211851	I	<par>Loan from Chinese, cf. Chinese gǎibiàn 改變 ‘change’.</par>
211852	I	<par>Loan from Chinese, cf. Chinese gǎibiàn 改變 ‘change’.</par>
211855	I	<par>Loan from Chinese, cf. Chinese gǎibiàn 改變 ‘change’.</par>
211863	I	<par>Loan from Chinese, cf. Chinese gǎibiàn 改變 &apos;change&apos;.</par>
211877	I	<par>Loan from Chinese, cf. Chinese gǎibiàn 改變 ‘change’.</par>
211878	I	<par>Loan from Chinese, cf. Chinese gǎibiàn 改變 ‘change’.</par>
211880	I	<par>Loan from Chinese, cf. Chinese gǎibiàn 改變 ‘change’.</par>
212616	I	<par>Loan from Chinese, cf. Chinese mó 磨 &apos;to grind, to sharpen&apos;.</par>
212617	I	<par>Loan from Chinese, cf. Chinese mó 磨 &apos;to grind, to sharpen&apos;.</par>
212642	I	<par>Loan from Chinese, cf. Chinese mó 磨 &apos;to grind, to sharpen&apos;.</par>
213279	I	<par>Loan from Chinese, cf. Chinese bǔ 補 &apos;patch&apos;.</par>
213280	I	<par>Loan from Chinese, cf. Chinese bǔ 補 &apos;patch&apos;.</par>
213298	I	<par>Loan from Chinese, cf. Chinese bǔ 補 &apos;patch&apos;.</par>
213299	I	<par>Loan from Chinese, cf. Chinese bǔ 補 &apos;patch&apos;.</par>
213305	I	<par>Loan from Chinese, cf. Chinese bǔ 補 &apos;patch&apos;.</par>
214334	T	<par>Although WT <latinform>dgos</latinform> implies &apos;necessity as well as want&apos; (Jäschke p. 87), it looks like an allofam of <latinform>dgaɦ</latinform> &apos;rejoice; like, be willing&apos;.</par>
214898	I	<par>Loan from Tibetan lo gsar.</par>
214901	I	<par>Loan from Tibetan lo gsar.</par>
214915	I	<par>Loan from Chinese, cf. Chinese guònián 过年.</par>
214917	I	<par>Loan from Chinese, cf. Chinese guònián 过年.</par>
214918	I	<par>Loan from Tibetan lo gsar.</par>
214922	I	<par>Loan from Tibetan lo gsar.</par>
214925	I	<par>Loan from Tibetan lo gsar.</par>
214926	I	<par>Loan from Tibetan lo gsar.</par>
214927	I	<par>Loan from Tibetan lo gsar.</par>
214940	I	<par>Loan from Chinese, cf. Chinese guònián 过年.</par>
214942	I	<par>Loan from Tibetan lo gsar.</par>
216677	T	<par>The semantic association VAGINA &lt;---&gt; love has not been noted elsewhere, but the phonological fit of this form with the present etymon is perfect.</par>
216680	T	<par>WT <latinform>dgaɦ</latinform> is glossed by Jäschke (pp. 82-3) as &apos;rejoice; like, be willing; intend, wish&apos;.</par>
219349	I	<par>Loan from Chinese, cf. xuě 雪 &apos;snow&apos;.</par>
219387	I	<par>Loan from Chinese, cf. Chinese biànhuà 變化 &apos;change&apos;.</par>
219399	I	<par>Loan from Chinese, cf. Chinese gǎibiàn 改變 ‘change’.</par>
219400	I	<par>Loan from Chinese, cf. Chinese gǎibiàn 改變 &apos;change&apos;.</par>
219403	I	<par>Loan from Chinese, cf. Chinese gǎibiàn 改變 ‘change’.</par>
219411	I	<par>Loan from Chinese, cf. Chinese biànhuà 變化 &apos;change&apos;.</par>
219425	I	<par>Loan from Chinese, cf. Chinese gǎibiàn 改變 ‘change’.</par>
219426	I	<par>Loan from Chinese, cf. Chinese gǎibiàn 改變 ‘change’.</par>
219428	I	<par>Loan from Chinese, cf. Chinese gǎibiàn 改變 ‘change’.</par>
219800	T	<par>The two Xide forms a²¹sɿ³³ <latinform>su³³</latinform> and dʑo³³<latinform>-dʑu³⁴</latinform> may be explained in terms of the presence or absence of the medial <latinform>*-y-</latinform>.</par>
220049	T	<par>The final <latinform>-ŋ</latinform> in this form in unexplained.</par>
220061	T	<par>This Lahu form in <latinform>-ɛ</latinform> shows the regular reflex of the <reconstruction>*-um</reconstruction> rhyme, but the meaning is basically &apos;release, come forth&apos; rather than &apos;cover, incubate&apos;. The same seems to be true of the Bwe form (<latinform>phɛ-tha</latinform>). For now we include them here, however.</par>
220522	I	<par>Loan from Chinese, cf. kāihuì 開會 &apos;hold a meeting&apos;.</par>
223467	I	<par>Loan from Chinese, cf. Chinese 乾淨 gānjìng &apos;clean&apos;.</par>
223479	I	<par>Loan from Chinese, cf. Chinese 乾淨 gānjìng &apos;clean&apos;.</par>
223480	I	<par>Loan from Chinese, cf. Chinese gānjìng 乾淨 &apos;clean&apos;. </par>
