rn	type	text
113784	I	<par>572?</par>
113794	T	<par>Hayu <latinform>-nom-</latinform> seems to show dissimilation of the first nasal (cf. Tshona (Mama) <latinform>nᴀm¹³</latinform>; contrast Bantawa).</par>
113807	I	<par>Check sound correspondence; first syllable could also &lt;<reconstruction>*s-kra </reconstruction>(367). <reconstruction>*-aŋ&gt;</reconstruction>Lb. <emph></emph>.</par>
113830	T	<par>Lit. &quot;blood-house&quot;.</par>
113839	T	<par>The Lepcha <latinform>-y-</latinform> is from prefixal <reconstruction>*s-</reconstruction>.</par>
113861	T	<par>LOAN</par>
113872	I	<par>M1: 1390 (on basis of previous) or just p?</par>
113873	I	<par>as above</par>
113874	I	<par>M2: 227 or 229?</par>
113875	I	<par>éthigs-pa ˝ mkÆris-pa?</par>
113876	I	<par>M1 = 1390? 227?</par>
113876	I	<par>wa= baq/pa?</par>
113882	I	<par>1390/227, s?</par>
113882	I	<par>M1 = 1390? 227?</par>
113883	I	<par>Earlier tagged as 227. 1390/227, s?</par>
113883	I	<par>M1 = 1390? 227?</par>
113884	I	<par>chi: or 228?</par>
113885	I	<par>M2: 3???</par>
113891	I	<par><latinform>ti</latinform> = <latinform>tə</latinform><latinform> </latinform>(but usually pfx?)?</par>
113893	I	<par>BP pfx? 227? + *tin/sin??</par>
113895	I	<par>division?--181??</par>
113899	I	<par>M1: 654? or <emph>sam</emph> or p? M2: 658, or 778 or 779?</par>
113902	I	<par>BP pfx? division? M2: 1321? what is brace? (elsewhere also)</par>
113903	I	<par>BP pfx?</par>
113905	I	<par>what is brace? M1: BP pfx?</par>
113906	I	<par>BP pfx? M2: 2122?</par>
113908	I	<par>what is brace? M1: BP pfx?</par>
113909	I	<par>what is brace? + BP pfx? M2: 2122?</par>
113912	I	<par>229? <emph>Move to GALL BLADDER?</emph> (several)</par>
113913	I	<par>M1: 1390?</par>
113914	I	<par>BP pfx? M2: or 227?</par>
113915	I	<par>JAM: 227</par>
113916	I	<par>M1: 779? M2: kui = ki (228)?</par>
113917	I	<par><emph>pa</emph>: cf. <latinform>pan</latinform> above??</par>
113919	I	<par>BP pfx?</par>
113921	I	<par>BP pfx?</par>
113924	I	<par>2101? (not 227?)</par>
113974	I	<par>second morph = RED</par>
114005	I	<par>Check this Jingpho form.</par>
114011	I	<par>Should 1st syll be tagged 2?</par>
114036	I	<par>Should 2d syll be tagged 47?</par>
114036	I	<par>Bodo (= Boro) has interchange between <latinform>-r-</latinform> and <latinform>-d-</latinform>.</par>
114039	I	<par>Check souprce.</par>
114041	T	<par>Lushai (Mizo) <latinform>tak- ⪤ sak-</latinform> reflects <reconstruction>*s- ⪤ *ts-</reconstruction>.</par>
114045	I	<par>Laryngeality of C<sub>i </sub>unexplained.</par>
114050	I	<par>Find Skt, Proto-Indo-Aryan form.</par>
114057	I	<par>Change gloss to “body (male)” ?</par>
114058	I	<par>Change gloss to “body (female)\-“?</par>
114088	T	<par>Lit. &quot;goat-beard&quot; (cf. English ‘goatee’, for a similar semantic association between goats and facial hair).</par>
114091	I	<par>first syll = MOUTH.</par>
114094	I	<par>Second morph = suffix?</par>
114111	I	<par>Note assimilation of medial consonants.</par>
114111	I	<par>Second syllable = HAIR 363, not MOUTH 467.</par>
114113	T	<par>Lit. &quot;ear-hair&quot;</par>
114117	I	<par>cf. Lushai BEARD. Same first morpheme. Which tag?</par>
114129	I	<par>2d syll = black? dk grey?</par>
114196	I	<par>The first syllable could be from 3383 *ka DIVARICATE; another possibility is that both syllables are descended from the single etymon 3341 <reconstruction>*g-la ⪤ b-la</reconstruction> GROIN/CROTCH.</par>
114249	I	<par>Tagged under BACK as 205. First two syll = BACK.</par>
114273	I	<par>cf. last syll of Lushai, Lakher SPINE, and second syll of Meithei SPINE.</par>
114274	I	<par>The first morpheme was tagged under BACK as 407 HIPS.</par>
114286	I	<par>cf. Abor-Miri coccyx</par>
114337	I	<par>This final <latinform>-t</latinform> is unexplained. See also Dulong <latinform>tsut⁵⁵</latinform>.</par>
114339	T	<par><latinform>ɔ̀-ku </latinform>= HARD OBJECT. Cf. drawing.</par>
114521	T	<par>Stopped second syllable in Akha points to allofam with final <latinform>-k</latinform>.</par>
114543	I	<par>Check this form; not in Judson but cited in Löffler&apos;s Mru article (1966).</par>
114543	I	<par>Check this form; not in Judson but cited in Löffler&apos;s Mru article (1966).</par>
114543	I	<par>from Löffler’ s Mru article, not Judson.</par>
114544	I	<par>final m = WET.</par>
114545	I	<par>is the final vowel a typo?</par>
114546	I	<par>1st syl = WATER.</par>
114546	I	<par>The first syllable probably means ‘water.’ </par>
114546	T	<par>Akha <latinform>iˇ</latinform> &apos;water&apos;.</par>
114546	I	<par>The first syllable means &apos;water&apos;.</par>
114548	T	<par>Phunoi regularly denasalizes.</par>
114560	I	<par>cf. Tib BRAIN.</par>
114564	I	<par>Yellow card has 1133 for last syl. Acc to card, should be <latinform>mi-lukdu</latinform>.</par>
114567	T	<par>The zero-initial in <latinform>ek</latinform>- is unexplained (perhaps &lt; *<latinform>yik?</latinform>).</par>
114567	I	<par>The zero-initial in ek- is unexplained (<latinform>&lt;*yik?</latinform>).</par>
114573	I	<par><latinform>p </latinform>&lt; infl of following C<sub>i</sub>. (Yellow card note). 2nd syl &lt; 249 <reconstruction>*nip</reconstruction>?</par>
114573	T	<par>Note assimilation of Abor-Miri medial consonants.</par>
