rn	type	text
317297	T	<par>&lt; Bengali uṭa/ Assamese uṯ</par>
320813	I	<par>putkí means &apos;spotted&apos;.</par>
321071	T	<par>&lt; Assamese, Bengali balad &apos;ox&apos;</par>
321720	I	<par>Possible loan from Indic, cf. Sanskrit markáṭa.</par>
