url	status	bytes	sha256	seconds
https://stedtdb.johnblowe.com/etymon/153	200	8730	c3b7e1b729b474cdcad2cdb9ae12d9a5b35488db6e20ec9d3cc264a81477831d	0.47
https://stedtdb.johnblowe.com/etymon/176	200	9273	03c296530f5779a651fca3d8766d2ea24a73e14d476da74ee565c606e8c73385	0.49
https://stedtdb.johnblowe.com/etymon/187	200	29702	42a625f94cd1f8b12a0044603f60973362a15165b9e5053142263c21d966b682	0.57
https://stedtdb.johnblowe.com/etymon/191	200	43927	dd03259e226bf193af7acc209535ba9fd1b1270b178b89f442e08154591f6b41	0.56
https://stedtdb.johnblowe.com/etymon/201	200	53272	d74d6aa7775be53c82274b77c5f4ceb5af02cd0c6dca52db1d5cad3e781ccb20	0.65
https://stedtdb.johnblowe.com/etymon/206	200	16186	2d83363fd04a7acfb7c368c53c98cc98d7cb60144b77408fc9c0e69265ac0f59	0.53
https://stedtdb.johnblowe.com/etymon/209	200	26002	d28103c37ce2d704e43137d2d4c29649dc9f1252789874f8c377c3cc4aecd2c3	0.56
https://stedtdb.johnblowe.com/etymon/230	200	210374	d334f7fca0440798804e14ccecb14f87a3e8a85d077260a5a4c84cf6b5a3b548	0.77
https://stedtdb.johnblowe.com/etymon/232	200	182701	764d3438bda14ab374da5b131113b879cd5091bd141e07c5ab70c98db6b3825a	0.80
https://stedtdb.johnblowe.com/etymon/243	200	54837	e4c3adfb4303be1b98c3d9eb27507f5546a18a6164a32e8ebff83e1720b8f151	0.66
https://stedtdb.johnblowe.com/etymon/274	200	12509	92a2e9fa5331ccf4f84677b20d33167c61b6d36ec19573454e5206b970c56a43	0.47
https://stedtdb.johnblowe.com/etymon/281	200	9244	514c345c4822d35726ac4037d126eb6636d524da52bfa68cacf25913c1df7cc3	0.46
https://stedtdb.johnblowe.com/etymon/298	200	117369	d002920530178b6c2f2e427433ee1fbdffd8a8a7473d06389f028b28ddb931d3	0.77
https://stedtdb.johnblowe.com/etymon/302	200	15088	5b73c4a42d07bd25fa4f50b10f9724247ada80ee9e111571fcad07b846046a0b	0.47
https://stedtdb.johnblowe.com/etymon/303	200	29101	7a10c434f6a7a8a259a07968acbf4dab9f14a7c8b758e7009b7b8b7253f7e36f	0.54
https://stedtdb.johnblowe.com/etymon/358	200	21662	941521967ffc929731bd48691e1eb2ed516adaeda7e953af454168874176e7e6	0.56
https://stedtdb.johnblowe.com/etymon/360	200	9330	0a6aa5b0ddc84cd239916d0d7350fc4261b68d4404b2c50ed6d0aa75e4460072	0.48
https://stedtdb.johnblowe.com/etymon/363	200	249395	a7072fd40b26d40c6cf074a3840cc918a64f3d4194046f169e965489a4c3e4e2	0.94
https://stedtdb.johnblowe.com/etymon/366	200	152623	c7d3f22d4d4e170c3a76c44f99d4bb36a75f843bba2774d280b9f63bbf57c862	0.82
https://stedtdb.johnblowe.com/etymon/376	200	8886	2d0a1aa08e15a87f373c4008156b0d49db64f0c40e945545aa8448f5b2bf720f	0.47
https://stedtdb.johnblowe.com/etymon/379	200	21516	931ab87ab914a3486886d5f8540b973762e56383cc52e86bc6a936d69e3aa38e	0.57
https://stedtdb.johnblowe.com/etymon/385	200	176797	09003a670fabf5abf78f5b4a71619adcbb0409df54c7f4bd889f7d3247b9d1ad	0.82
https://stedtdb.johnblowe.com/etymon/397	200	9177	e05df5c0e62758e990885746e7efda5fda63117ba648fcab068d64eb1b177907	0.48
https://stedtdb.johnblowe.com/etymon/398	200	19335	a6121fc3e0a47f5c3f1c78cb922463ea259f5a944c8c1d51e81256b64f0a0d12	0.52
https://stedtdb.johnblowe.com/etymon/422	200	10147	337e28754ec2e200fccbe3e18eabb654f1d097a9596bb587b7bc4b85ef1ba135	0.47
https://stedtdb.johnblowe.com/etymon/426	200	9124	e7824bba978c9d001149a339149e189d07f0f4b7c0d2767afdb493f8b9068fb7	0.49
https://stedtdb.johnblowe.com/etymon/428	200	8064	6123b260448da473a55bf20f2f17044934851b9b175ad3a8c1e991e6a79d0fe5	0.48
https://stedtdb.johnblowe.com/etymon/436	200	34893	1790c398647ab4e7ccede0d65d45fad02f091d92a5480130b9ca1c50627dd774	0.58
https://stedtdb.johnblowe.com/etymon/444	200	12754	3b2d2be85dfa853a7712f3a12b85edd38bf8d5908b0cde3bf808605058ca6557	0.47
https://stedtdb.johnblowe.com/etymon/477	200	19993	ad73977e42c67b0db33c6747f3eb4ea08481d856df9be8d80ad69e6785ec6247	0.53
https://stedtdb.johnblowe.com/etymon/482	200	8077	51c9d12efc5023dae3b14851bc21209384dbe1177290e012c335e192b7d514f4	0.49
https://stedtdb.johnblowe.com/etymon/489	200	30070	1f7a5facd300f1f543b7db9bbe36cf3e6c211921657b01e4f3fccb159763e29f	0.56
https://stedtdb.johnblowe.com/etymon/494	200	16584	79d7fdf93aece1efbb5ca99e32f49a1476ec02624a1df0994bf8ffea902ff1f6	0.57
https://stedtdb.johnblowe.com/etymon/512	200	66533	2cfad73c980517ca80904805be52c0429732a855accbf4a9cce7528041556caf	0.64
https://stedtdb.johnblowe.com/etymon/518	200	13354	ca796c9ad27d5458b34614576d89b7371316ad243e3fb8f4c14ec858362c2379	0.48
https://stedtdb.johnblowe.com/etymon/535	200	26245	3a4f508a4c2d9bc8d0d01f778067f57929b30c4795a7b8741137ddd295196c10	0.59
https://stedtdb.johnblowe.com/etymon/561	200	16380	18898651184ad5cb6da3e9e6a39fcbd87d6e46b6e5e7d94120179b048f22db1f	0.58
https://stedtdb.johnblowe.com/etymon/572	200	215944	afbed3d243f8300695ae93dbba2919bce3cbf2ba3acf3159c25839f9935a6249	0.83
https://stedtdb.johnblowe.com/etymon/621	200	118765	b14ddb5ebc19a1079b48676bbb31e1cf4728535fbbea5e518155888b3b191edc	0.74
https://stedtdb.johnblowe.com/etymon/632	200	169648	dd1ca67fb3e4cdb030b46ac15f73087fb633a93fa4eab894d3af19daebbe45b1	0.79
https://stedtdb.johnblowe.com/etymon/634	200	22370	5c2189ef32c5378d46bc9adb6de56ccae928462295c4411d17bad489976061f3	0.55
https://stedtdb.johnblowe.com/etymon/650	200	130143	62e734e6e3c7b5f31384a3f701db8c96426fda61778715874097b1484c23c8b4	0.75
https://stedtdb.johnblowe.com/etymon/652	200	18534	c75dd5a6df5d3afd2d4f1e04d5ccf8e5664c222b99ff31e92ff65eb2f95d9ab4	0.57
https://stedtdb.johnblowe.com/etymon/667	200	13643	abe42dc4e6d34a749be1ca504bc471ded603d4b7c85b1878046ff8d9fdc28c16	0.49
https://stedtdb.johnblowe.com/etymon/674	200	10418	1df32c9fe48d6ba6e577b6a5f6ce0e439937c4092240ea07455480659c2c0ce4	0.50
https://stedtdb.johnblowe.com/etymon/677	200	13539	a4c3c72a67cb03929a5c8ace537f45414a2306a86e78ee00740da91b45bd59fe	0.46
https://stedtdb.johnblowe.com/etymon/681	200	245532	2cf11c860b9fc999a4d6f677d7687c33eb16a60f8a464e8f37056fa488f1a483	0.90
https://stedtdb.johnblowe.com/etymon/682	200	301701	0ad895e23557e9f9725d5b5662fb81ab00e705fdc287aa2c744e0bf779bddf15	0.96
https://stedtdb.johnblowe.com/etymon/689	200	8085	3a0d997b9b95e4ebf443268c7db69d6ebf2aea64876f0d20942b367d1630f666	0.48
https://stedtdb.johnblowe.com/etymon/692	200	49376	4296423d112b0f821ae78d8657c4820d3512d20d075ab8ff8d80cfca79345725	0.65
https://stedtdb.johnblowe.com/etymon/695	200	448098	d95bd34216a8125df794f090fa2c0a0dc62b94e2ba3161d07f22777477a816fd	1.05
https://stedtdb.johnblowe.com/etymon/700	200	22286	2786050704e58abd90f0c18236b2703518bd18e94eef64b1f29e09b2eb60e64c	0.56
https://stedtdb.johnblowe.com/etymon/702	200	19192	f11ef0eecc67ab52776004192e08a325371b3eb5a2ba3133138d6b8e5e64625d	0.57
https://stedtdb.johnblowe.com/etymon/707	200	18065	3d64463226f957d6cb71e8fd2333fb6b7d4967243d87d71ed16bc32b0e97eeb6	0.54
https://stedtdb.johnblowe.com/etymon/753	200	8878	2adbf3dccb4b1744b1d60647e6653ad5f86c5271efc21c1e9cdfbc349c744338	0.45
https://stedtdb.johnblowe.com/etymon/776	200	26863	21c0b08e2c6555833311400a0201c94109c78952f6f4d5e50eb7048805e02c12	0.55
https://stedtdb.johnblowe.com/etymon/803	200	242987	30e5cc823be6aed832ff24a47dc870ef17f2d3c6ebb658970fc3aa59aa19b655	0.88
https://stedtdb.johnblowe.com/etymon/811	200	292524	1e80d0a88ffde00ce2a598d3c827529bd8da1dfa5e2b7c44924e80c48e310d4b	0.89
https://stedtdb.johnblowe.com/etymon/814	200	62572	b2d27bc5390a2c72c5d22129e90cda5e64a8eafd378cd5d51d482bd97f7f1f6a	0.63
https://stedtdb.johnblowe.com/etymon/816	200	21288	fc205fabe5b5147c2241f533f30067c0d96238aa367ed7a102eb497b9515e88b	0.57
https://stedtdb.johnblowe.com/etymon/1006	200	247317	b76ae88ea8dd8418107557a5c870db4ef60519c69407aefeb1133f2768dcfd04	0.88
https://stedtdb.johnblowe.com/etymon/1016	200	188396	0371aba7ac578b80d7d803eb8adb1fa713b5fa799842ec311cf2df3d356b0a9e	0.82
https://stedtdb.johnblowe.com/etymon/1018	200	70828	3a75da63cf6462bdc61a614df21e638ae7e1987f8cfe32d37975d9e84ff8d6d9	0.64
https://stedtdb.johnblowe.com/etymon/1019	200	132204	50a3f8e67926dae8f58d127473a136655f3c376553846d0f49e7453063ab957b	0.78
https://stedtdb.johnblowe.com/etymon/1126	200	14317	7dd00fa45d040a74fd12839e61303cb9bfe5a65843d1f99ced21772786fbeb07	0.48
https://stedtdb.johnblowe.com/etymon/1145	200	97228	7bf430a6997d8bce64e5792c4667d0aaa57d77c7d9940069a4290c3ce9a1ec84	0.69
https://stedtdb.johnblowe.com/etymon/1212	200	16377	ef94f20f591824325785d61fd253c58c4b3144bc24b006e138cfd8e955e81610	0.58
https://stedtdb.johnblowe.com/etymon/1213	200	11852	28b9889e4b6ea83d60f57910c245daab620b7f9374e51a44db898625dcfd93e2	0.49
https://stedtdb.johnblowe.com/etymon/1217	200	10306	dd3b86e1354a0c68c0982313fc4d72caef5f8640f370a91ed9e0d0ec40a38dd9	0.46
https://stedtdb.johnblowe.com/etymon/1255	200	13503	7a8e1a8a702217e4e8c8f95e065be208068714894cbcd880a687a07e35892a7e	0.49
https://stedtdb.johnblowe.com/etymon/1269	200	153508	c2e4e75bb34a1d041e41f93a498dcd5defe49a342b77e382380d3afdb7e9f873	0.75
https://stedtdb.johnblowe.com/etymon/1285	200	10939	6feb70dc896bc14c28bf519297a259561eac30804545903114c6e68edf1e6f2a	0.48
https://stedtdb.johnblowe.com/etymon/1288	200	142080	3072829beda90760a7ff9dd453b55fd9ed329d600f58d9a8512de2be83f8432e	0.79
https://stedtdb.johnblowe.com/etymon/1289	200	22553	2a4071fa9a98b7fab178d5a260c4de7ddeaebad926ccf7c7c39cdcfd1425995d	0.55
https://stedtdb.johnblowe.com/etymon/1293	200	16912	246e26002697d345a1381e51c9d96edf5717e6d08fc7d86d279bdb838563e5fa	0.54
https://stedtdb.johnblowe.com/etymon/1306	200	136522	a839ccd7d5e8944721b96d120f989af3a7962f487f55b59df65730b01a45b346	0.74
https://stedtdb.johnblowe.com/etymon/1390	200	137796	a6ce87902d765749b0ae07a05e0339c051f4e029cceab7a348fc5c6e8351bf86	0.80
https://stedtdb.johnblowe.com/etymon/1415	200	140602	e16d8730e5ac394b1a7544a3749a8cd77b8d215f165d0d1c6a1919994865f91d	0.77
https://stedtdb.johnblowe.com/etymon/1417	200	12483	cc53fce174f37eff7245c0e24a1da3f06eed2c6f35116c8c3e702cf1dad68d8e	0.48
https://stedtdb.johnblowe.com/etymon/1431	200	155515	a9f51b847683ebbd307969d14d4118321bd41577b764ac4aaea111c953bdfea6	0.75
https://stedtdb.johnblowe.com/etymon/1438	200	9053	d63b29cd3c69c321b66f71715494de7747f8238ac713e2c7a3078b9430c822a0	0.49
https://stedtdb.johnblowe.com/etymon/1455	200	148090	c00c07852bcd50aa11399c31940ea31505fc36967f6da721d3bfabb42ea03336	0.74
https://stedtdb.johnblowe.com/etymon/1470	200	37632	6e3164cf5cd3e2640bd485be1758dac9618970fae8bebcc63582e255984e5985	0.57
https://stedtdb.johnblowe.com/etymon/1603	200	141912	bc7daec62b067f05331b167eed5690c3c6da3a1d6a54bd52208991726c270b77	0.78
https://stedtdb.johnblowe.com/etymon/1606	200	148656	b71e8394af818949b21c4831a4c00441b584ea71fa7092757e0a8dc207f645ab	0.79
https://stedtdb.johnblowe.com/etymon/1611	200	24540	944e752534c802fdcbc077316b4d29e609d411581f788379a30dd5dde5ebc482	0.57
https://stedtdb.johnblowe.com/etymon/1619	200	50789	14a74fc0534934cdcf96e9b5bf3fff80d337f774b113cf53ca66ea5c9170da02	0.65
https://stedtdb.johnblowe.com/etymon/1623	200	15090	f8efb8cdfdfe177ac6ab524984fc1908c606f613233d4e48638c9b6c95e2a61d	0.46
https://stedtdb.johnblowe.com/etymon/1624	200	24184	273035efd56f937e7046e7c9b1d62198a4583e522035f74bbf062a766f42ef21	0.54
https://stedtdb.johnblowe.com/etymon/1632	200	10499	6cf598cbaf63f59ac23cbb0a84fb2c4a1a1bb9fc31df6dea27eeb9c6d4a4c8c9	0.45
https://stedtdb.johnblowe.com/etymon/1634	200	44384	003414285cc565024780a9b0e3a96bc20d98610b81e4861a5f6e1ae126e1c9e6	0.58
https://stedtdb.johnblowe.com/etymon/1705	200	19347	cfd76114908dd9d1629042fc0930dfe9ca9ab9900f419df544090f3a271f9684	0.56
https://stedtdb.johnblowe.com/etymon/1733	200	31612	cf134eb9d4ea3060360f29a2560fe7541b07561c3d02ba11283ea62bbb80d108	0.57
https://stedtdb.johnblowe.com/etymon/1735	200	9171	05b1b50841d199f4bf0ad9ebb6733dbd62026ab745588cf5f3c4a4bc3d99268c	0.45
https://stedtdb.johnblowe.com/etymon/1764	200	191639	dabad8e8371c8b59dce42abe1fc033e7e0f127cb389c323cfbe8c659f942a6f1	0.82
https://stedtdb.johnblowe.com/etymon/1772	200	14034	0d8443c4a15b5726d70f97ce8fe9cf62acb3adffcd63dfe998e0fcc5070cb0e5	0.49
https://stedtdb.johnblowe.com/etymon/1788	200	23654	50cc80262cf5b1611852da28b091d3a99099364a840bbb599d1eb79413911d05	0.57
https://stedtdb.johnblowe.com/etymon/1821	200	8586	4ba2b8919b3057f2672fd79d851ad27518c4fd203a87343933660695d00817bd	0.44
https://stedtdb.johnblowe.com/etymon/1859	200	9032	bfe30acd9a09d4bfc88fad7a753bd2bf96c6cabbb99506fe15ca48212c2c7b1b	0.47
https://stedtdb.johnblowe.com/etymon/1902	200	29968	d50f50f9e1bbe80b3d34375fdf15f9fb9bb04750a8caf120cddb4783203d70d6	0.58
https://stedtdb.johnblowe.com/etymon/2005	200	9173	c55665d334b5b731ed0fb17a1a4b48ef3f9433ce580ad3e5fcdf3b1fc131988d	0.47
https://stedtdb.johnblowe.com/etymon/2060	200	25948	4243c6fa6e49d3d40cc301946dff177521ce946d5afebb295154304f7bb9318d	0.57
https://stedtdb.johnblowe.com/etymon/2067	200	27566	99f6067dae9b6d2baebb1c0621f0cb68de8d9cb196084efe54391c9a651c0028	0.54
https://stedtdb.johnblowe.com/etymon/2070	200	34585	c5d20a1a36520a7496fa75c117b41bd26757a24d557f28068e566cc67e0f77b0	0.57
https://stedtdb.johnblowe.com/etymon/2073	200	9546	39965b48f79847d43e3177fca20351c650b0f9ecbfbbb805ea1aa934686b80b3	0.46
https://stedtdb.johnblowe.com/etymon/2088	200	10903	ce435e833b6f3952550433c4a34a62d5252a935a096e028bebed60bf94b955c0	0.48
https://stedtdb.johnblowe.com/etymon/2106	200	21784	ca3eaf1cf4c1372d83dfdeff3db6eceda064ba3fab2961171d39f638446642fd	0.57
https://stedtdb.johnblowe.com/etymon/2118	200	27221	81ee01eca19e0d70769276925f80d1d51f80487842b1ce3d34209b8e95699f74	0.55
https://stedtdb.johnblowe.com/etymon/2130	200	11206	074634091049e6dc77c0c77b159b816ae7c1144b768944c9212761b6a4d20d64	0.46
https://stedtdb.johnblowe.com/etymon/2136	200	139194	e3486e6351bd1bdf55f104a2068e87c75f5f482ff1285e2ceb801b3d2eb0f478	0.80
https://stedtdb.johnblowe.com/etymon/2143	200	12923	982c90b9a9954ea4076d9de62ed2783f698b27bb0bdb3aff1d0900aa15699ab2	0.47
https://stedtdb.johnblowe.com/etymon/2159	200	19619	0ee3df42f1a180a7613daa551f5638d41493362579152ac293c15ab302611a52	0.56
https://stedtdb.johnblowe.com/etymon/2193	200	10686	4f23ab831c234633ba55874cefc66b216a5aac3294277abfd3102318aa6765e3	0.48
https://stedtdb.johnblowe.com/etymon/2197	200	10814	6a7c94f271e1f78cc2d68133ae05a41747de385968bab825221278eb0252f88c	0.48
https://stedtdb.johnblowe.com/etymon/2256	200	46160	176fbe616e4bc6fd63b12338c54e3897423df1a89e7ceac935fac2a7b49f1750	0.64
https://stedtdb.johnblowe.com/etymon/2265	200	9878	55904b4735146ad354a53dfec577e9b375fb428ed0249df3995e7a1247b22ebe	0.48
https://stedtdb.johnblowe.com/etymon/2304	200	22828	bf3fe648b5640b6907035cccae93a2a829b9a6967ae87d8a6a9306f63e6bfeeb	0.57
https://stedtdb.johnblowe.com/etymon/2316	200	33589	9d517a61673a54c38f854a0071e229e3f4d4f5134b25fbdb12bfddbe2e3c6214	0.57
https://stedtdb.johnblowe.com/etymon/2337	200	17041	2ea37642a4af4ea60f1b3b0169d4e1ffbd1998c11194041daa6acdfb63783f83	0.57
https://stedtdb.johnblowe.com/etymon/2355	200	45157	b4e43f08770d856188dea57bdd96bd28cc3c5544c89db6f1c8e95353662cee8d	0.67
https://stedtdb.johnblowe.com/etymon/2400	200	14608	f92a43cb96b8b8e8ffe0d0d426ee6453e2c5926e4e8d262667481bfc7df28afd	0.48
https://stedtdb.johnblowe.com/etymon/2408	200	19652	dd9b78c42c86641f3f5a531fe7a435cba32381b419361d40586b17221f0919b7	0.53
https://stedtdb.johnblowe.com/etymon/2409	200	154932	7ec0e3dd36dac7145aa42bcf1ad8eb0a13e94ceeaf23f8293e0199db279fccb6	0.74
https://stedtdb.johnblowe.com/etymon/2417	200	22720	b89a293ba9b0c62f7aac296a163a3ed0528d12417b0f9f932c2412288ad58a60	0.55
https://stedtdb.johnblowe.com/etymon/2428	200	13275	35c03f54226251cee9094dc44b6f017521242811c09420bfd9104459309e9267	0.48
https://stedtdb.johnblowe.com/etymon/2436	200	135721	1d16e86f9a4979baebb5cfb76d309e547647fcd2272b42bad4d826aec01ba789	0.78
https://stedtdb.johnblowe.com/etymon/2440	200	58129	db70fb62e1c5530dfd0d8d2e3fdd05cddf94bf635340110a22b4b502b41d761e	0.65
https://stedtdb.johnblowe.com/etymon/2465	200	41197	f6631a4717b67e1aab3bb30964f5bcabf163e44c3244f1a4078b79d83e3ae765	0.62
https://stedtdb.johnblowe.com/etymon/2473	200	209630	30d952d177d081f60ff0394fa6056fb40884bea32fbf8c6728a075bda33732d2	0.80
https://stedtdb.johnblowe.com/etymon/2477	200	19646	637cdbf0129015a3ad2433eca2f23efbcd718497de29c04becf3a49cbc94c5a1	0.56
https://stedtdb.johnblowe.com/etymon/2489	200	94993	feb6253b42283a75731db2ade4138b7e64f5027c801e4634e039b7ebcb829f4f	0.68
https://stedtdb.johnblowe.com/etymon/2499	200	40163	c5b6a5c6df8b48386064f81817688d1ccb6918fc3fe8f677f08f5186f2ee1e9f	0.57
https://stedtdb.johnblowe.com/etymon/2504	200	214582	60aa536fc77231567886ea51faf82aa09634945a36703224794ff3a5f951c986	0.83
https://stedtdb.johnblowe.com/etymon/2517	200	62828	27c464004e9f66e843703c8d948f25a829f20b3da96274fc95bfcf8a604c9f3f	0.69
https://stedtdb.johnblowe.com/etymon/2531	200	20871	6c85f8e69875d27180e57ba542e73e72682ceb77f10191606702944c33082fa4	0.56
https://stedtdb.johnblowe.com/etymon/2594	200	8155	6aedc0c0898d2570e983892d8276f135a51dde64ca4a2a81a41d145669175ad4	0.47
https://stedtdb.johnblowe.com/etymon/2610	200	19284	eda48c530fa3a10eac82c1bc88dba7bf7181a190326f99c0b231f8080f5b6cf1	0.56
https://stedtdb.johnblowe.com/etymon/2621	200	112664	136f2d51be576896bd93f7da2c8002b9d6ae51f9cfd9fe826c329838fc222537	0.78
https://stedtdb.johnblowe.com/etymon/2625	200	10427	f35b20efa03315c936183e50ea47a2610bb2224dc8da909ffc8afc71bd0f40a5	0.49
https://stedtdb.johnblowe.com/etymon/2638	200	17252	1a0c1c059637b057aca15acc4b59a979cee6fda256cc1031f38cb3a07899c729	0.56
https://stedtdb.johnblowe.com/etymon/2658	200	320521	1c7ad25d342fa41e4788dbc28f1f7f8c0d98f817bbb22d03b18b10ce06bb603f	0.92
https://stedtdb.johnblowe.com/etymon/2666	200	140863	e8948c764e478d05f75b5535659b80fd4100f89955ce044c0f64fd230f67c587	0.74
https://stedtdb.johnblowe.com/etymon/2670	200	82303	0733c0a2c314678e6e3788d36ee0ad6d7d17a183b78ec748442517e5dc5a8aea	0.66
https://stedtdb.johnblowe.com/etymon/2671	200	17679	c6a964ae4b364c9b3f7c868fcdd55f46b2a84a72247e354df626b85e232152fe	0.57
https://stedtdb.johnblowe.com/etymon/2692	200	40140	e9598dd5414f8ac42c0abbe436b85903750b4bdd3a85a7ca9df7cc386717ed62	0.56
https://stedtdb.johnblowe.com/etymon/2722	200	22610	83c111b20a5f28a38e6a01a7ba355d6c85e90ea0208ef98b3518b1cf98ba8f9a	0.56
https://stedtdb.johnblowe.com/etymon/2741	200	29519	6a5ff4bc7a490ba96a0c98c5de575898912eed41a1ae9421ef74cddba7f27f0f	0.57
https://stedtdb.johnblowe.com/etymon/2748	200	186913	b1ba18eee7cf520df2163eaf0cbe438c7e72438e5de5ba850ee11915a9be1c80	0.80
https://stedtdb.johnblowe.com/etymon/2780	200	14769	095fcf64bdd0a3bc409df9ce4abd6ebff76d52e79c3f29bf1584bd5b4b449440	0.48
https://stedtdb.johnblowe.com/etymon/2791	200	12925	809c7132bd7c5d7bd8091c34adae5befc69e6a59f6920d5b97585f8ebcfd2eee	0.48
https://stedtdb.johnblowe.com/etymon/2798	200	15056	23ac745cff1af17e18b72f6136c71aeaf0ba5240b370e577ca579f164d8cf27c	0.46
https://stedtdb.johnblowe.com/etymon/3288	200	11926	4e10fdba8029c018d56b0ef1e2a032eafd624b763a7dde3194c7cdfc0c0ce64f	0.45
https://stedtdb.johnblowe.com/etymon/3300	200	10738	79832adbe19b5d00db4dfbdd4b7212dad7f46d658d614e9fd66dceaf47700f90	0.47
https://stedtdb.johnblowe.com/etymon/3328	200	15423	8f49366b9f0b4dd84b23de6c9c6c106320b3b02279f95d9d404d82b382cda8eb	0.56
