rn	type	text
505475	T	<par>Mainwaring&apos;s 1898 dictionary of Lepcha has <latinform>să-ŋun</latinform>. Plaisier (2007) notes a tendency for the contrast between <latinform>ŋ</latinform> and <latinform>n</latinform> to be neutralized in syllable-final position.</par>
505505	I	<par>Possible loan from Tibetan, cf. Written Tibetan spreɦu.</par>
