rn	type	text
31008	I	<par>Check discussion in Luce article.</par>
31012	T	<par>GSR 294b.</par>
31026	T	<par>WT <latinform>mar</latinform> &apos;butter&apos;, loan from Indo-Aryan <emph>marśa-</emph> &apos;rubbing&apos; (cf. Turner #9896, p. 569). This word spread from Tibetan into other TB languages’ words for oil, etc.</par>
31044	T	<par>The credit for recognizing the cognacy of this Chinese word with forms in Tibetan belongs to G.H. Luce (1981). See Matisoff 1983 #52. The labial initial is paralleled in WT <latinform>sbrum-pa</latinform> &apos;pregnant&apos;.</par>
31058	I	<par>Luquan form given as <latinform>ṇ̃a¹¹</latinform> in LTSR.</par>
31126	I	<par>distinguishable from PERSON?</par>
31193	I	<par>&lt;<reconstruction>*nat</reconstruction>?</par>
31234	I	<par>Insert discussion from TIL.</par>
31257	I	<par>Check source--<latinform>⪤</latinform> to be disavowed!</par>
146341	T	<par>This word is evidently a loan from Burmese, since PTB <latinform>*-k</latinform> regularly became <latinform>-ʔ</latinform> in Jingpho. The other element in this elaborate expression, however, is from Shan (cf. Siamese <latinform>jâak</latinform>).</par>
