rn	lgid	language	reflex	originalreflex	gloss	originalgloss	gfn	semkey	srcid	src_set_rn	status	analysis
166460	413	Bwe	á-tha	á-tha	open the mouth wide	open the mouth wide	v.	6.2.2.6.1		0		
166461	413	Bwe	-áʃɔ	-áʃɔ	chest	chest	n	1.4.4.3		0		
166462	413	Bwe	aʃʋ	aʃʋ	mouth at something	mouth at something	v.	1.3.1		0		
166463	413	Bwe	bagɔ̀	bagɔ̀	have a patch of colour	have a patch of colour	v.	8.2		0		
166464	413	Bwe	bɪ̀θɛ	bɪ̀θɛ	necklace	necklace	n	5.11.8.3		0		
166465	413	Bwe	bɪ̀θɛ	bɪ̀θɛ	bead	bead	n	5.11.8.3		0		
166466	413	Bwe	blɛ	blɛ	breadth of the hand	breadth of the hand	q	9.2.7		0		
166467	413	Bwe	blɛ	blɛ	measure in spans	measure in spans	v.	9.8		0		
166468	413	Bwe	-blɪ̀	-blɪ̀	tongue	tongue	n	1.3.3		0		621
166469	413	Bwe	-blɔ̀	-blɔ̀	tusk (of elephant), ivory	tusk (of elephant), ivory	n	1.3.4.1		0		1728
166470	413	Bwe	-blʋ	-blʋ	backbone / spine	backbone / spine	n	1.4.8.2		0		209
166471	413	Bwe	-bòkhó	-bòkhó	male person, man, husband	male person, man, husband	n	1.9.6.1		0	z	
166472	413	Bwe	-bòmú	-bòmú	female person, woman, wife	female person, woman, wife	n	1.9.3		0		
166473	413	Bwe	-bule	-bule	sore, sore place, wound	sore, sore place, wound	n	1.1.5.1		0		
166474	413	Bwe	-bule=buklɛ	-bule=buklɛ	wounds, sores	wounds, sores	n	1.8.6.2		0		
166475	413	Bwe	bʋ (í)	bʋ (í)	hold in the mouth	hold in the mouth	v.	1.3.4.4		0		
166476	413	Bwe	bwɛ	bwɛ	clf. for persons	clf. for persons	q	10.1.3		0		
166477	413	Bwe	-bwɪ̀	-bwɪ̀	bowels, intestines	bowels, intestines	n	1.7.7		0		2112
166478	413	Bwe	bəya	bəya	person, man, people, somebody	person, man, people, somebody	n	4.5		0		
166479	413	Bwe	bəyàchí	bəyàchí	spittle	spittle	n	1.2.6		0		
166480	413	Bwe	ɓame	ɓame	suffer from painful disease	suffer from painful disease	v.	1.1.5.1		0		
166481	413	Bwe	ɓɛ	ɓɛ	dripping	dripping	n	6.6		0		
166482	413	Bwe	ɓo í	ɓo í	tend, rear	tend, rear	v.	8.2		0		
166483	413	Bwe	-ɓɔ	-ɓɔ	cheek	cheek	n	1.2.5.2		0		268
166484	413	Bwe	ɓʋ	ɓʋ	fat	fat	be v.	1.6.4		0		
166485	413	Bwe	ce	ce	feel a sharp pain in head	feel a sharp pain in head	v.	8.4		0		
166486	413	Bwe	cɛ	cɛ	measure	measure	q	9.8		0		
166487	413	Bwe	-co	-co	corpse, dead body	corpse, dead body	n	1.1.6.1		0		
166488	413	Bwe	-cɔ́	-cɔ́	personality, spiritual power,	personality, spiritual power,	n	1.10		0		e
166489	413	Bwe	-cɔ́=θəlɛ́	-cɔ́=θəlɛ́	personality, spiritual power	personality, spiritual power	n	1.10		0		
166490	413	Bwe	*cɔ	*cɔ	form of address	form of address		9.7.1		0		
166491	413	Bwe	-cu	-cu	arm, hand	arm, hand	n	1.5.1.2		0		
166492	413	Bwe	cu də-thwɛ	cu də-thwɛ	right hand	right hand		1.5.3.2		0		
166493	413	Bwe	-cu đé-θɛ	-cu đé-θɛ	fleshy part of the forearm	fleshy part of the forearm	n	1.6.4		0		
166494	413	Bwe	-cu ɪ́θa	-cu ɪ́θa	palm of the hand	palm of the hand	n	1.5.5		0		
166495	413	Bwe	-cu=kha	-cu=kha	hands and feet, arms and legs	hands and feet, arms and legs	n	10.1.2.1		0		
166496	413	Bwe	-cu jɛ-la=kha jɛ-la	-cu jɛ-la=kha jɛ-la	grow feeble, infirm	grow feeble, infirm	v.	9.7.2		0		
166497	413	Bwe	-cu-khí=kha-khí	-cu-khí=kha-khí	tip of the finger or toe	tip of the finger or toe	n	1.5.6		0		
166498	413	Bwe	-cu-khɔ	-cu-khɔ	arm, hand	arm, hand	n	1.5.1.2		0		
166499	413	Bwe	-cu-le	-cu-le	fingerprint, handwriting	fingerprint, handwriting	n	1.5.6.1		0		
166500	413	Bwe	-cu-ləbɔ	-cu-ləbɔ	forearm	forearm	n	1.5.1.2.2		0		
166501	413	Bwe	-cu-ləmè	-cu-ləmè	elbow	elbow	n	1.5.8.3		0		
166502	413	Bwe	-cu-mu	-cu-mu	thumb	thumb	n	1.5.6.1		0		
166503	413	Bwe	-cu-ʃɛká	-cu-ʃɛká	little finger	little finger	n	9.7.2		0		
166504	413	Bwe	-cu tə-cɪ	-cu tə-cɪ	left hand	left hand		1.5.3.2		0		m,m,5624
166505	413	Bwe	-cu-yʋ̀	-cu-yʋ̀	index finger, finger	index finger, finger	n	1.5.6		0		
166506	413	Bwe	-cu-θə́mi	-cu-θə́mi	fingernail	fingernail	n	1.5.10.1		0		
166507	413	Bwe	cəklɛ́	cəklɛ́	mix with the hand	mix with the hand	v.	6.13.4		0		
166508	413	Bwe	cəklʋ́	cəklʋ́	crawl on the belly	crawl on the belly	v.	6.7.9		0		
166509	413	Bwe	cəwɪ́	cəwɪ́	poke with the finger, gouge	poke with the finger, gouge	v.	8.4		0		
166510	413	Bwe	-dɔ	-dɔ	parting (of the hair)	parting (of the hair)	n	6.10.2		0		
166511	413	Bwe	dɔ	dɔ	butt, strike with the head	butt, strike with the head	v.	1.4.10		0		
166512	413	Bwe	dra	dra	see clearly	see clearly	v.	1.2.6.10		0		
166513	413	Bwe	dɛ-thú də́ne	dɛ-thú də́ne	whole lifetime	whole lifetime	n	7.1.6.2		0		
166514	413	Bwe	dədá	dədá	stretch out, extend	stretch out, extend	v.	9.5		0		
166515	413	Bwe	dədá cu=dədá kha	dədá cu=dədá kha	stretch the limbs	stretch the limbs	v.	9.5		0		
166516	413	Bwe	kha dəjoká	kha dəjoká	heel	heel	n	1.5.2.1		0		
166517	413	Bwe	dəjɔ̀-la ə-kha	dəjɔ̀-la ə-kha	kneel down	kneel down	v.	1.5.8.4.1		0		
166518	413	Bwe	θa-də◦nɛ́	θa-də◦nɛ́	chest	chest	n	1.4.4.3		0		32,p,556
166519	413	Bwe	dənó-la	dənó-la	kneel down	kneel down	v.	1.5.8.4.1		0		
166521	413	Bwe	đákhlɛ	đákhlɛ	click the tongue	click the tongue	v.	9.3		0		
166522	413	Bwe	đé	đé	high-pitched (of voice)	high-pitched (of  voice)	be v.	7.1.5.3		0		
166523	413	Bwe	-đe	-đe	appendage such as wing or fin	appendage such as wing or fin	n	1.5.3.1		0		773
166524	413	Bwe	(-)đe klé	(-)đe klé	wing, feather	wing, feather	n	1.5.1.3		0		773,m
166525	413	Bwe	-đe wà	-đe wà	fin	fin	n	1.5.1.3.1		0		
166526	413	Bwe	-đɛ	-đɛ	daughter-in-law	daughter-in-law	n	4.7.4		0		
166527	413	Bwe	đi	đi	egg; testicle	egg; testicle	n			0		300
166528	413	Bwe	đi	đi	lay an egg	lay an egg	v.	6.17		0		300
166529	413	Bwe	-đɪ́	-đɪ́	umbilical cord	umbilical cord	n			0		
166530	413	Bwe	-đɪ́◦mʋ́	-đɪ́◦mʋ́	navel	navel	n	1.9.4		0		519,m
166531	413	Bwe	đoku	đoku	hunchbacked	hunchbacked	be v.	1.4.8.4		0		
166532	413	Bwe	đoku đoka	đoku đoka	hunchbacked	hunchbacked	be v.	1.4.8.4		0		
166534	413	Bwe	đᴜ	đᴜ	touch with tip of finger	touch with tip of finger	v.	10.1.1		0		
166535	413	Bwe	đᴜ a ɪθɛ	đᴜ a ɪθɛ	eat salt by picking it up	eat salt by picking it up	v.	1.5.3.2		0		
166536	413	Bwe	đᴜ θí wɛ	đᴜ θí wɛ	kill a bug by crushing	kill a bug by crushing	v.	6.4		0		m,27,m
166537	413	Bwe	dələkló	dələkló	naked	naked	a	1.1.1		0		
166538	413	Bwe	glɔ̀	glɔ̀	track made by wild animals	track made by wild animals	n	6.2.2.2		0		
166539	413	Bwe	bəne ə-glɔ̀	bəne ə-glɔ̀	buffalo track	buffalo track		2.1.2		0		
166540	413	Bwe	chí glɔ̀	chí glɔ̀	water channel, canal	water channel, canal		3.2.3		0		
166541	413	Bwe	gɔ̀	gɔ̀	neck, throat	neck, throat	n	1.4.2		0		486
166542	413	Bwe	gɔ̀ ɓɔ́	gɔ̀ ɓɔ́	whole of the throat	whole of the throat	n	7.1.6.2		0		486,m
166544	413	Bwe	gɔ̀ θəwá	gɔ̀ θəwá	dewlap	dewlap	n	1.4.2		0		
166545	413	Bwe	gɔ̀ θɛ	gɔ̀ θɛ	have goitre	have goitre	v.	8.2		0		
166546	413	Bwe	kha đé gɔ̀	kha đé gɔ̀	narrow part of the leg	narrow part of the leg	n	9.7.2		0		336,m,m
166547	413	Bwe	gwɛ	gwɛ	buffalo horn	buffalo horn	n	2.1.2		0		
166548	413	Bwe	-gəbɛ	-gəbɛ	side (of humans or animals)	side (of humans or animals)	n	1.4.5		0		
166549	413	Bwe	gəbɪ̀	gəbɪ̀	garrulous, wordy	garrulous, wordy	be v.	8.5.10.2		0		
166550	413	Bwe	-gəlɛ	-gəlɛ	soul, spirit	soul, spirit	n	1.10		0		
166551	413	Bwe	la gəlɛ̀	la gəlɛ̀	fluent of speech	fluent of speech	be v.	8.5.10.1		0		m,2425
166552	413	Bwe	-gəma	-gəma	spleen	spleen	n	1.7.4		0		7475
166553	413	Bwe	-gə̀phú	-gə̀phú	belly, stomach	belly, stomach	n	1.4.7		0		
166554	413	Bwe	-gəthá	-gəthá	gizzard	gizzard	n	1.7.6.1		0		
166555	413	Bwe	háđe	háđe	portion of meat	portion of meat	n	6.10.2		0		
166556	413	Bwe	hɪ́	hɪ́	blow out through the nose	blow out through the nose	v.	1.3.1.4		0		
166557	413	Bwe	hɪ	hɪ	flesh, meat	flesh, meat	n	1.1.1.1		0		
166558	413	Bwe	bəne hɪ	bəne hɪ	buffalo meat	buffalo meat		2.1.2		0		
166559	413	Bwe	bəne ə-hɪ	bəne ə-hɪ	buffalo meat	buffalo meat		2.1.2		0		
166560	413	Bwe	hó	hó	embrace	embrace	v.	8.4		0		
166561	413	Bwe	ə-hɔ́-bú	ə-hɔ́-bú	inside of the month [sic]	inside of the month [sic]		9.2.5		0		
166562	413	Bwe	hɔ	hɔ	two palmfuls	two palmfuls	q	9.9		0		
166563	413	Bwe	chí də-hɔ	chí də-hɔ	cupped palmful of water	cupped palmful of water		5.1		0		
166564	413	Bwe	hɔ	hɔ	scoop up with cupped hands	scoop up with cupped hands	v.	6.11		0		
166565	413	Bwe	hú-gəlɛ	hú-gəlɛ	spirit or soul	spirit or soul	n	5.8.1.1		0		
166566	413	Bwe	-húlɛ̀	-húlɛ̀	bosom	bosom	n	1.4.4.2		0		
166567	413	Bwe	nò í	nò í	brains	brains	n	1.2.4		0		
166568	413	Bwe	i	i	soft centre	soft centre	n	7.1.4.2		0		
166569	413	Bwe	ɪ́-tha	ɪ́-tha	show one's teeth	show one's teeth	v.	6.2.2.8		0		
166570	413	Bwe	-ɪ́θa	-ɪ́θa	palm, sole	palm, sole	n	1.5.5		0		
166571	413	Bwe	cu-ɪ́θa	cu-ɪ́θa	palm of the hand	palm of the hand		1.5.5		0		
166572	413	Bwe	kha-ɪ́θa	kha-ɪ́θa	sole of the foot	sole of the foot		1.5.5		0		336,m
166573	413	Bwe	ɪ́wà	ɪ́wà	o	o	v			0		
166574	413	Bwe	ɪ	ɪ	excretion, excrement, faeces	excretion, excrement, faeces	n	1.8.5		0		576
166575	413	Bwe	ɪ bà	ɪ bà	have loose motions	have loose motions	v.	8.2		0		
166576	413	Bwe	ɪ ʃɛ́	ɪ ʃɛ́	pass a motion	pass a motion	v.	6.7.10		0		
166577	413	Bwe	gᴜ̀ ɪ	gᴜ̀ ɪ	lac	lac	n	2.2.6		0		
166578	413	Bwe	jᴜ̀ ɪ	jᴜ̀ ɪ	lac	lac	n	2.2.6		0		
166579	413	Bwe	ɪ	ɪ	congested	congested	be v.	9.6.2.1		0		
166580	413	Bwe	ɪ-tha	ɪ-tha	have difficulty	have difficulty	v.	8.2		0		
166582	413	Bwe	ja	ja	hold in the arms	hold in the arms	v.	6.16		0		
166583	413	Bwe	je	je	hurt	hurt	v.	1.1.5.1		0		
166584	413	Bwe	-ká	-ká	hind part, lower part, behind	hind part, lower part, behind	n	6.10.2		0		
166585	413	Bwe	-ká kwa	-ká kwa	fork between the thighs, crotch	fork between the thighs,crotch	n	1.4.9.1		0		
166586	413	Bwe	ə-ká la	ə-ká la	have loose bowels	have loose bowels	v.	8.2		0		
