rn	lgid	language	reflex	originalreflex	gloss	originalgloss	gfn	semkey	srcid	src_set_rn	status	analysis
441354	1876	Lai (Hakha)	buan²²	buan²²	bubbling, frothing (of liquids, rivers, waves)	bubbling, frothing (of liquids, rivers, waves)	n.	3.2.3		0		
441355	1876	Lai (Hakha)	tiː let	tiː let	wave (in any large body of water)	wave (in any large body of water)	n.	10.1.1		0		
441356	1876	Lai (Hakha)	let	let	flip (cf. wave); to translate	to flip (cf. wave); to translate	vi, vt.	6.7.9		0		
