rn	lgid	language	reflex	originalreflex	gloss	originalgloss	gfn	semkey	srcid	src_set_rn	status	analysis
453453	1967	Tujia (Northern)	bong³long³	bong³long³	sound of thunder (onom.)	sound of thunder (onom.)	onom.	9.3	1.1	0		o
453454	1967	Tujia (Northern)	bu¹li¹	bu¹li¹	frost	frost		3.2.1	1.1	0		
453455	1967	Tujia (Northern)	ce³lu¹ga¹	ce³lu¹ga¹	ice	ice		3.2.3	1.1	0		
453456	1967	Tujia (Northern)	ci³	ci³	shine (of the sun)	to shine (of the sun)	v	1.1.2.1	1.1	0		
453457	1967	Tujia (Northern)	la³ye²	la³ye²	night	night		9.1.4	1.1	0		
453458	1967	Tujia (Northern)	la³ye²hu³	la³ye²hu³	dusk	dusk		9.1.4	1.1	0		
453459	1967	Tujia (Northern)	lao³ci³	lao³ci³	sun	sun		3.2.10	1.1	0		
453460	1967	Tujia (Northern)	lao³	lao³	sun	sun		3.2.10	1.1	0		
453461	1967	Tujia (Northern)	lao³tai²	lao³tai²	cloudy	to be cloudy	be v.	3.2.2	1.1	0		
453462	1967	Tujia (Northern)	leng²bang¹	leng²bang¹	block of ice	block of ice		6.2	1.1	0		
453463	1967	Tujia (Northern)	leng²sai¹	leng²sai¹	hail	hail		3.2.1	1.1	0		
453464	1967	Tujia (Northern)	me²	me²	sky	sky		3.2.2	1.1	0		2473
453465	1967	Tujia (Northern)	me²ca²	me²ca²	sunny day	sunny day		3.2.10	1.1	0		
453466	1967	Tujia (Northern)	me²ga³	me²ga³	dry, have a drought	to be dry, have a drought	be v.	6.6	1.1	0		
453467	1967	Tujia (Northern)	me²ga³ha²	me²ga³ha²	in the sky	in the sky		10.1.1	1.1	0		2473
453468	1967	Tujia (Northern)	me²ha³	me²ha³	thunder	thunder (v.)	v.	3.2.1	1.1	0		2473
453469	1967	Tujia (Northern)	me²la¹ong³	me²la¹ong³	clouds	clouds		3.2.1	1.1	0		
453470	1967	Tujia (Northern)	me²la²bian¹	me²la²bian¹	distant horizon	distant horizon		9.2.7	1.1	0		
453471	1967	Tujia (Northern)	me²lu¹	me²lu¹	shade	shade		3.2.10	1.1	0		
453472	1967	Tujia (Northern)	me²ong³	me²ong³	thunder	to thunder	v	3.2.1	1.1	0		2473
453473	1967	Tujia (Northern)	me²su³	me²su³	dawn	dawn (v.)	v.	9.1.4	1.1	0		2473,m
453474	1967	Tujia (Northern)	me²ta¹ce³	me²ta¹ce³	thunder	thunder		3.2.1	1.1	0		2473
453475	1967	Tujia (Northern)	me²yi²la¹bie⁴	me²yi²la¹bie⁴	flash (of lightning)	to flash (of lightning)	v	3.2.12.2	1.1	0		
453476	1967	Tujia (Northern)	me²ze³	me²ze³	rain	to rain	v	3.2.1	1.1	0		2473
453477	1967	Tujia (Northern)	me²ze³bi²kui¹	me²ze³bi²kui¹	drizzle	drizzle		3.2.3	1.1	0		
453478	1967	Tujia (Northern)	me²ze³ci¹ba¹	me²ze³ci¹ba¹	downpour, heavy rain	downpour, heavy rain		9.6.2	1.1	0		2473
453479	1967	Tujia (Northern)	me²ze³nie⁴	me²ze³nie⁴	rainy day	rainy day		3.2.1	1.1	0		
453480	1967	Tujia (Northern)	re²	re²	wind	wind		3.2.1	1.1	0		
453481	1967	Tujia (Northern)	re²su⁴	re²su⁴	blow (of wind)	to blow (of wind)	v	1.3.1.4	1.1	0		m,67
453482	1967	Tujia (Northern)	re²su⁴bi²	re²su⁴bi²	breeze, light wind	breeze, light wind		3.2.1	1.1	0		
453483	1967	Tujia (Northern)	re²su⁴dao²	re²su⁴dao²	drop (of wind)	to drop (of wind)	v	6.16	1.1	0		
453484	1967	Tujia (Northern)	re²tie²ba¹su⁴	re²tie²ba¹su⁴	blow a gale	to blow a gale	v	1.3.1.4	1.1	0		m,m,m,67
453485	1967	Tujia (Northern)	sa⁴	sa⁴	cold	to be cold	be v.	7.1.2.3	1.1	0		
453486	1967	Tujia (Northern)	su²su¹	su²su¹	snow	snow		3.2.1	1.1	0		
453487	1967	Tujia (Northern)	su²su¹zi²	su²su¹zi²	snow	to snow	v	3.2.1	1.1	0		
453488	1967	Tujia (Northern)	su³su³	su³su³	moon	moon		3.2.2	1.1	0		
453489	1967	Tujia (Northern)	suo¹ce³	suo¹ce³	dew	dew			1.1	0		
453490	1967	Tujia (Northern)	suo¹ce³zi²	suo¹ce³zi²	bedew	to bedew	v		1.1	0		
453491	1967	Tujia (Northern)	suo¹pe³	suo¹pe³	fog	fog		3.2.1	1.1	0		
453492	1967	Tujia (Northern)	suo¹pe³zi²	suo¹pe³zi²	become foggy	to become foggy	v	9.5	1.1	0		
453493	1967	Tujia (Northern)	wo²	wo²	overcast	to be overcast	be v.	3.2.2	1.1	0		
453494	1967	Tujia (Northern)	xi⁴bu²li¹	xi⁴bu²li¹	star	star		3.2.2	1.1	0		
