rn	lgid	language	reflex	originalreflex	gloss	originalgloss	gfn	semkey	srcid	src_set_rn	status	analysis
503000	1987	Deori/Deuri	ã	ã	I	I		4.1		0		2530
503001	1987	Deori/Deuri	abeliya	abeliya	afternoon [As.]	afternoon [As.]		9.1.4		0		
503002	1987	Deori/Deuri	abuga-i	abuga-i	quick	quick		9.6.1.1		0		
503003	1987	Deori/Deuri	acedu-ri	acedu-ri	kick with a foot	kick with a foot		6.2.2.3.3		0		
503004	1987	Deori/Deuri	aco ta	aco ta	creeper with a ta root	a creeper with a ta root	n	3.1.7		0		
503005	1987	Deori/Deuri	acõ²	acõ² 	home [see ya]	home [see ya]		5.11.9.6		0		
503006	1987	Deori/Deuri	acu-gu-ri	acu-gu-ri	reach smthg in front	reach smthg in front		6.21		0		
503007	1987	Deori/Deuri	acu-ri	acu-ri	try to reach in front	try to reach in front		10.1.1		0		
503008	1987	Deori/Deuri	adiri	adiri	mud	mud		3.2.11		0		
503009	1987	Deori/Deuri	adiri loda	adiri loda	lump of mud [As.]	lump of mud [As.]		9.7.1		0		
503010	1987	Deori/Deuri	adugo	adugo	ground level courtyard	ground level courtyard		3.2.11		0		
503011	1987	Deori/Deuri	afu	afu	knee	knee		1.5.8.4		0		
503012	1987	Deori/Deuri	agũ gila	agũ gila	knee cap [As. ghilā]	knee cap [As. ghilā]		1.5.8.4		0		m,bAssamese
503013	1987	Deori/Deuri	agojũ-nĩ	agojũ-nĩ	pray (joined hands and knee) [see agũ] [agojũ-nĩ, agũjũ-nĩ]	pray (joined hands and knee) [see agũ] [agojũ-nĩ, agũjũ-nĩ]		5.8.3.1		0		
503014	1987	Deori/Deuri	airi-yo	airi-yo	one of the 12 clans	one of the 12 clans		9.9		0		
503015	1987	Deori/Deuri	aje	aje	urine	urine		1.8.4		0		
503016	1987	Deori/Deuri	aje-ri	aje-ri	piss	piss		1.8.4		0		
503017	1987	Deori/Deuri	aji	aji	husband of daughter	husband of daughter		4.7.4		0		
503018	1987	Deori/Deuri	aka nõ-nĩ	aka nõ-nĩ	hope [As. āśā (n.)]	hope [As. āśā (n.)]	v.	8.3.1.7.1		0		
503019	1987	Deori/Deuri	akoy	akoy	?	?				0		
503020	1987	Deori/Deuri	akũ²	akũ²	emerging place (spot above water)	emerging place (spot above water)		9.2.1		0		
503021	1987	Deori/Deuri	akumõ	akumõ	space under the house	space under the house		9.2.7		0		
503022	1987	Deori/Deuri	al	al	spur, rear toe of cocks [As.]	spur, rear toe of cocks [As.]		5.14		0		
503023	1987	Deori/Deuri	am-citi	am-citi	mango [As. ām (see citi)]	mango [As. ām (see citi)]		10.0		0		
503024	1987	Deori/Deuri	amiri	amiri	forest, jungle	forest, jungle		3.2.5		0		
503025	1987	Deori/Deuri	amiri nohoru	amiri nohoru	wild garlic [As. noharu]	a wild garlic [As. noharu]	n	3.2.5		0		bAssamese
503026	1987	Deori/Deuri	amoro	amoro	husband of younger sister	husband of younger sister		4.7.4		0		
503027	1987	Deori/Deuri	amotu	amotu	heart	heart		1.7.1		0		
503028	1987	Deori/Deuri	am◦su	amsu	mat (on bed, cart)	mat (on bed, cart)		5.11.9.4		0		3532,m
503029	1987	Deori/Deuri	apa-giri	apa-giri	mountain [As. giri]	mountain [As. giri]		3.2.5		0		
503030	1987	Deori/Deuri	apa-kur	apa-kur	shoe	shoe		5.11.8.1		0		
503031	1987	Deori/Deuri	apa-su	apa-su	leg, foot	leg, foot		1.5.7		0		
503032	1987	Deori/Deuri	apa-su cika	apa-su cika	calf of leg	calf of leg		1.5.7		0		
503033	1987	Deori/Deuri	apa-su kiri-nom	apa-su kiri-nom	have a sprained ankle	have a sprained ankle		8.2		0		
503034	1987	Deori/Deuri	apa-ti	apa-ti	foot-track	foot-track		1.5.2		0		
503035	1987	Deori/Deuri	apa-ji	apa-ji	foot-track	foot-track		1.5.2		0		
503036	1987	Deori/Deuri	apdal nõ-no	apdal nõ-no	take care, look after [As. sāwadhān/habdhan]	take care, look after [As. sāwadhān/habdhan]		6.21		0		
503037	1987	Deori/Deuri	ape	ape	fan (for rice)	fan (for rice)	n.	5.4		0		
503038	1987	Deori/Deuri	are	are	and, again [see arke]	and, again [see arke]		10.1.2.1		0		
503039	1987	Deori/Deuri	are mo-ja	are mo-ja	one more time	one more time		9.9		0		
503040	1987	Deori/Deuri	arke	arke	and, again [see are]	and, again [see are]		10.1.2.1		0		
503041	1987	Deori/Deuri	arsiŋ	arsiŋ	mirror [As. ãciī]	mirror [As. ãciī]		5.11.8.3		0		bAssamese
503042	1987	Deori/Deuri	asi-pico	asi-pico	heaven, sky [see hati pico]	heaven, sky [see hati pico]		5.8.4		0		
503043	1987	Deori/Deuri	asiri-ni	asiri-ni	dive, go into water	dive, go into water		6.7.8		0		
503044	1987	Deori/Deuri	asõ	asõ	bamboo cleft for mat	bamboo cleft for mat		3.1.1		0		
503045	1987	Deori/Deuri	asugur	asugur	sand	sand		3.2.11		0		
503046	1987	Deori/Deuri	asuwã-nĩ	asuwã-nĩ	stretch one's legs for comfort	stretch one's legs for comfort		9.5		0		
503047	1987	Deori/Deuri	ata	ata	wheat	wheat		3.1.4		0		
503048	1987	Deori/Deuri	atã²	atã²	arrow, shaft	arrow, shaft		5.15		0		
503049	1987	Deori/Deuri	atã²	atã²	foot of tree	foot of tree		1.5.2		0		
503050	1987	Deori/Deuri	atã²-hõ	atã²-hõ	at the foot of; close to	at the foot of; close to		10.0		0		
503051	1987	Deori/Deuri	atay-ne	atay-ne	all [As. et_ãy]	all [As. et_ãy]		9.9		0		bAssamese,b
503052	1987	Deori/Deuri	atigu	atigu	village	village		5.8		0		
503053	1987	Deori/Deuri	atikumõ	atikumõ	foot-side of the house [see gumõ ču]	the foot-side of the house [see gumõ ču]	n	1.5.2		0		
503054	1987	Deori/Deuri	atiri	atiri	stone [see atiriŋ]	stone [see atiriŋ]		3.2.9		0		
503055	1987	Deori/Deuri	atiriŋ	atiriŋ	stone [see atiri]	stone [see atiri]		3.2.9		0		
503056	1987	Deori/Deuri	atiriŋ citi	atiriŋ citi	pebble, hailstone	pebble, hailstone		3.2.9		0		
503057	1987	Deori/Deuri	ayã	ayã	wife of son	wife of son		4.7.4		0		
503058	1987	Deori/Deuri	ba	ba	or [As. bā]	or [As. bā]		10.1.2.1		0		
503059	1987	Deori/Deuri	ba	ba	he, she, it, that [see la²]	he, she, it, that [see la²]		4.1		0		
