rn	lgid	language	reflex	originalreflex	gloss	originalgloss	gfn	semkey	srcid	src_set_rn	status	analysis
514671	1126	Mru	yāk	yāk	armpit	armpit		1.5.1.2.3		0		696
516198	1126	Mru	bong	bong	arm	arm		1.5.1.2		0		1327
