rn	lgid	language	reflex	originalreflex	gloss	originalgloss	gfn	semkey	srcid	src_set_rn	status	analysis
144781	893	Lepcha	tʻam tʻok	tʻam tʻok	copulate	copulate		1.9.1.1		0		
144782	893	Lepcha	tǎ-'ayǔ tʻok	tǎ-'ayǔ tʻok	copulate [vulg.]	copulate [vulg.]		1.9.1.1		0		
311438	893	Lepcha	t'ik-uṅ	t'ik-uṅ	sperma genitale; semen	sperma genitale; semen			151	0		641,m
311439	893	Lepcha	t'ik-ṅak	t'ik-ṅak	glans penis	glans penis			151	0		641,548
441350	893	Lepcha	nŭm-hón	nŭm-hón	wave (in water)	a wave (in water)	n	6.7.4	p.373	0		p,m
441425	893	Lepcha	c̀ʻo	c̀ʻo	harmonize; be congruous with	harmonize; be congruous with		5.1	92	0		3430
441426	893	Lepcha	c̀ʻo da	c̀ʻo da	lie together	lie together		8.5.10.4	92	0		3430,m
441427	893	Lepcha	c̀ʻom	c̀ʻom	have carnal connection with women	have carnal connection with women		8.2	92	0		3430
514674	893	Lepcha	pek	pek	forearm	forearm		1.5.1.2.2	220	0		705
514675	893	Lepcha	(a-)kă pek	(a-)kă pek	forearm	forearm		1.5.1.2.2	491	0		p,742,705
516205	893	Lepcha	hlap-pă	hlap-pă	flap (as wings)	flap (as wings)		6.7.9	381	0		2077,s
516216	893	Lepcha	ŋo-gon	ŋo-gon	fin of a fish	fin of a fish		1.5.1.3.1	58	0		1455,725
529277	893	Lepcha	să-ro		the long-haired goat of Tibet		n	10.0	400	0		34,6031
