rn	lgid	language	reflex	originalreflex	gloss	originalgloss	gfn	semkey	srcid	src_set_rn	status	analysis
142212	586	Gazhuo	ji³³	ji³³	he / she / it 3rd pers. pron.	he / she / it 3rd pers. pron.		4.1		0		
142214	586	Gazhuo	ɣɤ³¹	ɣɤ³¹	big	big		9.7.2		0		
142215	586	Gazhuo	kʰɔ³¹tɕi⁵⁵	kʰɔ³¹tɕi⁵⁵	bile	bile		1.7.3.1		0		229,227
142216	586	Gazhuo	na⁵³	na⁵³	black	black		9.4		0		2483
142217	586	Gazhuo	sɪ³¹	sɪ³¹	blood	blood		1.6.2		0		230
142218	586	Gazhuo	m⁵³	m⁵³	blow	blow		1.3.1.4		0		503
142219	586	Gazhuo	tsa³²³	tsa³²³	boiled rice	boiled rice		6.6		0		
142220	586	Gazhuo	ŋa⁵⁵	ŋa⁵⁵	borrow, lend	borrow, lend		6.22		0		2541
142221	586	Gazhuo	v	v	buy	buy		6.22		0		
142222	586	Gazhuo	ɕo³³	ɕo³³	clean	clean		6.2.2.5.2		0		
142223	586	Gazhuo	tʰo³³tsa²⁴	tʰo³³tsa²⁴	clothes, shirt	clothes, shirt		5.11.8.2.1		0		
142224	586	Gazhuo	tɕa⁵³	tɕa⁵³	cold	cold		7.1.2.3		0		
142225	586	Gazhuo	o³¹piɛ⁵⁵	o³¹piɛ⁵⁵	comb	comb		1.2.2.1		0		385,1220
142226	586	Gazhuo	li³²³	li³²³	come	come		6.7.1		0		3569
142227	586	Gazhuo	tsɪ⁵⁵	tsɪ⁵⁵	cough	cough		1.8.3.3		0		
142228	586	Gazhuo	kʰo⁵³	kʰo⁵³	crooked (road)	crooked (road)		9.7.2		0		
142229	586	Gazhuo	ŋ³²³	ŋ³²³	cry, weep	cry, weep		1.8.8.2		0		1104
142230	586	Gazhuo	so³⁵	so³⁵	cut, slice	cut, slice		6.9.3		0		
142231	586	Gazhuo	po³¹	po³¹	deaf (person)	deaf (person)		1.2.7.5		0		
142232	586	Gazhuo	kɤ³⁵	kɤ³⁵	dig	dig		6.11		0		
142233	586	Gazhuo	m³³	m³³	do, make	do, make		6.1.1.1		0		
142234	586	Gazhuo	to³²³	to³²³	drink	drink	v			0		502
142235	586	Gazhuo	fɤ³³	fɤ³³	dry	dry		6.6		0		3298
142236	586	Gazhuo	lɛ³⁵	lɛ³⁵	dry in sun	dry in sun	v	6.6		0		2420
142237	586	Gazhuo	tsa³¹	tsa³¹	eat	eat		1.5.3.2		0		36
142238	586	Gazhuo	lo⁵³	lo⁵³	enough	enough		1.1.3.2		0		
142239	586	Gazhuo	ȵa⁵³tsɛ²⁴	ȵa⁵³tsɛ²⁴	eye	eye		1.2.6		0		681,3559
142240	586	Gazhuo	la⁵³ŋ³⁵kɤ²⁴	la⁵³ŋ³⁵kɤ²⁴	finger	finger		1.5.6		0		
142241	586	Gazhuo	tsʰɪ³³pʰa⁵⁵	tsʰɪ³³pʰa⁵⁵	foot	foot		1.5.2		0		
142242	586	Gazhuo	xɤ³³	xɤ³³	four	four		9.9		0		2409
142243	586	Gazhuo	kɯ³¹	kɯ³¹	give	give		6.23		0		
142244	586	Gazhuo	ji³²³	ji³²³	go	go		6.7.2		0		
142245	586	Gazhuo	na²⁴	na²⁴	good	good		9.6.1.1		0		660
142246	586	Gazhuo	ji³¹tsʰɪ³³kʰv³³	ji³¹tsʰɪ³³kʰv³³	hair (on head)	hair (on head)		1.2.3		0		m,1232,372
