rn	lgid	language	reflex	originalreflex	gloss	originalgloss	gfn	semkey	srcid	src_set_rn	status	analysis
132259	1644	Yakha	dziu	dziu	body	body		1.1.1	1.1	0		15
132260	1644	Yakha	cuptaŋ dziu	cuptaŋ dziu	side (right)	side (right)		1.4.5	1.2	0		
132261	1644	Yakha	phɛksaŋ dziu	phɛksaŋ dziu	side (left)	side (left)		1.4.5	1.3	0		
132262	1644	Yakha	hek◦saŋ	hek◦saŋ	back	back		1.4.8	1.4	0	HIDE	DUPE IN SOURCE
132263	1644	Yakha	mi◦siŋ	mi◦siŋ	back	back		1.4.8	1.4	0	HIDE	DUPE IN SOURCE
132264	1644	Yakha	agaːdi	agaːdi	front	front		1.4.4	1.5	0		m
132265	1644	Yakha	dziu	dziu	torso / trunk	torso  /  trunk		1.5.3.2	1.6	0		b
132266	1644	Yakha	laːŋci nuŋ muːkci	laːŋci nuŋ muːkci	limbs / arms and legs	limbs  /  arms and legs		1.5.3.1	1.7	0		
132267	1644	Yakha	laŋ◦coŋ	laŋ◦coŋ	lap	lap		1.4.4.2	1.8	0		
132268	1644	Yakha	chaːti	chaːti	bosom	bosom		1.4.4.2	1.9	0		b
132269	1644	Yakha	kɔmbur	kɔmbur	groin / loins / hips	groin  /  loins  / hips		1.4.9	1.10	0		b
132270	1644	Yakha	saː	saː	flesh / meat	flesh  /  meat		1.1.1.1	1.11	0		34
132271	1644	Yakha	wə◦hiŋ◦glik	wə◦hiŋ◦glik	alive / be living	alive  /  be living		1.1.2.1	1.12	0		m,71,m
132272	1644	Yakha	si◦maː	si◦maː	die / be dead	die  /  be dead		1.1.6	1.13	0		27,s
132273	1644	Yakha	si◦ana yaʔmi	si◦ana yaʔmi	corpse / dead body	corpse  /  dead body		1.1.6.1	1.14	0		27,m,m
132274	1644	Yakha	si◦nu	si◦nu	carcass / dead animal	carcass  /  dead animal		1.1.6.1	1.15	0		27,m
132275	1644	Yakha	im◦maː	im◦maː	sleep /  be asleep	sleep  /   be asleep		1.1.4.1	1.16	0		127,s
132276	1644	Yakha	cem◦maː	cem◦maː	awake / be awake	awake  /  be awake		1.1.4	1.17	0		
132277	1644	Yakha	sem◦maŋ ma?◦maː	sem◦maŋ ma?◦maː	dream	dream (v.)	v	1.1.4.2	1.18	0		147,126,126,m
132278	1644	Yakha	tu◦khəruk	tu◦khəruk	head	head		1.2.1	2.1	0		1223,m
132279	1644	Yakha	taʔmaluːŋ	taʔmaluːŋ	top of head / crown / pate	top of head  /  crown  /  pate		1.2.1.2	2.2	0		
132280	1644	Yakha	picagaː taʔmaluŋ	picagaː taʔmaluŋ	fontanel (soft spots in baby s	fontanel (soft spots in baby s		1.2.1.3	2.3	0		m,m
132281	1644	Yakha	khappar	khappar	skull	skull		1.2.1.1	2.4	0		1241
132282	1644	Yakha	na◦gadziʔ◦wa	na◦gadziʔ◦wa	brain (= 9.1 )	brain (=  9.1  )		1.2.4	2.5	0		249,463,s
132283	1644	Yakha	natri	natri	sinus	sinus		1.2.8.1	2.6	0		
132284	1644	Yakha	tam◦phəwa	tam◦phəwa	hair of head	hair of head		1.2.3	2.7	0	HIDE	DUPE IN SOURCE
132285	1644	Yakha	wəha◦rik	wəha◦rik	scalp	scalp		1.2.1.5	2.8	0		589,782
132286	1644	Yakha	nam◦dzoŋ	nam◦dzoŋ	comb (of rooster)	comb (of rooster)		1.2.2.1	2.9	0		m,1471
132287	1644	Yakha	taŋ	taŋ	horn (of animal)	horn (of animal)		1.2.2	2.10	0		371
132288	1644	Yakha	taŋ◦gaː wəhak	taŋ◦gaː wəhak	antler (of deer)	antler (of deer)		1.2.2	2.11	0		371,m,2010
132289	1644	Yakha	naː cik	naː cik	face	face		1.2.5	3.1	0		1192,2034
132290	1644	Yakha	tuː◦aː	tuː◦aː	forehead / brow	forehead  /  brow		1.2.5.1	3.2	0		359,m
132291	1644	Yakha	cacigeʔ	cacigeʔ	temple	temple		1.2.5.1	3.3	0		
132292	1644	Yakha	miʔ	miʔ	eye	eye		1.2.6	3.4	0		682
132293	1644	Yakha	miʔ wə◦ha◦rik	miʔ wə◦ha◦rik	eyelid	eyelid		1.2.6.4	3.4.1	0		682,m,m,782
