rn	lgid	language	reflex	originalreflex	gloss	originalgloss	gfn	semkey	srcid	src_set_rn	status	analysis
114080	1567	Tibetan (Written)	snod	snod	vessel	vessel		5.1	319	0		471
114608	1566	Tibetan (Written/Western?)	hu	hu	breath / life	breath / life		1.1.2.2		0		67
144745	1567	Tibetan (Written)	'on-pa	'on-pa	deaf	deaf		1.2.7.5	p.624	0		1413,s
144748	1567	Tibetan (Written)	nyan-pa	nyan-pa	listen	listen		1.2.7.4	p.640	0		1410,s
148747	1567	Tibetan (Written)	gson-pa	gson-pa	live, be alive	live, be alive	v	1.1.2.1	591	0		77,s
148751	1567	Tibetan (Written)	bkrén-pa	bkrén-pa	poor, indigent, hungry	poor, indigent, hungry		9.6.2.2	p.15	0		106,s
148752	1567	Tibetan (Written)	bkrés-pa	bkrés-pa	hungry	hungry		1.1.3	p.15	0		106,s
148760	1567	Tibetan (Written)	ḥgrɑŋ-bɑ	ḥgraṅ-ba	satisfy with food; satiate	satisfy with food; satiate	v	8.3.1.1.3	p.98	0		114,s
148815	1567	Tibetan (Written)	ḥgum-pɑ	 ̥gum-pa	die; kill	die; kill		1.1.6	p.94	0		3300,s
148820	1552	Tibetan (Central)	s̀eg	s̀eg	strength, force	strength, force		1.1.5	p. 561	0	u	m
148826	1567	Tibetan (Written)	ḥtsho riŋ-du	ḥtsho riŋ-du	live a long time	live a long time		1.1.2.1	p.460	0		80,1011,m
148841	1567	Tibetan (Written)	khraŋ	khraŋ	hard, solid, compact	hard, solid, compact		9.6.2	p.55	0		1842
148842	1567	Tibetan (Written)	mkhraŋ-ba	mkhraŋ-ba	hard	hard		9.6.2	p.55	0		1842,s
148858	1567	Tibetan (Written)	nya-s̀a	nya-s̀a	flesh of fish	flesh of fish		1.1.1.1	p.184	0		1455,34
148860	1567	Tibetan (Written)	nya-sag	nya-sag	fish-scale	fish-scale		1.6.5.2	p.184	0		1455,1839
148861	1567	Tibetan (Written)	sag	sag	brawn, callosity; scale	brawn, callosity; scale		1.6.6.2	p.571	0		1839
150033	1567	Tibetan (Written)	ŋɑr	ṅar	forepart	forepart		1.4.4	126	0		2017
150034	1567	Tibetan (Written)	ŋɑr-gdoŋ	ṅar-gdoṅ	forepart, esp. of leg; shinbone; also perhaps knuckle	forepart,esp. of leg; shinbone; also perhaps knuckle		1.4.4	126	0		2017,m
150035	1567	Tibetan (Written)	lɑg-ŋɑr	lag-ṅar	forearm	forearm		1.5.1.2.2	126	0		m,2017
150036	1567	Tibetan (Written)	rkɑŋ-ŋɑr	rkaṅ-ṅar	lower part of leg	lower part of leg			126	0		336,2017
169233	1567	Tibetan (Written)	źur	źur	snout / muzzle / trunk	snout / muzzle / trunk		1.2.8	477	0		442,e?
169238	1567	Tibetan (Written)	mć'u-lto	mć'u-lto	beak / bill	beak / bill		1.3.1.2	165	0		442,2095
173017	1566	Tibetan (Written/Western?)	kʻur-tʻsog	kʻur-tʻsog	cheek	cheek	n	1.2.5.2	p. 42	0		m,2034
174672	1567	Tibetan (Written)	gnyid sad-pa	gnyid sad-pa	wake up	wake up	v	1.1.4		0		131,5769,s
174673	1567	Tibetan (Written)	sod-pa	sod-pa	wake up	wake up	v	1.1.4		0		5769,s
174674	1567	Tibetan (Written)	saŋ	saŋ	tomorrow	tomorrow		9.1.3	p. 571	0		144
174680	1567	Tibetan (Written)	lc̀e-rtsa	lc̀e-rtsa	tongue root	tongue root		1.3.3	p. 150	0		621,m
174681	1567	Tibetan (Written)	lc̀e-rtse	lc̀e-rtse	tongue tip	tongue tip	n	1.3.3	p. 150	0		621,2014
174701	1567	Tibetan (Written)	nyal-ba	nyal-ba	sleep	sleep	v	1.1.4.1		0		129,s
174702	1567	Tibetan (Written)	gzims-pa	gzims-pa	sleep (hon.)	sleep (hon.)	n	1.1.4.1		0		128,s
174703	1567	Tibetan (Written)	rmis-pa	rmis-pa	dream	dream	?	1.1.4.2		0		130,s
232723	1567	Tibetan (Written)	kɑ̄-kɑ	kɑ̄-kɑ	crow	crow		2.2.4.1		0		2279,m
232724	1567	Tibetan (Written)	kɑŋ-kɑ	kɑŋ-kɑ	heron	heron		2.2.4.1		0		
232725	1567	Tibetan (Written)	kɑ-rɑŋ-ḍɑ	kɑ-rɑŋ-ḍɑ	duck (sp.)	duck (sp.)		2.1.10		0		
232726	1567	Tibetan (Written)	kɑlɑ̄pin	kɑlɑ̄pin	peacock / Indian cuckoo	peacock / Indian cuckoo		2.2.4.1		0		
232727	1567	Tibetan (Written)	ku-hu	ku-hu	ring-dove	ring-dove		5.11.8.3		0		
232728	1567	Tibetan (Written)	kug-rtse	kug-rtse	cuckoo	cuckoo		2.2.4.1		0		
232729	1567	Tibetan (Written)	kum-bi-rɑ	kum-bi-rɑ	crocodile	crocodile		2.1.6		0		
232730	1567	Tibetan (Written)	kriṣ̆ŋɑ-sɑ̄-rɑ	kriṣ̆ŋɑ-sɑ̄-rɑ	antelope (spotted)	antelope (spotted)		2.2.2		0		
232731	1567	Tibetan (Written)	klu	klu	snake (hooded)	snake (hooded)		2.1.6		0		b
232732	1567	Tibetan (Written)	rkɑŋ-ḥgros	rkɑŋ-h̥gros	cattle (domestic, breeding)	cattle (domestic, breeding)		2.3		0		
232733	1567	Tibetan (Written)	rkɑŋ-brós	rkɑŋ-brós	cattle (domestic, breeding)	cattle (domestic, breeding)		2.3		0		
232734	1567	Tibetan (Written)	rkɑŋ-drúg-pɑ	rkɑŋ-drúg-pɑ	insect	insect		2.2.6		0		
232735	1567	Tibetan (Written)	rkɑŋ-drúg-ldan-pɑ	rkɑŋ-drúg-ldan-pɑ	insect	insect		2.2.6		0		
232736	1567	Tibetan (Written)	rkɑŋ-bz̀i-pɑ	rkɑŋ-bz̀i-pɑ	quadruped	quadruped		2.3		0		
232737	1567	Tibetan (Written)	skyɑ́-kɑ	skyɑ́-kɑ	magpie	magpie		2.2.4.1		0		
232738	1567	Tibetan (Written)	skyɑ́-gɑ	skyɑ́-gɑ	magpie	magpie		2.2.4.1		0		
232739	1567	Tibetan (Written)	skyɑ́r-po	skyɑ́r-po	snipe / wood-cock	snipe / wood-cock		2.2.4.1		0		m,1635
232740	1567	Tibetan (Written)	skyɑ́r-mo	skyɑ́r-mo	heron	heron		2.2.4.1		0		
232741	1567	Tibetan (Written)	skyɑr-léb	skyɑr-léb	spoonbill	spoonbill		2.2.4.1		0		
232742	1567	Tibetan (Written)	c̀ʻu-skyɑr	c̀ʻu-skyɑr	duck / bittern	duck / bittern		2.1.10		0		1631,m
232743	1567	Tibetan (Written)	skyiŋ-sér	skyiŋ-sér	eagle / vulture	eagle / vulture		2.2.4.1		0		
232744	1567	Tibetan (Written)	s◦kyin	s◦kyin	goat (wild mountain)	goat (wild mountain)		3.2.5		0		p,2306
232745	1567	Tibetan (Written)	skyin-gór	skyin-gór	lizard	lizard		2.1.6		0		
232746	1567	Tibetan (Written)	c̀ʻu-sky	c̀ʻu-sky	coot / water-hen	coot / water-hen		2.2.4.1		0		1631,m
232747	1567	Tibetan (Written)	ri-skyégs	ri-skyégs	grouse / heath-cock / large singin	grouse / heath-cock / large singin		2.2.5		0		
232748	1567	Tibetan (Written)	kʻɑ́-tɑ	kʻɑ́-tɑ	crow	crow		2.2.4.1		0		2279,m
232749	1567	Tibetan (Written)	byɑ-róg	byɑ-róg	raven	raven		2.2.4.1		0		
232751	1567	Tibetan (Written)	kʻɑ-tɑ	kʻɑ-tɑ	magpie	magpie		2.2.4.1		0		
232752	1567	Tibetan (Written)	kʻrɑ́-bo	kʻrɑ́-bo	magpie	magpie		2.2.4.1		0		
232753	1567	Tibetan (Written)	kʻɑ-z̀úr	kʻɑ-z̀úr	water-hen	water-hen		2.1.10		0		
232754	1567	Tibetan (Written)	kʻɑ́l-mɑ	kʻɑ́l-mɑ	beast of burden, sumptermule	beast of burden, sumptermule		2.3		0		201,s
232755	1567	Tibetan (Written)	kʻu-byúg	kʻu-byúg	cuckoo	cuckoo		2.2.4.1		0		
232756	1567	Tibetan (Written)	kʻu-gyúg	kʻu-gyúg	cuckoo	cuckoo		2.2.4.1		0		
232757	1567	Tibetan (Written)	yug	yug	cuckoo	cuckoo		2.2.4.1		0		
232758	1567	Tibetan (Written)	kʻúg-tɑ	kʻúg-tɑ	swallow	swallow	n	1.3.5.6		0		
232759	1567	Tibetan (Written)	kʻúg-rtɑ	rtɑ	swallow	swallow	n	1.3.5.6		0		
232760	1567	Tibetan (Written)	ɑ-li-kʻúg-tɑ	ɑ-li-kʻúg-tɑ	swallow	swallow	n	1.3.5.6		0		
232761	1567	Tibetan (Written)	kʻyi	kʻyi	dog	dog		2.1.11		0		1764
232762	1567	Tibetan (Written)	kʻyi-gu	kʻyi-gu	puppy	puppy		2.1.11		0		1764,m
232763	1567	Tibetan (Written)	kʻyi-spyɑ́ŋ	kʻyi-spyɑ́ŋ	jackal	jackal		2.1.11		0		1764,6051
232764	1567	Tibetan (Written)	kʻyi-rgɑ́◦n	kʻyi-rgɑ́n	dog (old)	dog (old)		2.1.11		0		1764,2228,s
232765	1567	Tibetan (Written)	kʻyi-pʻo	kʻyi-pʻo	dog (male)	dog (male)		2.1.11		0		1764,m
232766	1567	Tibetan (Written)	kʻyi-brú	kʻyi-brú	dog (vicious, biting)	dog (vicious, biting)		2.1.11		0		1764,m
232767	1567	Tibetan (Written)	kʻyi-mo	kʻyi-mo	dog (female)	dog (female)		2.1.11		0		1764,1620
232768	1567	Tibetan (Written)	kʻyi-smyón-pɑ	kʻyi-smyón-pɑ	dog (mad)	dog (mad)		2.1.11		0		1764,m,m
232769	1567	Tibetan (Written)	kʻyim-nyɑ	kʻyim-nyɑ	whale	whale		2.2.5		0		
232770	1567	Tibetan (Written)	kʻyu	kʻyu	flock / herd	flock / herd		2.2.4.1		0		
232771	1567	Tibetan (Written)	kʻyú-bo	kʻyú-bo	flock / herd	flock / herd		2.2.4.1		0		
232772	1567	Tibetan (Written)	kʻyú-mo	kʻyú-mo	flock / herd	flock / herd		2.2.4.1		0		
232773	1567	Tibetan (Written)	kʻyuŋ	kʻyuŋ	Garuda bird / a mythical bi	Garuda bird / a mythical bi		2.1.5		0		
232774	1567	Tibetan (Written)	kʻyuŋ-mo	kʻyuŋ-mo	Garuda bird / a mythical bi	Garuda bird / a mythical bi		2.1.5		0		
232775	1567	Tibetan (Written)	kʻyim byɑ	kʻyim byɑ	domestic fowl / cock / hen / poultry	domestic fowl / cock / hen / poultry		2.1.10		0		1612,2187
232776	1567	Tibetan (Written)	kʻrɑ	kʻrɑ	bird of prey (small) / sparrow-	bird of prey (small) / sparrow-		2.2.4		0		
232777	1567	Tibetan (Written)	byɑ-kʻrɑ́	byɑ-kʻrɑ́	eagles (sp.)	eagles (sp.)		2.2.4.1		0		
232778	1567	Tibetan (Written)	kʻrɑ-z̀úr	kʻrɑ-z̀úr	eagles (sp.)	eagles (sp.)		2.2.4.1		0		
232779	1567	Tibetan (Written)	kʻrɑg-c̀ʻɑgs-rtɑ́	kʻrɑg-c̀ʻɑgs-rtɑ́	horse ('bloodbred')	horse ('bloodbred')		2.1.7		0		231,m,5
232780	1567	Tibetan (Written)	kʻruŋ-kʻruŋ	kʻruŋ-kʻruŋ	crane	crane		2.2.4.1		0		
232781	1567	Tibetan (Written)	kʻrón-kyis rkó-bɑi sde	kʻrón-kyis rkó-bɑi sde	birds (gallinaceous)	birds (gallinaceous)		2.2.4		0		
232782	1567	Tibetan (Written)	mkʻɑ-ldiŋ	mkʻɑ-ldiŋ	Garuda / sky-soarer	Garuda / sky-soarer		2.1.5		0		
232783	1567	Tibetan (Written)	ḥkʻyɑ́m-kʻyi	h̥kʻyɑ́m-kʻyi	dog (vagrant)	dog (vagrant)		2.1.11		0		m,1764
232784	1567	Tibetan (Written)	gi-líŋ	gi-líŋ	horse (strong-bodied, durable)	horse (strong-bodied, durable)		9.6.1.1		0		
232785	1567	Tibetan (Written)	gi-lín	gi-lín	animal (fabulous)	animal (fabulous)		2.3		0		
232786	1567	Tibetan (Written)	gu-rug	gu-rug	colt or foal of an ass	colt or foal of an ass		2.1.7		0		
232787	1567	Tibetan (Written)	guŋ	guŋ	tiger ('broad-headed of	tiger ('broad-headed of		2.1.3		0		
232788	1567	Tibetan (Written)	gó-bo	gó-bo	eagle (large) / vulture (large)	eagle (large) / vulture (large)		2.2.4.1		0		
232789	1567	Tibetan (Written)	góŋ-mo	góŋ-mo	ptarmigan / white grouse	ptarmigan / white grouse		2.2.4.1		0		
232790	1567	Tibetan (Written)	goŋ-yɑg	goŋ-yɑg	wood-grouse / woodcock	wood-grouse / woodcock		3.1.2		0		
232791	1567	Tibetan (Written)	grúm-pɑ	grúm-pɑ	badger / burrowing animal	badger / burrowing animal		2.2.7		0		
232792	1567	Tibetan (Written)	grús-po	grús-po	yak two or three years old	yak two or three years old		9.9		0		
232793	1567	Tibetan (Written)	gré-mog-ḥbu	gré-mog-h̥bu	ant	ant		2.2.6		0		
232794	1567	Tibetan (Written)	gróg-mɑ	gróg-mɑ	ant	ant		2.2.6		0		2631,s
232795	1567	Tibetan (Written)	gróg-mo	gróg-mo	ant	ant		2.2.6		0		2631,s
232796	1567	Tibetan (Written)	glɑ́-bɑ	glɑ́-bɑ	musk-deer	musk-deer		1.5.3.2		0		1866,s
232797	1567	Tibetan (Written)	glɑ́-mo	glɑ́-mo	musk-deer (female)	musk-deer (female)		1.5.3.2		0		1866,1620
232798	1567	Tibetan (Written)	glɑ-ṗrúg	glɑ-ṗrúg	musk-deer (young)	musk-deer (young)		1.5.3.2		0		1866,m
232799	1567	Tibetan (Written)	glɑg	glɑg	eagle / vulture	eagle / vulture		2.2.4.1		0		2393
232800	1567	Tibetan (Written)	byɑ-glɑ́g	byɑ-glɑ́g	eagle / vulture	eagle / vulture		2.2.4.1		0		m,2393
232801	1567	Tibetan (Written)	glɑŋ	glɑŋ	ox / bullock / elephant	ox / bullock / elephant		2.1.2		0		3318
232802	1567	Tibetan (Written)	glɑŋ-to	glɑŋ-to	bison (Indian)	bison (Indian)		2.1.2		0		
232803	1567	Tibetan (Written)	glɑŋ-túg	glɑŋ-túg	bull	bull		2.1.2		0		3318,m
232804	1567	Tibetan (Written)	glɑŋ óg-c̀ɑn	glɑŋ óg-c̀ɑn	bull	bull		2.1.2		0		3318,m,m
232805	1567	Tibetan (Written)	glɑŋ-dór	glɑŋ-dór	bullocks (team of)	bullocks (team of)		2.1.2		0		
232806	1567	Tibetan (Written)	glɑŋ-po-c̀ʻé	glɑŋ-po-c̀ʻé	elephant	elephant		2.2.1		0		3318,m,m
232807	1567	Tibetan (Written)	glɑŋ-c̀ʻén	glɑŋ-c̀ʻén	elephant	elephant		2.2.1		0		3318,m
232808	1567	Tibetan (Written)	glɑŋ-mo	glɑŋ-mo	elephant (female)	elephant (female)		2.2.1		0		3318,1620
232809	1567	Tibetan (Written)	glɑŋ-pʻrúg	glɑŋ-pʻrúg	elephant (young of one)	elephant (young of one)		2.2.1		0		3318,m
232810	1567	Tibetan (Written)	glɑŋ-bu	glɑŋ-bu	bullock (young)	bullock (young)		2.1.2		0		3318,m
232811	1567	Tibetan (Written)	dgo-bɑ	dgo-bɑ	antelope living on high mounta	antelope living on high mounta		2.2.2		0		
232812	1567	Tibetan (Written)	mgo-ríl	mgo-ríl	cattle without horns	cattle without horns		2.1.2		0		
232813	1567	Tibetan (Written)	mc̀ʻóŋ-ḥgro	mc̀ʻóŋ-h̥gro	frog	frog		2.1.6.2		0		
232814	1567	Tibetan (Written)	nyɑ́l-ḥgro	nyɑ́l-h̥gro	worm	worm		2.2.6		0		
232816	1567	Tibetan (Written)	dúd-ḥgro	dúd-h̥gro	animal	animal		2.3		0		
232817	1567	Tibetan (Written)	ḥpʻur-gro	h̥pʻur-gro	bird	bird		2.2.4		0		
232818	1567	Tibetan (Written)	rgɑ-wɑŋ-kʻrɑ́d-kyi	rgɑ-wɑŋ-kʻrɑ́d-kyi	bat / flittermouse	bat / flittermouse		2.2.4.1		0		
232819	1567	Tibetan (Written)	rgɑg-c̀ig	rgɑg-c̀ig	lizard (large gray sp.)	lizard (large gray sp.)		2.1.6		0		
232820	1567	Tibetan (Written)	rgɑŋ	rgɑŋ	hedgehog / porcupine	hedgehog / porcupine		2.2.7		0		
232821	1567	Tibetan (Written)	ḥgɑŋ-ɣzér-mɑ	h̥gɑŋ-ɣzér-mɑ	hedgehog / porcupine	hedgehog / porcupine		2.2.7		0		
232822	1567	Tibetan (Written)	rgod	rgod	bird of prey	bird of prey		2.2.4		0		
232825	1567	Tibetan (Written)	ɣyɑg-rgód	ɣyɑg-rgód	yak (wild) / ox (wild)	yak (wild) / ox (wild)		2.1.2		0		6028,m
232826	1567	Tibetan (Written)	byɑ-rgód	byɑ-rgód	vulture / bird of prey	vulture / bird of prey		2.2.4.1		0		2187,m
232827	1567	Tibetan (Written)	byɑ-rgyɑ́l	byɑ-rgyɑ́l	vulture / bird of prey	vulture / bird of prey		2.2.4.1		0		2187,m
232828	1567	Tibetan (Written)	rgód-mɑ	rgód-mɑ	mare	mare		2.1.7		0		
232829	1567	Tibetan (Written)	rtɑ rgód-mɑ	rtɑ rgód-mɑ	mare	mare		2.1.7		0		5,m,m
232830	1567	Tibetan (Written)	rgod-skɑ́m-mɑ	rgod-skɑ́m-mɑ	mare (barren)	mare (barren)		2.1.7		0		
232831	1567	Tibetan (Written)	rgyɑ	rgyɑ	antelope (Saiga)	antelope (Saiga)		2.2.2		0		
232832	1567	Tibetan (Written)	rgyɑ́-rɑ	rgyɑ́-rɑ	antelope (Saiga)	antelope (Saiga)		2.2.2		0		
232833	1567	Tibetan (Written)	rgyɑ́-ru	rgyɑ́-ru	antelope (Saiga)	antelope (Saiga)		2.2.2		0		
232834	1567	Tibetan (Written)	rgyɑb-ríŋ	rgyɑb-ríŋ	serpent / snake	serpent / snake		2.1.6		0		m,6104
232835	1567	Tibetan (Written)	sgom-c̀ʻén	sgom-c̀ʻén	mouse (field)	mouse (field)		2.1.1		0		
232836	1567	Tibetan (Written)	ŋɑ́ŋ-pɑ	ŋɑ́ŋ-pɑ	gander	gander		2.1.10		0		
232837	1567	Tibetan (Written)	ŋɑ́ŋ-mɑ	ŋɑ́ŋ-mɑ	goose	goose		2.1.10		0		2527,m,m
232838	1567	Tibetan (Written)	ŋɑ́ŋ-pɑ	ŋɑ́ŋ-pɑ	horse (light-bay)	horse (light-bay)		2.1.7		0		
232839	1567	Tibetan (Written)	ŋúr-bɑ	ŋúr-bɑ	duck (esp. red wild duck)	duck (esp. red wild duck)		2.1.10		0		
232840	1567	Tibetan (Written)	rŋɑ-|bóŋ	rŋɑ-bóŋ	camel	camel		2.2.7		0		5635
232841	1567	Tibetan (Written)	rŋɑ-ɣséb	rŋɑ-ɣséb	camel (male)	camel (male)		2.2.7		0		
232842	1567	Tibetan (Written)	rŋɑ-mo	rŋɑ-mo	camel(female) / camel	camel(female) / camel		2.2.7		0		m,1620
232843	1567	Tibetan (Written)	rŋɑ-pʻrúg	rŋɑ-pʻrúg	camel (young of one)	camel (young of one)		2.2.7		0		
232844	1567	Tibetan (Written)	rŋɑ-rgód	rŋɑ-rgód	camel (wild)	camel (wild)		2.2.7		0		
232845	1567	Tibetan (Written)	c̀ó-gɑ	c̀ó-gɑ	lark	lark		2.2.4.1		0		
232846	1567	Tibetan (Written)	lc̀ó-gɑ	lc̀ó-gɑ	lark	lark		2.2.4.1		0		
232847	1567	Tibetan (Written)	c̀óg-c̀og-pɑ	c̀óg-c̀og-pɑ	grasshopper / cricket	grasshopper / cricket		2.2.6		0		
232848	1567	Tibetan (Written)	lc̀uŋ-kɑ	lc̀uŋ-kɑ	jack-daw	jack-daw				0		
232849	1567	Tibetan (Written)	skyúŋ-kɑ	skyúŋ-kɑ	jack-daw	jack-daw				0		
232850	1567	Tibetan (Written)	lc̀óg-mɑ	lc̀óg-mɑ	lark	lark		2.2.4.1		0		
232851	1567	Tibetan (Written)	mo	mo	lark	lark		2.2.4.1		0		
232852	1567	Tibetan (Written)	c̀ʻɑ́-gɑ-ḥbu	c̀ʻɑ́-gɑ-h̥bu	grasshopper	grasshopper		2.2.6		0		
232853	1567	Tibetan (Written)	c̀ʻɑ́-gɑ-pɑ	c̀ʻɑ́-gɑ-pɑ	grasshopper	grasshopper		2.2.6		0		
