rn	lgid	language	reflex	originalreflex	gloss	originalgloss	gfn	semkey	srcid	src_set_rn	status	analysis
16825	1365	Sani [Nyi]	ɪ¹¹ pɪ⁴⁴	ɪ¹¹ pɪ⁴⁴	belly	belly		1.4.7	303.1	0		m,m
16826	1365	Sani [Nyi]	pɪ³³ lɪ³³	pɪ³³ lɪ³³	crop (of bird)	crop (of bird)		1.7.6.1	303.2	0		m,m
16827	1365	Sani [Nyi]	mæ⁵⁵ pe³³	mæ⁵⁵ pe³³	tip (of tail)	tip (of tail)		9.2.1	303.3	0		1288,m
16828	1365	Sani [Nyi]	pæ⁵⁵	pæ⁵⁵	vagina	vagina			303.4	0		662
16829	1365	Sani [Nyi]	pɑ⁵⁵	pɑ⁵⁵	male (of animals)	male (of animals)		1.9.6.1	303.5	0		1634
16830	1365	Sani [Nyi]	bɑ¹¹ pɑ⁵⁵	bɑ¹¹ pɑ⁵⁵	jaw	jaw		1.2.5.2	304.1	0		268,s
16831	1365	Sani [Nyi]	nɑ⁵⁵ po⁴⁴	nɑ⁵⁵ po⁴⁴	ear	ear		1.2.7	304.2	0		811,812
16832	1365	Sani [Nyi]	pv̩³³	pv̩³³	call, bellow (cock, cow)	call, bellow (cock, cow)	v	8.5.13	305.1	0		
16833	1365	Sani [Nyi]	pv̱ˌ²² tsɿ͆⁵⁵	pv̱ˌ²² tsɿ͆⁵⁵	knee	knee		1.5.8.4	305.2	0	D1	435,418
16834	1365	Sani [Nyi]	pv̱ˌ²² tsɿ͆⁵⁵ lɑ¹¹ ho⁴⁴	pv̱ˌ²² tsɿ͆⁵⁵ lɑ¹¹ ho⁴⁴	kneecap	kneecap		1.5.8.4	305.3	0		
16835	1365	Sani [Nyi]	pɿ⁵⁵	pɿ⁵⁵	close	close	v	6.2.2.6.2	305.4	0		5709
16836	1365	Sani [Nyi]	pɿ³³	pɿ³³	step	step	cl	6.7.4	305.5	0		
16837	1365	Sani [Nyi]	pʰɪ̱²²	pʰɪ̱²²	spit	spit	v	1.8.3	305.6	0		
16838	1365	Sani [Nyi]	pʰæ³³	pʰæ³³	shoulder	shoulder		1.4.3	305.7	0		570
16839	1365	Sani [Nyi]	pʰæ³³ ɣɯ⁵⁵ ɣɯ⁵⁵	pʰæ³³ ɣɯ⁵⁵ ɣɯ⁵⁵	hunchback (yulou)	hunchback (yulou)		1.4.8.3	305.8	0		m,m,m
16840	1365	Sani [Nyi]	pʰɤ̱²²	pʰɤ̱²²	swelling (zhong)	swelling (zhong)		1.1.5.2	306.1	0		163?
16841	1365	Sani [Nyi]	pʰv̩³³ læ³³	pʰv̩³³ læ³³	swell up (pengzhang)	swell up (pengzhang)	v	1.1.5.2	306.2	0		163?,m
16842	1365	Sani [Nyi]	n̩⁵⁵ pʰv̩³³	n̩⁵⁵ pʰv̩³³	lip	lip		1.3.2	306.3	0		467,784
16843	1365	Sani [Nyi]	pʰv̩¹¹ sɿ¹¹	pʰv̩¹¹ sɿ¹¹	bladder	bladder		1.7.8	306.4	0		779,650
16844	1365	Sani [Nyi]	tɕɪ⁴⁴ pʰv̩¹¹	tɕɪ⁴⁴ pʰv̩¹¹	forehead	forehead		1.2.5.1	306.5	0		1212,276
16845	1365	Sani [Nyi]	ne⁴⁴ pʰɿ⁴⁴ mɑ³³	ne⁴⁴ pʰɿ⁴⁴ mɑ³³	one-eyed person	one-eyed person		9.9	306.6	0		
