rn	lgid	language	reflex	originalreflex	gloss	originalgloss	gfn	semkey	srcid	src_set_rn	status	analysis
61992	1098	Tsangla (Central)	lus◦pu	lus◦pu	body	body		1.1.1	31  8	0		11,1902
61993	1098	Tsangla (Central)	ro	ro	dead body	dead body		1.1.6.1	31  9a	0		19
61994	1098	Tsangla (Central)	phang◦pu	phang◦pu	dead body	dead body		1.1.6.1	31  9b	0		7,1902
61995	1098	Tsangla (Central)	sha◦rang	sha◦rang	head	head		1.2.1	31  10	0		m,392
61996	1098	Tsangla (Central)	zug	zug	face	face		1.2.5	31  11	0		
61997	1098	Tsangla (Central)	tsham	tsham	hair	hair		1.2.3	31  12	0		366
61998	1098	Tsangla (Central)	pa◦tong	pa◦tong	forehead	forehead		1.2.5.1	31  13	0		m,371
61999	1098	Tsangla (Central)	sebseba	sebseba	temple	temple		1.2.5.1	31  14	0		
62000	1098	Tsangla (Central)	ming	ming	eye	eye		1.2.6	32  1	0		682
62001	1098	Tsangla (Central)	ming◦sum	ming◦sum	eyebrow / eyelash	eyebrow / eyelash		1.2.6.6	32  2	0		682,366
62002	1098	Tsangla (Central)	ming◦khop◦tang	ming◦khop◦tang	eyelid	eyelid		1.2.6.4	32  3	0		682,783,711
62003	1098	Tsangla (Central)	ming khu	ming khu	pupil	pupil		1.2.6.2	32  4	0		682,1110
62004	1098	Tsangla (Central)	na	na	ear	ear		1.2.7	32  5	0		811
62005	1098	Tsangla (Central)	na◦wung	na◦wung	nose	nose		1.2.8	32  6	0		803,806
62006	1098	Tsangla (Central)	na◦wung-gang	na◦wung-gang	nostril	nostril		1.2.8.1	32  7	0		803,806,809
62007	1098	Tsangla (Central)	ni◦tsu	ni◦tsu	cheek	cheek		1.2.5.2	32  8a	0		2052,284
62008	1098	Tsangla (Central)	ne◦za	ne◦za	cheek	cheek		1.2.5.2	32  8b	0		2052,m
62009	1098	Tsangla (Central)	khar◦khang	khar◦khang	cheekbone	cheekbone		1.2.5.2	32  9	0		2053,267
62010	1098	Tsangla (Central)	no◦wang	no◦wang	mouth	mouth		1.3.1	32  10	0		470,476
62011	1098	Tsangla (Central)	sha	sha	tooth	tooth		1.3.4	32  11	0		632
62012	1098	Tsangla (Central)	le	le	tongue	tongue		1.3.3	32  12	0		621
62013	1098	Tsangla (Central)	sha◦ni◦ring	sha◦ni◦ring	gums	gums		1.3.4.3	32  13	0		632,504,3321
62014	1098	Tsangla (Central)	lep◦chi	lep◦chi	lip	lip		1.3.2	32  14	0		m,686
62015	1098	Tsangla (Central)	ro◦zu	ro◦zu	chin	chin		1.2.5.3	33  1	0		1265,m
62016	1098	Tsangla (Central)	ja◦wu	ja◦wu	beard	beard		1.2.5.5	33  2	0		1115,1228
