rn	lgid	language	reflex	originalreflex	gloss	originalgloss	gfn	originalgfn	semkey	srcid	src_set_rn	maintainer	status	analysis
477283	1975	Athpare (Rai)	ã	ã	I	I			4.1		0			2530
477284	1975	Athpare (Rai)	a-	a-	my (POSS.PREFIX)	my (POSS.PREFIX)			10.2.3.2		0			
477285	1975	Athpare (Rai)	achimmaŋ	achimmaŋ	year after next	year after next			9.1.2		0			
477286	1975	Athpare (Rai)	acho	acho	long time ago	long time ago			9.1.5		0			
477287	1975	Athpare (Rai)	achumbu	achumbu	day before yesterday	day before yesterday			1.5.3.2		0			
477288	1975	Athpare (Rai)	akthak	akthak	loom	loom			5.1		0			
477289	1975	Athpare (Rai)	ams-e	ams-e	jump	jump			6.7.8		0			
477290	1975	Athpare (Rai)	amma	amma	jump	jump			6.7.8		0			
477291	1975	Athpare (Rai)	amtepma	amtepma	how many, how much	how many, how much			10.1		0			
477292	1975	Athpare (Rai)	anci	anci	we (dual inclusive: you and me)	we (dual inclusive: you and me)			4.1		0			
477293	1975	Athpare (Rai)	anciŋa	anciŋa	we (dual exclusive)	we (dual exclusive)			4.1		0			
477294	1975	Athpare (Rai)	anciya	anciya	we (dual exclusive)	we (dual exclusive)			4.1		0			
477295	1975	Athpare (Rai)	ani	ani	we (plural inc.); our	we (plural inc.); our			4.1		0			
477296	1975	Athpare (Rai)	aniŋa	aniŋa	we (plural excl.); our	we (plural excl.); our			4.1		0			
477297	1975	Athpare (Rai)	aniya	aniya	we (plural excl.); our	we (plural excl.); our			4.1		0			
477298	1975	Athpare (Rai)	aŋa	aŋa	I; my	I; my			4.1		0			2530
477299	1975	Athpare (Rai)	aŋbo	aŋbo	pine tree	pine tree			3.1.1		0			
477300	1975	Athpare (Rai)	aŋguli	aŋguli	finger	finger			1.5.6		0			
477301	1975	Athpare (Rai)	aŋguthi	aŋguthi	ring (for finger) (< Nep.)	ring (for finger) (< Nep.)			5.11.8.3		0			bNepali
477302	1975	Athpare (Rai)	aŋs-ue	aŋs-ue	uproot	uproot			3.1.8		0			
477303	1975	Athpare (Rai)	aŋma	aŋma	uproot	uproot			3.1.8		0			
477304	1975	Athpare (Rai)	aŋwa	aŋwa	sweat	sweat (N)	n		1.8.1		0	dwb36		
477305	1975	Athpare (Rai)	ap-	ap-	shoot	shoot			6.2.2.1		0			2232
477306	1975	Athpare (Rai)	ab-ue	ab-ue	shoot	shoot			6.2.2.1		0			2232,m
477307	1975	Athpare (Rai)	ap◦ma	apma	shoot	shoot			6.2.2.1		0			2232,m
477308	1975	Athpare (Rai)	ap-	ap-	come from across	come from across			6.7.1		0			
477309	1975	Athpare (Rai)	ab-e	ab-e	come from across	come from across			6.7.1		0			
477310	1975	Athpare (Rai)	apma	apma	come from across	come from across			6.7.1		0			
477311	1975	Athpare (Rai)	apt-ue	apt-ue	bring from across	bring from across			6.2.2.2.2		0			
477312	1975	Athpare (Rai)	apma	apma	bring from across	bring from across			6.2.2.2.2		0			
477313	1975	Athpare (Rai)	ape	ape	own (reflexive) (< Nep.)	own (reflexive) (< Nep.)			6.19		0			bNepali
477314	1975	Athpare (Rai)	appe(k)	appe(k)	own (reflexive) (< Nep.)	own (reflexive) (< Nep.)			6.19		0			bNepali
477315	1975	Athpare (Rai)	asen	asen	yesterday	yesterday			9.1.3		0			
477316	1975	Athpare (Rai)	atupdemaŋ	atupdemaŋ	4 years from now	4 years from now			9.1.2		0			
477317	1975	Athpare (Rai)	atupdeŋ	atupdeŋ	4 days from now	4 days from now			10.1.1		0			
477318	1975	Athpare (Rai)	aumbiniŋ	aumbiniŋ	3 years ago	3 years ago			9.1.2		0			
477319	1975	Athpare (Rai)	aumbu	aumbu	3 days ago	3 days ago			9.1.3		0			
477320	1975	Athpare (Rai)	ausa	ausa	last night	last night			9.9		0			
477321	1975	Athpare (Rai)	asen yusa	asen yusa	last night	last night			9.9		0			
477322	1975	Athpare (Rai)	bari	bari	field (< Nep.)	field (< Nep.)			3.2.5		0			bNepali
477323	1975	Athpare (Rai)	beʔ◦wa	beʔwa	duck	duck			2.1.10		0			5716,1603
477324	1975	Athpare (Rai)	bela	bela	time (< Nep.)	time (< Nep.)			9.1.5		0			bNepali
477325	1975	Athpare (Rai)	bicar	bicar	opinion (< Nep.)	opinion (< Nep.)			8.3.1.12.1		0			bNepali
477326	1975	Athpare (Rai)	biha	biha	marriage (< Nep.)	marriage (< Nep.)			5.8		0			bNepali
477327	1975	Athpare (Rai)	bhya	bhya	marriage (< Nep.)	marriage (< Nep.)			5.8		0			bNepali
477328	1975	Athpare (Rai)	biha lima	biha lima	marry	marry			6.19		0			
477329	1975	Athpare (Rai)	bihani(k)	bihani(k)	morning, in the morning (< Nep.)	morning, in the morning (< Nep.)			9.1.4		0			bNepali
477330	1975	Athpare (Rai)	bhyanik	bhyanik	morning, in the morning (< Nep.)	morning, in the morning (< Nep.)			9.1.4		0			bNepali
477331	1975	Athpare (Rai)	bo	bo	much	much			7.1.2.1		0			
477332	1975	Athpare (Rai)	bo	bo	report particle	report particle			8.5.3		0			
477333	1975	Athpare (Rai)	bora	bora	soybean	soybean			3.1.4		0			
477334	1975	Athpare (Rai)	bu	bu	elder brother	elder brother			4.7.1		0			
477335	1975	Athpare (Rai)	bhu	bhu	elder brother	elder brother			4.7.1		0			
477336	1975	Athpare (Rai)	ambu	ambu	my elder brother	my elder brother			10.2.3.2		0			
477337	1975	Athpare (Rai)	ambhu	ambhu	my elder brother	my elder brother			10.2.3.2		0			
477338	1975	Athpare (Rai)	ani bumbu	ani bumbu	our elder brother	our elder brother			4.1		0			
477339	1975	Athpare (Rai)	ani bhumbu	ani bhumbu	our elder brother	our elder brother			4.1		0			
477340	1975	Athpare (Rai)	bucca	bucca	hog	hog			2.1.12		0			
477341	1975	Athpare (Rai)	budha	budha	old man, husband (< Nep.)	old man, husband (< Nep.)			7.1.8.3		0			bNepali
477342	1975	Athpare (Rai)	bura	bura	old man, husband (< Nep.)	old man, husband (< Nep.)			7.1.8.3		0			bNepali
477343	1975	Athpare (Rai)	budhi	budhi	wife (< Nep.)	wife (< Nep.)			4.7.4		0			bNepali
477344	1975	Athpare (Rai)	buri	buri	wife (< Nep.)	wife (< Nep.)			4.7.4		0			bNepali
477345	1975	Athpare (Rai)	bujha cokma	bujha cokma	understand (< Nep. bujhnu)	understand (< Nep. bujhnu)			8.3.1.13.1		0			bNepali
477346	1975	Athpare (Rai)	bhale	bhale	rooster (< Nep.)	rooster (< Nep.)			2.1.10		0			1602
477347	1975	Athpare (Rai)	bhane	bhane	if; QUOTE PARTICLE (< Nep.)	if; QUOTE PARTICLE (< Nep.)			10.1.2.2		0			bNepali
477348	1975	Athpare (Rai)	bhera	bhera	sheep	sheep			2.1.8		0			b
477349	1975	Athpare (Rai)	bhitra	bhitra	inside (< Nep.)	inside (< Nep.)			9.2.5		0			bNepali
477350	1975	Athpare (Rai)	bhot	bhot	vote (< Nep. < Engl.)	vote (< Nep. < Engl.)			6.19		0			bNepali
477351	1975	Athpare (Rai)	bhot thett-ue	bhot thett-ue	vote (lit.: put down vote for so.)	vote (lit.: put down vote for so.)			6.19		0			
477352	1975	Athpare (Rai)	bhot thepma	bhot thepma	vote (lit.: put down vote for so.)	vote (lit.: put down vote for so.)			6.19		0			
