rn	type	text
44074	I	<par>315 or 2103?</par>
44076	I	<par>1390? 2122?</par>
44078	I	<par>228? cf. Bola, Burmese(S) above</par>
44088	I	<par>2nd morpheme cf. Bola</par>
44132	T	<par>Zaiwa (1984) treats the labial stop in this etymon as a prefix, so that it reflects an immediate prototype <reconstruction>*wa</reconstruction>.</par>
