rn	type	text
41495	I	<par>final m = WET.</par>
41508	I	<par>2nd syll =‘inside’ .</par>
41528	I	<par>Third syllable = STRING.</par>
41530	I	<par>BP pfx? (JAM) M3=hollow object *<latinform>s-koŋ</latinform>?</par>
41533	I	<par>M3: or 1384? See below. See 47623, 41684.</par>
41534	I	<par>ø = BP pfx?</par>
41536	I	<par>BP pfx? 227 (JAM) or 228 (or 181?)</par>
41537	I	<par><emph>dzi</emph>--M1: or 779? (cf. fI etc. above-above)</par>
41546	T	<par>Lahu <latinform>ɣɯ³¹</latinform> &apos;water&apos;.</par>
41582	T	<par>The Lahu labial initial in <latinform>bɛ⁵³</latinform> is the regular reflex of an earlier labiovelar initial, with several parallel examples (e.g. DOG, NEST, COMB), see Matisoff 1986, &apos;Labiovelar unit phonemes in Lolo-Burmese?&apos;.</par>
41617	T	<par>from <reconstruction>*ʔgyok</reconstruction>.</par>
41638	I	<par>Third syllable = STRING.</par>
41679	I	<par>Third syllable = STRING.</par>
41681	I	<par>BP pfx? (JAM) M3=hollow object *<latinform>s-koŋ</latinform>?</par>
41684	I	<par>M2: or 1019? 1388?? See above 47623.</par>
41685	I	<par>ø = BP pfx?</par>
41687	I	<par>BP pfx? 227 (JAM) or 228 (or 181?)</par>
41688	I	<par>BP pfx? M2: 654??, and cf. <emph>dzi</emph>/649??</par>
41697	I	<par>2nd morpheme= ‘water’ <reconstruction>*rəy</reconstruction></par>
41722	T	<par>&lt; <reconstruction>*nan</reconstruction>.</par>
41750	I	<par>Check form of 1st syll.</par>
41750	I	<par>check first syllable.</par>
41750	I	<par>is this a typo for <latinform>ziʔ²¹ nɔ⁵⁵</latinform>?</par>
41751	I	<par>From Thai.</par>
41770	I	<par>also tagged 45.</par>
302378	I	<par>Loan from Chinese, cf. Chinese mò 墨 &apos;ink stick, ink&apos;.</par>
302379	I	<par>Loan from Chinese, cf. Chinese mò 墨 &apos;ink stick, ink&apos;.</par>
302408	I	<par>Loan from Chinese, cf. guójiā 國家 ‘nation’.</par>
