word	rn	semcat	subcat	semkey
SPEAKING	10	Vutt	5f/10.1	8.5.10.1
SPEAR	134	Nwar	9e/	5.15
SPEAR```````	4	Error	x/	x.x
SPEA```R	16	Error	x/	x.x
SPECEI	0	Error	x/	x.x
SPECEIS	2	Error	x/	x.x
SPECIAL	18	Vadj	5c/7.1	7.1.7.1
SPECIALIST	2	Nhum	3a/3.3	4.2.3
SPECIALIZED	2	Vadj	5c/7.1	
SPECIES	116	Nanim	2a.1/18	2.3
SPECIMEN	2	Nabst	5a/	8.1
SPECK	2	Col	6b/	9.4
SPECKLED	8	Col	6b/	9.4
SPECTACLE	0	Nabst	5a/	8.1
SPECTACLES	2	Npers	3c/2.1.1	5.11.8.2.1.1
SPECTATOR	2	Nhum	3a/8	4.2.9
SPEECH	245	Nbp	1a/8.8	1.8.7
SPEECHLESS	2	Nbp	1a/8.8	1.8.7
SPEEDILY	2	Vadj	5c/	9.6.1.1
SPEEDY	2	Vadj	5c/	9.6.1.1
SPELL	8	Ncult	9d/	5.8
SPEND	62	Vexch	4f.4/	6.22
SPENDING	2	Vexch	4f.4/	6.22
SPENT	14	Vexch	4f.4/	6.22
SPERM	52	Nbp	1a/9.2.2.2	1.9.9.1
SPERMA	4	Error	x/	x.x
SPHERE	2	Nshiz	6e/	9.7.1
SPHERICAL	14	Nshiz	6e/	9.7.1
SPICE	10	Nveg	2b.1/3.3.1	3.1.6.1
SPICED	8	Nveg	2b.1/3.3.1	3.1.6.1
SPICES	22	Nveg	2b.1/3.3.1	3.1.6.1
SPICY	24	Nveg	2b.1/3.3.1	7.1.4.4
SPIDER	291	Nanim	2a.1/14	2.2.6
SPIKE	26	Nfast	9c/	5.11.9
SPIKES	2	Nfast	9c/	5.11.9
SPILL	86	Vliq	4b.3/	6.6
SPILLAGE	2	Vliq	4b.3/	6.6
SPILLING	2	Vliq	4b.3/	6.6
SPILT	2	Vliq	4b.3/	6.6
SPIN	290	Vmot	4b.4/6	6.7.6
SPINACH	10	Nveg	2b.1/3.2.1	3.1.5.1
SPINAL	108	Vbp	1b/4.8	1.4.8.2
SPINDLE	133	Ntxtl	9a/	5.11.6
SPINDLEFUL	4	Ntxtl	9a/	5.11.6
SPINE	121	Nbp	1a/4.8.2	1.4.8.2
SPINNING	36	Vmot	4b.4/6	6.7.6
SPINSTER	2	Nhum	3a/7.2	4.2.8
SPIRALLY	4	Vadj	5c/5.1	
SPIRIT	376	Nrel	9d/1.1	5.8.1.1
SPIRIT OF DEAD	2	Nbp	1a/1.6	1.1.6
SPIRITS	28	Nrel	9d/1.1	5.8.1.1
SPIRITUAL	4	Nrel	9d/1.1	5.8.1.1
SPIRITUALLY	2	Nrel	9d/1.1	5.8.1.1
SPIT	719	Nbp	1a/8.4	1.8.3
SPITTING	2	Nbp	1a/8.4	1.8.3
SPITTLE	322	Nbp	1a/2.6	1.8.3
SPLASH	24	Vliq	4b.3/	6.6
SPLASH!	2	Sound	6a/	9.3
SPLEEN	376	Nbp	1a/7.4	1.7.4
SPLINT	0	Nmed	9a/2	5.4
SPLINTER	2	Nveg	2b.1/1.2	3.1.2
SPLINTERED	2	Nveg	2b.1/1.2	3.1.2
SPLINTS	4	Nmed	9a/2	5.4
SPLIT	218	Vcut	4c.4/2	6.9.3
SPLITS	2	Vcut	4c.4/2	6.9.3
SPLITTING	2	Vcut	4c.4/2	6.9.3
SPOIL	48	Vcos	6c/	9.5
SPOILED	10	Vcos	6c/	9.5
SPOILT	4	Vcos	6c/	9.5
SPOKE-SHAVE	2	Error	x/	x.x
SPOKEN	2	Vutt	5f/10.1	8.5.10.1
SPONGY	4	Vadj	5c/4.2	7.1.4.2
SPOOL	10	Ntxtl	9a/	5.11.6
SPOON	80	Ncook	9b/	5.5
SPOONBILL	2	Nanim	2a.1/11.2	2.2.4.1
SPOOR	2	Nanim	2a.1/13	2.2.5
SPORT	10	Nhum	3a/8	4.2.9
SPOT	60	Vact	4a/	6.2
SPOTED	2	Error	x/	x.x
SPOTS	46	Col	6b/	9.4
SPOTTED	40	Col	6b/	9.4
SPOUSE	16	Nkin	3b/4	4.7.4
SPOUT	2	Vliq	4b.3/	6.6
SPRAIN	18	Vbp	1b/5.19	1.5.12
SPRAINED	4	Vbp	1b/5.19	1.5.12
SPRAWL	2	Vact	4a/1.4.2.1	6.1.1.4.1.1
SPRAWLING	2	Vact	4a/1.4.2.1	6.1.1.4.1.1
SPRAWLINGLY	2	Vact	4a/1.4.2.1	6.1.1.4.1.1
SPRAWL	2	Error	x/	x.x
SPRAY	10	Vliq	4b.3/	6.6
SPRE	0	Error	x/	x.x
SPREAD	246	Vcos	6c/	9.5
SPREAD ?	2	Error	x/	x.x
SPREADING	6	Vcos	6c/	9.5
SPREADS	2	Vcos	6c/	9.5
SPRING	268	Vmot	4b.4/9	6.7.9
SPRINKLE	85	Vsep	4c.7/2	6.10.3
SPROUT	83	Vveg	2b.2/	3.1.10
SPROUTS	6	Nveg	2b.1/1.2	3.1.2
SPSRKS	2	Error	x/	x.x
SPUR	18	Nhusb	9e/	5.14
SPURGEWORT	2	Nveg	2b.1/1.1	3.1.1
SPURT	2	Vliq	4b.3/	6.6
SPURT FLOW	2	Vliq	4b.3/	6.6
SPUTTER	4	Vutt	5f/5	8.5.5
SPUTUM	34	Nbp	1a/8.4	1.8.3
SPY	2	Vact	4a/2.2	6.2.2.2
SQUARE	178	Nshiz	6e/	9.7.1
SQUARE-BUILT	0	Nshiz	6e/	9.7.1
SQUASH	16	Nveg	2b.1/3.2	3.1.5
SQUAT	36	Vact	4a/1.4.1	6.1.1.4.1
SQUATTING	4	Vact	4a/1.4.1	6.1.1.4.1
SQUEAK	14	Vutt	5f/5	8.5.5
SQUEAMISH	4	Vadj	5c/3.1	9.6.2.2
SQUEE	0	Error	x/	x.x
SQUEEZE	152	Vcos	6c/	9.5
SQUEEZED	4	Vcos	6c/	9.5
SQUIB	2	Nart	9f/	5.11
SQUINT	34	Vbp	1b/2.6.10	1.2.6.13
SQUINTY	2	Vbp	1b/2.6.10	1.2.6.13
SQUIRREL	219	Nanim	2a.1/16	2.1.1
SQUIRT	10	Vliq	4b.3/	6.6
ST	112	Error	x/	x.x
STAB	43	Vcut	4c.4/1	6.9.2
STABLE	6	Ndwel	9c/5	5.11.9.5
STACK	14	Vact	4a/2.1	6.2.2.1
STAFF	2	Ntool	9a/	5.1
STAG	6	Nanim	2a.1/4	2.1.8
STAGE	12	Nabst	5a/	8.1
STAGES	2	Nabst	5a/	
STAGGER	30	Vmot	4b.4/3	6.7.3
STAGGERING	2	Vmot	4b.4/3	6.7.3
STAGN	0	Error	x/	x.x
STAGNANT	8	Nnat	2c.1/4	3.2.3
STAIN	16	Col	6b/	9.4
STAIN-CLOUD	0	Col	6b/	9.4
STAINED	6	Col	6b/	9.4
STAIR	6	Ndwel	9c/3.1	5.11.9.3.1
STAIRCASE	2	Ndwel	9c/3.1	5.11.9.3.1
STAIRS	8	Ndwel	9c/3.1	5.11.9.3.1
STAKE	14	Ntool	9a/	5.1
STALE	16	Vadj	5c/4.4	7.1.4.4
STALK	54	Nveg	2b.1/1.2	3.1.2
STALKS	2	Nveg	2b.1/1.2	3.1.2
STALLION	10	Nanim	2a.1/2	2.1.7
STAMMER	77	Nbp	1a/8.8.2	1.8.7.2
STAMMERER	42	Nbp	1a/8.8.2	1.8.7.2
STAMMERS	2	Nbp	1a/8.8.2	1.8.7.2
STAMP	74	Vact	4a/2.1	6.2.2.1
STAND	628	Vbp	1b/5.2	1.5.2
STAND!	2	Error	x/	x.x
STANDARD	8	Nabst	5a/	8.1
STANDING	12	Vbp	1b/5.2	1.5.2
STAND`	2	Error	x/	x.x
STAND	2	Error	x/	x.x
STAPLE	10	Nveg	2b.1/3.3	3.1.6
STAR	501	Nnat	2c.1/3	3.2.2
STARBOARD	2	Spat	6j/8	9.2.8
STARCH	2	Nveg	2b.1/3.3	3.1.6
STARE	8	Vbp	1b/2.6.9	1.2.6.11
STARING	4	Vbp	1b/2.6.9	1.2.6.11
STARLING	2	Nanim	2a.1/11.2	2.2.4.1
STARS	6	Nnat	2c.1/3	3.2.2
START	102	Vcos	6c/	9.5
STARTING	2	Vcos	6c/	9.5
STARTLE	23	Vpsi	5d/1.9.1	8.3.1.9.1
STARTLED	20	Vpsi	5d/1.9.1	8.3.1.9.1
STARTS	2	Vcos	6c/	9.5
STARVATION	8	Nbp	1a/1.3	1.1.3
STARVE	36	Nbp	1a/1.3	1.1.3
STARVED	4	Nbp	1a/1.3	1.1.3
STARVING	4	Nbp	1a/1.3	1.1.3
STAR`	2	Error	x/	x.x
STATE	24	Vutt	5f/3	8.5.3
STATEMENT	2	Vutt	5f/3	8.5.3
STATES	2	Nloc	6k/3	9.10.3
STATION	2	Nloc	6k/5	9.10.6
STATIONARY	2	Vmot	4b.4/11	6.7.11
STATIONERY	28	Nwrit	9a/	5.2
STATUE	6	Ncult	9d/	5.8
STATURE	4	Vqual	6d/2	9.6.2
STAY	80	Vmot	4b.4/11	6.7.11
STEAD	12	Nabst	5a/	8.1
STEADFAS	0	Error	x/	x.x
STEADFAST	3	Vadj	5c/10	9.6.1.1
STEADILY	2	Vadj	5c/10	7.1.10
STEADY	8	Vadj	5c/10	9.6.1.1
STEAL	467	Vact	4a/2.1	6.2.2.1
STEALING	2	Vact	4a/2.1	6.2.2.1
STEALTHILY	8	Vadj	5c/10	8.5.4.2
STEAM	92	Vliq	4b.3/	6.6
STEAMED	2	Vliq	4b.3/	6.6
STEAMY	2	Vliq	4b.3/	6.6
STEATITE	2	Nnat	2c.1/10	3.2.9
STEEL	132	Nnat	2c.1/5	3.2.4
STEELYARD	218	Nnat	2c.1/5	3.2.4
STEELYARDSMALL	2	Error	x/	x.x
STEEP	140	Vadj	5c/5.1	7.1.5.3
STEEPED	4	Vfood	9b/	5.5
STEEPNESS	4	Vadj	5c/5.1	7.1.5.3
STEER	4	Nanim	2a.1/1	2.1.2
STELE	2	Norn	9d/	5.8
STEM	48	Nveg	2b.1/1.2	3.1.2
STENCH	2	Nbp	1a/2.8	1.2.8.5
STEP	136	Vmot	4b.4/4	6.7.4
STEPFATHER	6	Nkin	3b/1	4.7.1
STEPMOTHER	12	Nkin	3b/1	4.7.1
STEPPING	2	Vmot	4b.4/4	6.7.4
STEPS	26	Vmot	4b.4/4	6.7.4
STEPSISTER	2	Nkin	3b/2	4.7.2
STERILE	2	Vbp	1b/9.2.2	1.9.2.1
STERILIZE	2	Vbp	1b/9.2.2	1.9.2.1
STERNUM	41	Nbp	1a/6.3.2	1.6.3.2
STEW	2	Nfood	9b/	5.5
STH	194	G	8/5.2	10.5.2
STH.	0	G	8/5.2	10.5.2
STHG	170	G	8/5.2	10.5.2
STICK	516	Nveg	2b.1/1.2	3.1.2
STICKING	28	Vact	4a/2.1	6.2.2.1
STICKS	26	Nveg	2b.1/1.2	3.1.2
STICKY	70	Vadj	5c/4.2	7.1.4.2
STIFF	68	Vadj	5c/5.1	7.1.5.1
STIFFNESS	4	Vadj	5c/5.1	
STIFLED	4	Vadj	5c/4.3	
STILL	54	Vadj	5c/3.1	9.1.1
STIMULATE	2	Vact	4a/2.1	6.2.2.1
STING	504	Vanim	2a.2/14	2.4.2
STINGER	2	Vanim	2a.2/14	2.4.2
STINGING	10	Vanim	2a.2/14	2.4.2
STINGS	2	Vanim	2a.2/14	2.4.2
STINGY	46	Vadj	5c/3.1	9.6.2.2
STINK	94	Vadj	5c/4.5	7.1.4.5
STINK-BEETLE	0	Nanim	2a.1/14	2.2.6
STINKING	0	Vadj	5c/4.5	7.1.4.5
STINKS	2	Vadj	5c/4.5	7.1.4.5
STINKY	116	Vadj	5c/4.5	7.1.4.5
STIR	198	Vact	4a/2.1	6.2.2.1
STIR FRY	2	Vfood	9b/	5.5
STIR-FRY	0	Vfood	9b/	5.5
STIRRED	4	Vact	4a/2.1	6.2.2.1
STIRRING	4	Vact	4a/2.1	6.2.2.1
STITCH	6	Ntxtl	9a/	6.24
STOCK	2	Nart	9f/	5.11
STOCK DOVE	2	Nanim	2a.1/11.2	2.2.4.1
STOCKPILE	2	Nart	9f/	5.11
STOCKS	2	Nart	9f/	5.11
STOCKY	4	Vadj	5c/5.1	7.1.3
STOKE	4	Vburn	2c.2/	3.2.12.1
STOLEN	4	Vact	4a/2.1	6.2.2.1
STOMACH	875	Nbp	1a/7.6	1.7.6
STOMACH-ACHE	0	Nbp	1a/7.6	1.7.6
STOMACHACHE	28	Nbp	1a/7.6	1.7.6
STOMACHE-ACHE	2	Nbp	1a/7.6	1.7.6
STONE	489	Nnat	2c.1/10	3.2.9
STONES	14	Nnat	2c.1/10	3.2.9
STONE|S	2	Error	x/	x.x
STONY	4	Nnat	2c.1/12	3.2.11
STOO	2	Error	x/	x.x
STOOL	176	Ndwel	9c/4	5.11.9.4
STOOP	88	Vmot	4b.4/3	6.7.3
STOP	212	Vmot	4b.4/11	6.7.11
STOPPED	4	Vmot	4b.4/11	6.7.11
STOPPER	10	Vmot	4b.4/11	6.7.11
STOPS	2	Vmot	4b.4/11	6.7.11
STORAGE	36	Nloc	6k/5	9.10.6
STORE	52	Nloc	6k/5	9.10.6
STORED	2	Nloc	6k/5	9.10.6
STOREHOUSE	6	Nloc	6k/5	9.10.6
STOREY	2	Ndwel	9c/3.1	5.11.9.3.1
STORING	10	Nloc	6k/5	9.10.6
STORK	4	Nanim	2a.1/11.2	2.2.4.1
STORM	68	Nnat	2c.1/1	3.2.1
STORY	26	Ncult	9d/	5.8
STOUT	54	Vadj	5c/5.1	7.1.3
STOVE	12	Ncook	9b/	5.5
STOVE-PIPE	0	Ncook	9b/	5.5
STRABISMU	2	Error	x/	x.x
STRABISMUS	2	Nbp	1a/2.6.11	1.2.6.14
STRAIGHT	323	Vadj	5c/5.1	7.1.5.1
STRAIGHT-GUT	0	Nbp	1a/7.7	1.7.7
STRAIGHTEN	14	Vadj	5c/5.1	6.2.2.2
STRAIGHTFORWARD	6	Vadj	5c/10	7.1.8.3
STRAIN	136	Vliq	4b.3/	6.6
STRAINER	22	Vliq	4b.3/	6.6
STRAIT	6	Nnat	2c.1/4	3.2.3
STRAITS	2	Nnat	2c.1/4	3.2.3
STRAKE	2	Nconv	9a/	5.1
STRAND	4	Nbp	1a/	1.0
STRANGE BUT WEIRD ET	0	Error	x/	x.x
STRANGER	16	Nhum	3a/12.3	4.4.3
STRANGLE	39	Vharm	4b.1/	6.4
STRAP	10	Npers	3c/2.3	5.11.8.2.3
STRAPS	2	Npers	3c/2.3	5.11.8.2.3
STRAW	138	Nveg	2b.1/3.3.2	3.1.6.2
STRAWBERRY	4	Nveg	2b.1/3.2	3.1.5
STRAWMAN	2	Nhum	3a/11.2	4.2.12.2
STRAY	4	Vmot	4b.4/2	6.7.2
STREAKED	2	Col	6b/	9.4
STREAKS	4	Col	6b/	9.4
STREAM	98	Nnat	2c.1/4	3.2.3
STREET	4	Nloc	6k/1	9.10.1
STRENGTH	306	Nbp	1a/1.5	1.1.5
STRENGTHEN	2	Nbp	1a/1.5	1.1.5
STRETCH	186	Vcos	6c/	9.5
STRETCHED	18	Vcos	6c/	9.5
STRETCHING	6	Vcos	6c/	9.5
STREW	2	Vsep	4c.7/2	6.10.3
STRICKEN	8	Vhit	4c.1/	6.8
STRICT	2	Vadj	5c/	7.1.8.3
STRIDE	10	Vmot	4b.4/4	6.7.4
STRIDES	6	Vmot	4b.4/4	6.7.4
STRIFE	2	Vfigh	4b.2/	6.5
STRIKE	489	Vhit	4c.1/	6.8
STRIKE POUND	2	Vhit	4c.1/	6.8
STRIKER	8	Vhit	4c.1/	6.8
STRIKING	8	Vhit	4c.1/	6.8
STRING	170	Nrope	9a/	5.1
STRINGED	18	Nrope	9a/	5.1
STRINGENT	2	Vadj	5c/8.3	7.1.8.3
STRINGER	2	Nrope	9a/	5.1
STRINGY	2	Nrope	9a/	5.1
STRIP	85	Nshiz	6e/	9.7.1
STRIPE	6	Col	6b/	9.4
STRIPED	44	Col	6b/	9.4
STRIPES	2	Col	6b/	9.4
STRIPS	36	Nshiz	6e/	9.7.1
STRIP|S	2	Error	x/	x.x
STRIVE	14	Vact	4a/2.1	6.2.2.1
STROKE	44	Vfeel	5e/	8.4
STROLL	12	Vmot	4b.4/4	6.7.4
STRONG	245	Vadj	5c/8.1	9.6.1.1
STRONGLY	14	Vadj	5c/8.1	
STRUCTURES	2	Nloc	6k/4.0	9.10.5
STRUGGLE	22	Vfigh	4b.2/	6.5
STUB	6	Nshiz	6e/	9.7.1
STUBBORNLY	14	Vpsi	5d/	8.3
STUCK	62	Vadj	5c/8.3	9.5
STUD	4	Nanim	2a.1/2	2.1.7
STUDENT	112	Nhum	3a/3.2	4.2.2
STUDY	74	Vact	4a/2.9.3	6.2.2.9.3
STUFF	126	Vcos	6c/	9.5
STUFFED	4	Vcos	6c/	9.5
STUMBLE	40	Vmot	4b.4/3	6.7.3
STUMP	42	Nveg	2b.1/1.2	3.1.2
STUNG	2	Vanim	2a.2/14	2.4.2
STUNNED	2	Vadj	5c/1	7.1.1
STUNT	2	Vact	4a/	6.2
STUNTED	20	Vact	4a/	6.2
STUPEFIED	8	Vpsi	5d/	8.3
STUPID	132	Vpsi	5d/	8.3
STUPOR	8	Vpsi	5d/1.11.11	8.3.1.11.3
STURDILY	2	Vadj	5c/5.1	
STURDY	10	Vadj	5c/5.1	7.1.5.1
STURGEON	2	Nanim	2a.1/13	2.2.5
STUTTER	107	Vutt	5f/4.7	8.5.4.5
STUTTERER	22	Vutt	5f/4.7	8.5.4.5
STY OF EYE	9	Nbp	1a/2.6.11	1.2.6.14.3
STYE	2	Error	x/	x.x
SUBBA	10	Error	x/	x.x
SUBCOLLECTOR	2	Nhum	3a/3.1	4.2.1
SUBCUTANEOU	0	Error	x/	x.x
SUBCUTANEOUS	2	Vbp	1b/6.5	1.6.5.6
SUBDUE	2	Vact	4a/2.1	6.2.2.1
SUBDUED	2	Vact	4a/2.1	6.2.2.1
SUBIGERE	2	Error	x/	x.x
SUBJ	2	G	8/	10.0
SUBJECT	20	G	8/5.1	10.5.1
SUBMERGE	6	Vliq	4b.3/	6.6
SUBMERGED	2	Vliq	4b.3/	6.6
SUBMISSIVE	2	Vsoc	4f.1/	6.19
SUBMIT	4	Vsoc	4f.1/	6.19
SUBORDINATE	2	Vadj	5c/	
SUBORDINATOR	2	Vadj	5c/	10.1.2.2
SUBS	2	Error	x/	x.x
SUBSIDE	14	Vact	4a/1	6.1.1
SUBSTANCE	32	Nabst	5a/	8.1
SUBSTANCE SERVI	2	Error	x/	x.x
SUBSTITUTE	14	Nabst	5a/	8.1
SUBTANCE	2	Error	x/	x.x
SUBTERRANEAN	2	Nloc	6k/4.0	9.10.5
SUCCEED	32	Vact	4a/	6.2
SUCCESSION	4	x	x/	x.x
SUCCULENT	2	Vadj	5c/4.4	7.1.4.4
SUCH	12	G	8/1	10.1
SUCHLIKE	2	G	8/1	10.1
SUCK	478	Nbp	1a/3.2.1	1.3.2.1
SUCKER	2	Vbp	1b/3.2.1	1.3.2.1
SUCKING	10	Vbp	1b/3.2.1	1.3.2.1
SUCKLE	103	Nbp	1a/3.2.1	1.3.2.1
SUDDENLY	110	Ntime	6i/	9.1.1
SUET	8	Nbp	1a/7.5	1.7.5
SUFFER	142	Vact	4a/	6.2
SUFFERER	2	Vact	4a/	6.2
SUFFERING	12	Vact	4a/	6.2
SUFFICE	6	Vbp	1b/1.3.2	1.1.3.2
SUFFICIENCY	4	Vbp	1b/1.3.2	1.1.3.2
SUFFICIENT	86	Vbp	1b/1.3.2	1.1.3.2
SUFFICIENTLY	6	Vbp	1b/1.3.2	1.1.3.2
SUFFIX	88	G	8/4	10.4
SUFFIXED	2	G	8/	10.0
SUFFIXES	2	G	8/4	10.4
SUFFOCATE	2	Vbp	1b/1.6	1.1.2.2
SUFFOCATED	2	Vadj	5c/8.2	1.1.2.2
SUGAR	238	Nveg	2b.1/3.3.2	3.1.6.2
SUGARCANE	134	Nveg	2b.1/3.2	3.1.5
SUGARMITE	2	Nanim	2a.1/14	2.2.6
SUGAR-PALM	0	Nveg	2b.1/3.2.1	3.1.1
SUGAR	2	Error	x/	x.x
SUGGEST	0	Vutt	5f/7.2	8.5.7.2
SUGGESTION	4	Vutt	5f/7.2	8.5.7.2
SUGGESTS	2	Vutt	5f/7.2	8.5.7.2
SUICIDE	8	Vharm	4b.1/	6.4
SUIT	18	Npers	3c/2.1	5.11.8.2.1
SUITABLE	26	Vadj	5c/8.1	9.6.1.1
SUITABLY	2	Vadj	5c/8.1	
SUITOR	2	Nkin	3b/4	4.7.4
SULFUR	8	Nnat	2c.1/5	3.2.4
SULKY	4	Vadj	5c/3.1	9.6.2.2
SULLEN	4	Vadj	5c/3.1	9.6.2.2
SULPHUR	48	Nnat	2c.1/5	3.2.4
SULUNG	2	Nhum	3a/1	4.6
SUMAC	4	Nveg	2b.1/1.1	3.1.1
SUMMER	178	Nnat	2c.1/1	3.2.1
SUMMIT	13	Nbp	1a/2.2.1	1.2.2.1
SUMMON	8	Vutt	5f/13	8.5.13
SUMPTERMULE	2	Nanim	2a.1/2	2.1.7
SUN	894	Nnat	2c.1/11	3.2.10
SUN-GOD	0	Nrel	9d/1.1	5.8.1.1
SUNBATHE	4	Vbp	1b/6.5.3	1.6.5.4
SUNBURN	4	Vbp	1b/6.5.3	1.6.5.4
SUNDAY	2	Ntime	6i/2	9.1.3
SUNFISH	0	Nanim	2a.1/13	2.2.5
SUNFLOWER	6	Nveg	2b.1/3.1	3.1.4
SUNKEN	8	Vliq	4b.3/	6.6
SUNLIGHT	24	Nnat	2c.1/11	3.2.10
SUNNY	124	Nnat	2c.1/11	3.2.10
SUNRAY	4	Nnat	2c.1/11	3.2.10
SUNRAYS	4	Nnat	2c.1/11	3.2.10
SUNRISE	20	Nnat	2c.1/11	3.2.10
SUNSET	26	Nnat	2c.1/11	3.2.10
SUNSHINE	48	Nnat	2c.1/11	3.2.10
SUNWAR	10	Nhum	3a/1	4.6
SUNWARS	2	Nhum	3a/1	4.6
SUN|SHINE	2	Error	x/	x.x
SUN	2	Error	x/	x.x
SUN	4	Error	x/	x.x
SUPERABUNDANT	8	Vadj	5c/2.1	7.1.2.1
SUPERADDED	6	Vadj	5c/8.3	
SUPERINTEND	2	Vact	4a/2.2	6.2.2.2
SUPERIOR	0	Vqual	6d/1	9.6.1
SUPERIORS	4	Vqual	6d/1	9.6.1
SUPERLATIVE	2	G	8/4.3.1	10.4.3.1
SUPERNATURAL	8	Nrel	9d/2.3	5.8.2.3
SUPINE	2	Vbp	1b/4.8	1.4.8
SUPPERATE	2	Error	x/	x.x
SUPPLEMENT	0	Nabst	5a/	8.1
SUPPLIE	2	Error	x/	x.x
SUPPLY	2	Vact	4a/	6.2
SUPPORT	36	Vhold	4e.2/	6.16
SUPPORTING	4	Vhold	4e.2/	6.16
SUPPOSE	8	Vpsi	5d/1.13.1	8.3.1.13.1
SUPPRES	0	Error	x/	x.x
SUPPRESS	6	Vact	4a/	6.2
SUPPURATE	6	Vbp	1b/8.7	1.8.6
SUPREME	8	Vadj	5c/7.1	7.1.7.1
SURA	2	Error	/	1.5.3.2
SURELY	6	Vadj	5c/8.1	7.2
SURFACE	70	Spat	6j/7	9.2.7
SURGICAL	2	Nmed	9a/2	5.4
SURMERGED	2	Vliq	4b.3/	6.6
SURNAME	104	Ncult	9d/	5.8
SURPASS	14	Vqual	6d/1	9.6.1
SURPLUS	2	Num	6h/	9.9
SURPRISE	12	Vpsi	5d/1.9.1	8.3.1.9.1
SURPRISED	8	Vpsi	5d/1.9.1	8.3.1.9.1
SURRENDER	6	Vsoc	4f.1/	6.19
SURROUND	151	Vact	4a/2.2	6.2.2.2
SURROUNDED	2	Vact	4a/2.2	6.2.2.2
SURROUNDING	2	Vact	4a/2.2	6.2.2.2
SURVIVE	13	Vbp	1b/1.2.1	1.1.2.1
SUSLIK	2	Nanim	2a.1/16	2.1.1
SUSPECT	44	Vact	4a/2.2	6.2.2.2
SUSPENCE	4	Error	x/	x.x
SUSPEND	16	Vact	4a/1.5	6.1.1.5
SUSPENDED	4	Vact	4a/1.5	6.1.1.5
SUSPENSION	4	Vact	4a/1.5	6.1.1.5
SUSPENSIVELY	4	Error	x/	x.x
SUTRAS	6	Nrel	9d/2.3	5.8.2.3
SU	2	Error	x/	x.x
SWAGGERING	10	Vmot	4b.4/3	6.7.3
SWALLOW	935	Vbp	1b/3.5.6	1.3.5.6
SWALLOWING	2	Vbp	1b/3.5.6	1.3.5.6
SWAMP	6	Nnat	2c.1/6	3.2.5
SWAN	12	Nanim	2a.1/11.2	2.2.4.1
SWARM	8	Nanim	2a.1/14	2.2.6
SWAY	18	Vmot	4b.4/4	6.7.4
SWAYING	2	Vmot	4b.4/4	6.7.4
SWEAR	104	Vutt	5f/1	8.5.1
SWEAT	811	Nbp	1a/8.2	1.8.1
SWEATY	4	Nbp	1a/8.2	1.8.1
SWEEP	296	Vact	4a/2.5.3	6.2.2.5.3
SWEEPING	0	Vact	4a/2.5.3	6.2.2.5.3
SWEEPINGS	44	Vact	4a/2.5.3	6.2.2.5.3
SWEET	593	Vadj	5c/4.4	7.1.4.4
SWEET SCENTED	2	Vadj	5c/4.5	
SWEET-POTATO	0	Nveg	2b.1/3.2	3.1.5
SWEET-SCENTED	0	Vadj	5c/4.5	7.1.4.5
SWELL	407	Vbp	1b/1.5.2	1.1.5.2
SWELLED	4	Vbp	1b/1.5.2	1.1.5.2
SWELLING	34	Vbp	1b/1.5.2	1.1.5.2
SWIDDEN	9	Nloc	6k/4	9.10.4
SWIFT	16	Vmot	4b.4/4	6.7.4
SWILL	2	Nveg	2b.1/3.3.3	3.1.6.3
SWIM	189	Vliq	4b.3/	6.6
SWIM FLOAT	2	Vliq	4b.3/	6.6
SWINDLE	4	Vexch	4f.4/	6.22
SWINE	28	Nanim	2a.1/3	2.1.12
SWING	114	Vmot	4b.4/4	6.7.4
SWINGING	2	Vmot	4b.4/4	6.7.4
SWING	2	Error	x/	x.x
SWIRL	4	Vmot	4b.4/6	6.7.6
SWISHINGLY	2	Vadj	5c/10	
SWITCH	54	Vact	4a/2.1	6.2.2.1
SWIVEL	2	Vmot	4b.4/6	6.7.6
SWOLLEN	339	Vbp	1b/1.5.2	1.1.5.2
SWOLLEN LYMPH NODES	2	Nbp	1a/6.6.4	1.6.6.4
SWOLLEN SPLEEN	1	Nbp	1a/7.4	1.7.4.1
SWOON	4	Vbp	1b/1.5.1	1.1.5.1
SWORD	124	Nwar	9e/	5.15
SYLLABLE	6	G	8/2.1.1	10.2.1.1
SYLLABLES	2	G	8/2.1.1	10.2.1.1
SYMBOL	2	Nart	9f/	5.11
SYMPATHIZE	4	Vpsi	5d/2.3.2	8.3.2.3.2
SYMPATHY	2	Vpsi	5d/2.3.2	8.3.2.3.2
SYMPTOM	4	Nbp	1a/1.5.1	1.1.5.1
SYPHILI	0	Error	x/	x.x
SYPHILIS	8	Error	x/	x.x
SYRINGE	2	Nmed	9a/2	5.4
SYRUP	2	Nveg	2b.1/3.3.3	3.1.6.3
SYSTEMATIC	4	Vadj	5c/8.1	9.6.1.1
S	2	Error	x/	x.x
S	2	Error	x/	x.x
S	4	Error	x/	x.x
T	892	Error	x/	x.x
TABLE	172	Ndwel	9c/4	5.11.9.4
TABLELAND	0	Nnat	2c.1/6	3.2.5
TABOO	14	Ncult	9d/	5.8
TACKLE	2	Vhit	4c.1/	6.8
TACTFUL	2	Vadj	5c/3.1	9.6.1.2
TADPOLE	18	Nanim	2a.1/12	2.1.6
TAEL	106	Meas	6g/	9.8
TAIL	1161	Nbp	1a/4.10.1	1.4.10.1
TAIL!	2	Error	x/	x.x
