lgid	name	abbr	grpid	source	iso	lgcode	sort	srcofdata	picode	pinotes	pi_page	notes
1366	Sani [Nyi]	SaniYi	47	WAH-Sani	ysn	222	NYI	WAH-Sani	Nyi2		311	=YHJC-Sani, but normalized in db
1367	Sani [Nyi]	Sani	47	JAM-GSTC	ysn	222	NYI	MXL-Sani				
1368	Sani [Nyi]	Sa	47	JAM-TSR	ysn	222	NYI	MXL-Sani	Nyi3		312	
1369	Sani [Nyi]	Sa (Vial)	47	JAM-TSR	ysn	222	NYI	VIA1909				
1370	Sani [Nyi]	Sani	47	JAM-VSTB	ysn	222	NYI	MXL-Sani				
1371	Sani [Nyi]	Sani	47	PC	ysn	222	NYI					
1372	Sani [Nyi]	Nyi	47	RJL-DPTB	ysn	222	NYI	MXL-Sani?				
1373	Sani [Nyi]	Nyi Lolo	47	RJL-DPTB	ysn	222	NYI					
1374	Sani [Nyi]	Sani	47	RJL-DPTB	ysn	222	NYI	MXL-Sani				
1375	Sani [Nyi]	Sani Yi	47	RJL-DPTB	ysn	222	NYI					
1376	Sani [Nyi]	Nyi	47	STC	ysn	222	NYI					
1377	Sani [Nyi]	Nyi	47	VIA1909	ysn	222	NYI	VIA1909				
1378	Sani [Nyi]	Sani	47	WSC-SH	ysn	222	NYI					
1379	Sani [Nyi]	Sani	47	YHJC-Sani	ysn	222	NYI	YHJC-Sani	Nyi2		311	=WAH-Sani, but not normalized in db.
1380	Tibetan (Khams:Dege)	Tibetan.Khams3	24	ZMYYC	khg	299	TIBETAN (KHAMS)	ZMYYC	TibK1		399	(Dege = sDe-dge)
1381	Sema [Sumi]	Sema	65	AW-TBT	nsm	255	SUMI					
1382	Sema [Sumi]	Sema	65	GEM-CNL	nsm	255	SUMI	BOR-Sema	Sema1		347	
1383	Sema [Sumi]	Sema	65	SRE1976	nsm	255	SUMI	SRE1976	Sema2		348	PRS
1384	Sema [Sumi]	Sema Naga	65	STC	nsm	255	SUMI					
1385	Semang	Semang	57	GHL-PPB		365	SEMANG					Mon-Khmer; 'Semang' is a cover term
1386	Sengmai	Sngm	40	GHL-PPB	kdv	256	SENGMAI					
1387	Sgaw	Sgaw	50	ACST	ksw	257	SGAW	RBJ-KLS				
1388	Sgaw	Sg	50	AW-TBT	ksw	257	SGAW	AW-TBT				"Weidert: ""...I recorded in the field"" (p.334)"
1389	Sgaw	Sgaw	50	GHL-PPB	ksw	257	SGAW					
1390	Sgaw	Sgaw	50	JAM-GSTC	ksw	257	SGAW	RBJ-KLS				
1391	Sgaw	Sgaw	50	PKB-KLH	ksw	257	SGAW					
1392	Sgaw	Sgaw	50	RJL-DPTB	ksw	257	SGAW					
1393	Sgaw (Bassein)	BS	50	JAM-Ety	ksw	258	SGAW B	RBJ-KLS	Kare9		170	
1394	Sgaw (Bassein)	BS	50	RBJ-KLS	ksw	258	SGAW B	RBJ-KLS	Kare9		170	
1395	Sgaw (Bassein)	Karen (BS)	50	JAM-VSTB	ksw	258	SGAW B	RBJ-KLS				
1396	Sgaw (Delugong)	Sgaw	50	DHFRL	ksw	257	SGAW DELU	DHFRL	Kare3		171	
1397	Sgaw (Moulmein)	MS	50	JAM-Ety	ksw	259	SGAW M	RBJ-KLS	Kare10		172	
1398	Sgaw (Moulmein)	Karen (MS)	50	JAM-VSTB	ksw	259	SGAW M					
1399	Sgaw (Moulmein)	MS	50	RBJ-KLS	ksw	259	SGAW M	RBJ-KLS	Kare10		172	
1400	Shangge	Shange	84	RJL-DPTB	nst	260	SHANGGE					
1401	Shangge	Shangge	84	STC	nst	260	SHANGGE					
1402	Tibetan (Sherpa)	Sh	24	AH-CSDPN	xsr	303	TIBETAN (SHERPA)		TibSh2	<Ang Nyima Lama, Burkhard and Heiderose Schoettelndreyer	406	
1403	Sherpa	Sherpa	24	AW-TBT	xsr	303	TIBETAN (SHERPA)	AW-TBT				
1404	Gurung	Gurung	24	GLO1969	gvr	109	GURUNG	GLO1969				
1405	Sherpa	Sh	24	JAM-Ety	xsr	303	TIBETAN (SHERPA)	AH-CSDPN				
1406	Sherpa	Sherpa	24	JAM-VSTB	xsr	303	TIBETAN (SHERPA)	AH-CSDPN				
1407	Tibetan (Sherpa:Helambu)	SherpaH	24	B-ShrpaHQ	scp	362	TIBETAN (SHERPA)	B-ShrpaHQ	TibSh1		405	
1408	Xumi	Shix	34	SHK-ShixQ	sxg	261	XUMI	SHK-ShixQ	Shix1		351	"called ""Shixing"" by SHK"
1409	Xumi	Shixing20	34	ZMYYC	sxg	261	XUMI	ZMYYC	Shix1		351	"called ""Shixing"" by SHK"
1411	Asho	Sho	69	ACST	csh	46	ASHO					
1412	Asho	Sho	69	GHL-PPB	csh	46	ASHO	GHL-PPB				
1413	Asho	Sho	69	RJL-DPTB	csh	46	ASHO					
1414	Asho	Sho	69	STC	csh	46	ASHO					
1415	Asho	Ashö	69	STE-Asho	csh	46	ASHO					
1416	Hani (Shuikui)	Hani.Shuikui32	48	ZMYYC	hni	111	HANI (HAONI)		Hani4		129	
1417	Siyin	Siyin	68	JAM-GSTC	csy	262	SIYIN					
1418	Siyin	Siyin	68	OT-KnsI	csy	262	SIYIN					
1419	Siyin	Siyin	68	RJL-DPTB	csy	262	SIYIN					
1420	Siyin	Siyin	68	STC	csy	262	SIYIN					
1421	Siyin	Siyin	68	STE1955	csy	262	SIYIN	STE1955				
1422	Siyin	Siyin	68	STE1963	csy	262	SIYIN					
1423	Siyin	Siyin	68	WSC-SH	csy	262	SIYIN					
1424	Mao	Sopvoma	65	JAM-GSTC	nbi	263	MAO					
1425	Mao	Sopvoma	65	STC	nbi	263	MAO					
1426	Spiti	Spiti	24	CB-SpitiQ	spt	304	TIBETAN (SPITI)	CB-SpitiQ				
1427	Tibetan (Spiti)	Spiti	24	SRS-PSS	spt	304	TIBETAN (SPITI)	SRS-PSS	TibSp1		408	
1428	Burmese (Spoken Rangoon)	BurmeseMod40	44	ZMYYC	mya	67	BURMESE (SPOKEN)					
1429	Sui	Sui	57	ACST	swi	358	SUI					Tai-Kadai?
1430	Sulung [Puroik]	Sulung	4	SHK-Sulung	suv	264	SULUNG	SHK-Sulung	Sulo1		353	JS-HCST:13 says Sulung is not Tani
1431	Sulung [Puroik]	Sulong52	4	ZMYYC	suv	264	SULUNG	ZMYYC	Sulo1		353	JS-HCST:13 says Sulung is not Tani
1432	Sunwar	Sunwar	30	ACST	suz	265	SUNWAR					
1433	Sunwar	S	30	AH-CSDPN	suz	265	SUNWAR		Sunw1	<Gyen Singh Sunwar, Dora Bieri, Marlene Schulze	356	
1434	Sunwar	Sun	30	AW-TBT	suz	265	SUNWAR					
1435	Sunwar	sun	30	BM-PK7	suz	265	SUNWAR					<Bieri & Schulze 1971;CG?
1436	Sunwar	sung	30	BM-PK7	suz	265	SUNWAR					<CG
1437	Sunwar	Sun	30	JAM-Ety	suz	265	SUNWAR					
1438	Sunwar	Sun	30	JAM-GSTC	suz	265	SUNWAR					
1439	Sunwar	Sunwar	30	JAM-VSTB	suz	265	SUNWAR					
1440	Sunwar	Sunwari	30	STC	suz	265	SUNWAR					
1442	Tagin	Tagen Nishi	73	BOR1938	tgj	266	TAGIN	BOR1938				
1443	Tagin	Tagen B	73	JS-HCST	tgj	266	TAGIN	BOR1938				
1444	Tagin	Tagin	73	KDG-Tag	tgj	266	TAGIN	KDG-Tag	Tagi1		358	(­ Nishi)
1445	Tagin	Tagin DG	73	JS-HCST	tgj	266	TAGIN	KDG-Tag				
1446	Takpa	Takpa	22	RJL-DPTB	tkk	267	TAKPA *					
1447	Takpa	Takpa	22	STC	tkk	267	TAKPA *					
1448	Tam-Sem	Tam-Sem	23	AW-TBT	tdg	271	!TAM-SEM *	***				"AW-TBT: ""Semdzong Pyt., Western Tamang"""
1449	Taman	Taman	40	GHL-PPB	tcl	268	TAMAN					
1450	Tamang	Tam	23	AW-TBT	taj	270	TAMANG					
1451	Tamang	Tamang	23	MM1973		269	TAMANG R	MM1973				best source; =Risiangku? [Taylor/Hari/Pike var????]
1452	Tamang	Murmi	23	STC	tdg	271	TAMANG					
1453	Tamang (Risiangku)	Tamang (Ris)	23	JAM-VSTB	taj	270	TAMANG R					
1454	Tamang (Risiangku)	ris	23	MM-K78	taj	270	TAMANG R	MM-K78				
1455	Tamang (Risiangku)	Tam-Ris	23	MM-TamRisQ	taj	270	TAMANG R					same as MM-K78.ris?
1456	Tamang (Risiangku)	ris	23	MM-Thesis	taj	270	TAMANG R		Tama1		359	
1457	Tamang (Sahu)	T	23	AH-CSDPN	tdg	271	TAMANG S		Tama2	<Karna Bahadur Tamang, Doreen Taylor, Fay Everitt	362	
1458	Tamang (Sahu)	Tam-Sahu	23	AW-TBT	tdg	271	TAMANG S					
1459	Tamang (Sahu)	Tm	23	JAM-Ety	tdg	271	TAMANG S	MM,AH-CSDPN				
1460	Tamang (Sahu)	Tamang	23	JAM-VSTB	tdg	271	TAMANG S	AH-CSDPN				
1461	Tamang (Sahu)	sahu	23	MM-K78	tdg	271	TAMANG S	MM-K78				
1462	Tamang (Sahu)	sahu	23	MM-Thesis	tdg	271	TAMANG S	SIL-Sahu	Tama3		360	
1463	Tamang (Sahu)	Tamang Sahu	23	PC	tdg	271	TAMANG S					
1464	Tamang (Sahu)	Sahu	23	SIL-Sahu	tdg	271	TAMANG S	SIL-Sahu				=AH-CSDPN
1465	Tamang (Sindhuli)	Tam-Sind	23	AW-TBT	taj	270	TAMANG SI					Eastern Tamang, based on Ethnologue map
1466	Tamang (Taglung)	tag	23	MM-K78		273	TAMANG T	MM-K78				
1467	Tamang (Taglung)	tag	23	MM-Thesis		273	TAMANG T		Tama4		363	
1468	Tamang (Bagmati)	Tam-TP	23	AW-TBT	taj	270	TAMANG B					
1469	Tangkhul	Tank	66	AW-TBT	nmf	274	TANGKHUL	AW-TBT				
1470	Tangkhul	TN	66	Bhat-TNV	nmf	274	TANGKHUL	Bhat-TNL				
1471	Tangkhul	Tangkhul	66	GEM-CNL	nmf	274	TANGKHUL	WP-TNgd	Tank2		365	<WP-TNgd
1472	Tangkhul	TN	66	JAM-Ety	nmf	274	TANGKHUL					
1473	Tangkhul	Tangkhul	66	JAM-GSTC	nmf	274	TANGKHUL	WP-TNgd,Bhat-TNV				
1474	Tangkhul	TN	66	JAM-TSR	nmf	274	TANGKHUL					
1475	Tangkhul	TN	66	JAM-VSTB	nmf	274	TANGKHUL	WP-TNgd,Bhat-TNV				
1476	Tangkhul	Tangkhul Naga	66	JAM-VSTB	nmf	274	TANGKHUL	WP-TNgd,Bhat-TNV				
1477	Tangkhul	TN	66	PC	nmf	274	TANGKHUL					
1478	Tangkhul	Tangkhul	66	WP-TNgd	nmf	274	TANGKHUL	WP-TNgd	Tank2		365	
1480	Tangkhul	TN	66	RJL-DPTB	nmf	274	TANGKHUL					
1481	Tangkhul	Tangkhul	66	RJL-DPTB	nmf	274	TANGKHUL					
1482	Tangkhul	Tangkhul Naga	66	RJL-DPTB	nmf	274	TANGKHUL					
1483	Tangkhul	Tangkul	66	RJL-DPTB	nmf	274	TANGKHUL					
1484	Tangkhul	Tangkhul	66	STC	nmf	274	TANGKHUL					
1485	Tangkhul	Tangkhul	66	WSC-SH	nmf	274	TANGKHUL					
1486	Tangkhul	Thangkhul	66	WSC-SH	nmf	274	TANGKHUL					
1487	Tangkhul Naga (Ukrul)	Tangkhul	66	ARO1980	nmf	274	TANGKHUL U	ARO1980	Tank1		366	PRS
1488	Tangsa	Tang	84	AW-TBT	nst	275	TANGSA	AW-TBT				
1489	Tangsa (Moshang)	Tangsa (Mo)	84	GEM-CNL	nst	276	TANGSA (MOSHANG)	WAL1948	Tans1		369	
1490	Tangsa (Yogli)	Tangsa (Yog)	84	GEM-CNL	nst	277	TANGSA (YOGLI)	WAL1948	Tans1		369	
1491	Tangut [Xixia]	XIXIA	33	DQ-Xixia	txg	278	TANGUT					
1492	Tangut [Xixia]	Hs	33	JAM-MLBM	txg	278	TANGUT					
1493	Tangut [Xixia]	Tangut	33	MVS-Grin	txg	278	TANGUT	MVS-Grin	Xixi1		428	
1494	Tangut [Xixia]	Tangut1	33	NT-SGK	txg	278	TANGUT		Xixi2		427	transcription normalized
1495	Tangut [Xixia]	Tangut2	33	NT-SGK	txg	278	TANGUT		Xixi2		427	From 'Pearl in the Palm'
1496	Tangut [Xixia]	Tangut13	33	ZMYYC	txg	278	TANGUT					
1498	Tashigang	Tash	22	AW-TBT	tsj	195	TASHIGANG	RBJ-KLS				?? Is it from RBJ-KLS
1499	Taung-Yo	Taung-Yo	44	GHL-PPB	tco	280	TAUNG-YO					
1502	Tavoyan	Tavoyan	44	BER1965	tvn	281	TAVOYAN	BER1965				
1503	Tavoyan	TV	44	JO-PB	tvn	281	TAVOYAN	JO-PB				"Not ""PB"":WRITE JO for inventory (along with Arakanese)."
1504	Tavoyan	Tavoyan	44	PE1933	tvn	281	TAVOYAN	PE1933				
1505	Tavoyan	Tavoyan	44	STC	tvn	281	TAVOYAN					
1506	Tavoyan dial.	Tavoyan dial.	44	RJL-DPTB	tvn	281	TAVOYAN					
1507	Tengsa	Tengsa	63	GEM-CNL	njo	282	TENGSA					This is Tengsa of Yacham-Tengsa; sometimes also called Tangsa, but not to be confused with Tangsa proper.
1508	Tha'oa	Tha'oa (L)	71	GHL-PPB		4	THA'OA	***				prob. Thangaw village
1509	Thado	Thaadou	68	THI1972	tcz	283	THADO	THI1972	Thad1		370	PRS
1510	Thado	Thado	68	ACST	tcz	283	THADO					
1511	Thado	Thad	68	AW-TBT	tcz	283	THADO					
1512	Thado	Thado	68	JAM-GSTC	tcz	283	THADO					
1513	Thado	Thad	68	RJL-DPTB	tcz	283	THADO					
1514	Thado	Thado	68	RJL-DPTB	tcz	283	THADO					
1515	Thado	Thado	68	STC	tcz	283	THADO					
1516	Thado	Thado	68	WSC-SH	tcz	283	THADO					
1517	Thado	Thadou	68	KRI1980	tcz	283	THADO	KRI1980	Thad2		371	
1518	Thai	Siamese	57	JAM-GSTC	tha	284	THAI					
1519	Thai	Thai	57	JAM-MLBM	tha	284	THAI					
1520	Thakali	Th	23	AH-CSDPN	ths	285	THAKALI		Thak3	<Narendra Garchan, Nila Gauchan, Maria Hari	376	
1521	Thakali	Thak	23	AW-TBT	ths	285	THAKALI					
1522	Thakali	Tk	23	JAM-GSTC	ths	285	THAKALI					
1523	Thakali (Marpha)	mar	23	MM-K78	ths	286	THAKALI M	MM-K78				
1524	Thakali (Marpha)	mar	23	MM-Thesis	ths	286	THAKALI M		Thak1		373	
1525	Thakali (Syang)	syang	23	MM-K78	ths	287	THAKALI S	MM-K78				
1526	Thakali (Syang)	syang	23	MM-Thesis	ths	287	THAKALI S		Thak2		375	
1527	Thakali (Tukche)	Tk	23	JAM-Ety	ths	288	THAKALI T	AH-CSDPN	Thak3		376	
1528	Thakali (Tukche)	Thakali	23	JAM-VSTB	ths	288	THAKALI T	AH-CSDPN				
1529	Thakali (Tukche)	tuk	23	MM-K78	ths	288	THAKALI T	MM-K78				
1530	Thakali (Tukche)	tuk	23	MM-Thesis	ths	288	THAKALI T	SIL-Thak	Thak4		378	
1531	Thakali (Tukche)	Thak	23	SIL-Thak	ths	288	THAKALI T	SIL-Thak	Thak3	trans. normalized	376	trans. normalized
1532	Thangmi	Thami	18	AW-TBT	thf	289	THANGI	AW-TBT				
1533	Thangmi	Thami	18	STC	thf	289	THANGMI					
1534	Thangmi	Thami(Kiranti)	18	STC	thf	289	THANGMI					
1535	Thanphum	Thanphum	8	GHL-PPB		290	THANPHUM					
1536	Thebor	Thebor	20	JAM-Ety	jna	291	THEBOR					
1537	Thebor	Thebor	20	JAM-GSTC	jna	291	THEBOR					
1538	Thebor	Thebor	20	RJL-DPTB	jna	291	THEBOR					
1539	Thebor	Thebor	20	STC	jna	291	THEBOR					
1540	Thebor	Thebor	20	WSC-SH	jna	291	THEBOR					
1541	Thulung	Thul	30	AW-TBT	tdh	292	THULUNG					
1542	Thulung	thu	30	BM-PK7	tdh	292	THULUNG	BM-PK7				
1543	Thulung	TR	30	JAM-Ety	tdh	292	THULUNG	NJA-Thulung	Thul1		381	
1544	Thulung	Thulung Rai	30	JAM-VSTB	tdh	292	THULUNG	NJA-Thulung				
1545	Thulung	Thulung	30	NJA-Thulung	tdh	292	THULUNG	NJA-Thulung	Thul1		381	
1546	Thulung	Thulung	30	RJL-DPTB	tdh	292	THULUNG	NJA-Thulung				
1547	Thulung	Thulung	30	STC	tdh	292	THULUNG					
1548	Thulung	Thulung(Kiranti)	30	STC	tdh	292	THULUNG					
1549	Thulung	Thulung	30	WSC-SH	tdh	292	THULUNG					
1550	Tibetan (Amdo:Bla-brang)	Tibetan.Amdo4	24	ZMYYC	adx	294	TIBETAN (AMDO/B)	ZMYYC	TibA1		388	
1551	Tibetan (Central)	C.Tib	24	AW-TBT	bod	297	TIBETAN (CENTRAL)					
1552	Tibetan (Central)	C.Tib	24	HAJ-TED	bod	297	TIBETAN (CENTRAL)					
1553	Tibetan (Central)	Central T	24	STC	bod	297	TIBETAN (CENTRAL)					
1554	Tibetan (Ladakhi)	West T (Ladakhi)	24	RJL-DPTB	lbj	300	TIBETAN (LADAKHI)					
1555	Tibetan (Lhasa)	Lhasa T	24	RJL-DPTB	bod	301	TIBETAN (LHASA)					
1556	Tibetan (Lhasa)	MT	24	RJL-DPTB	bod	301	TIBETAN (LHASA)					< Jin 1983
1557	Tibetan (Lhasa)	Tibetan.Lhasa2	24	ZMYYC	bod	301	TIBETAN (LHASA)	ZMYYC	TibLh1		403	
1558	Tibetan (Spoken)	Tib	24	AW-TBT	bod	301	TIBETAN (SPOKEN)					
1559	Tibetan (Western)	West T	24	RJL-DPTB		306	TIBETAN (WESTERN)	STC				Is this really Western T?
1560	Tibetan (Western)	West T	24	STC		306	TIBETAN (WESTERN)					Is this really Western T?
1561	Tibetan (Written)	WT	24	ACST	xct	307	TIBETAN (WRITTEN)					
1562	Tibetan (Written)	WT	24	AW-TBT	xct	307	TIBETAN (WRITTEN)					
1563	Tibetan (Written)	tib	24	BM-PK7	xct	307	TIBETAN (WRITTEN)					
1564	Tibetan (Written)	Tibetan (Wr)	24	GEM-CNL	xct	307	TIBETAN (WRITTEN)					
1565	Tibetan (Written)	Tibetan	24	GHL-PPB	xct	307	TIBETAN (WRITTEN)					
1566	Tibetan (Written/Western?)	W	24	HAJ-TED	xct	307	TIBETAN (WRITTEN)	HAJ-TED	WT1			
1567	Tibetan (Written)	WT	24	HAJ-TED	xct	307	TIBETAN (WRITTEN)	HAJ-TED	WT1		383	
1568	Tibetan (Written)	WT	24	JAM-Ety	xct	307	TIBETAN (WRITTEN)	HAJ-TED	WT1		383	
1569	Tibetan (Written)	WT	24	JAM-GSTC	xct	307	TIBETAN (WRITTEN)	HAJ-TED	WT1		383	
1570	Tibetan (Written)	WT	24	JAM-II	xct	307	TIBETAN (WRITTEN)	***				
1571	Tibetan (Written)	WT	24	JAM-PC	xct	307	TIBETAN (WRITTEN)	***				
1572	Tibetan (Written)	WT	24	JAM-TIL	xct	307	TIBETAN (WRITTEN)	HAJ-TED	WT1		383	
1573	Tibetan (Written)	WT	24	JAM-TJLB	xct	307	TIBETAN (WRITTEN)	HAJ-TED	WT1		383	
1574	Tibetan (Written)	WT	24	JAM-VSTB	xct	307	TIBETAN (WRITTEN)	HAJ-TED	WT1		383	
1575	Tibetan (Written)	WTibetan	24	JS-Tib	xct	307	TIBETAN (WRITTEN)	HAJ-TED	WT1		383	
1576	Tibetan (Written)	WT	24	PC	xct	307	TIBETAN (WRITTEN)					
1577	Tibetan (Written)	T	24	RJL-DPTB	xct	307	TIBETAN (WRITTEN)	HAJ-TED				<STC
1578	Tibetan (Written)	T	24	STC	xct	307	TIBETAN (WRITTEN)					don’t use
1579	Tibetan (Written)	OT	24	WSC-SH	xct	307	TIBETAN (WRITTEN)					don’t use
1580	Tibetan (Written)	T	24	WSC-SH	xct	307	TIBETAN (WRITTEN)					don’t use
1581	Tibetan (Written)	Lhasa	24	ZLS-Tib	xct	307	TIBETAN (WRITTEN)					don’t use
1582	Tibetan (Written)	WT1	24	ZMYYC	xct	307	TIBETAN (WRITTEN)			donÕt use		
1584	Tibetan (Amdo:Zeku)	Amdo	24	JS-Amdo	adx	294	TIBETAN (AMDO/Z)	JS-Amdo				
1585	Tibetan (Amdo:Zeku)	Tibetan.Amdo5	24	ZMYYC	adx	294	TIBETAN (AMDO/Z)	ZMYYC	TibA2		389	
1586	Tibetan (Balti)	Balti	24	RAN1975	bft	295	TIBETAN (BALTI)	RAN1975	TibBl1		391	PRS     ;  (=sBalti)
1587	Tibetan (Balti)	West T(Balti)	24	STC	bft	295	TIBETAN (BALTI)					
1588	Tiddim	Tiddim	68	ACST	ctd	309	TIDDIM	EJAH-TC				
1589	Tiddim	Tid	68	AW-TBT	ctd	309	TIDDIM	AW-TBT				
1590	Tiddim	Tiddim	68	EJAH-TC	ctd	309	TIDDIM	EJAH-TC	Tidd1			
1591	Tiddim	Chin Tedim	68	GHL-PPB	ctd	309	TIDDIM					
1592	Tiddim	Tedim	68	GHL-PPB	ctd	309	TIDDIM					
1593	Tiddim	TC	68	JAM-Ety	ctd	309	TIDDIM	EJAH-TC	Tidd1		410	
1594	Tiddim	Tiddim	68	JAM-GSTC	ctd	309	TIDDIM	EJAH-TC	Tidd1		410	
1595	Tiddim	Tiddim Chin	68	JAM-VSTB	ctd	309	TIDDIM	EJAH-TC				
1596	Tiddim	OT-KnsI	68	OT-KnsI	ctd	309	TIDDIM	OT-KnsI				
1597	Tiddim	TC	68	PB-TCV	ctd	309	TIDDIM					what connex w/ EJAH
1598	Tiddim	Tiddim	68	RJL-DPTB	ctd	309	TIDDIM	EJAH-TC				
1599	Pyu [Tircul]	Tircul (Pyu)	44	GHL-PPB	pyx	236	PYU					
1600	Tosu	Tosu	34	NT-Tosu	ers	205	TOSU	NT-Tosu	Tosu1		413	should this be under Qiangic? [yes -DY]
1602	Trung [Dulong]	Trung	38	ACST	duu	310	TRUNG	STC				
1603	Trung [Dulong]	Tg	38	JAM-Ety	duu	310	TRUNG	LCP-Trung				
1604	Trung [Dulong]	Tg	38	JAM-GSTC	duu	310	TRUNG	LCP-Trung				
1605	Trung [Dulong]	Tg	38	JAM-II	duu	310	TRUNG					
1606	Trung [Dulong]	Trung	38	LCP-Trung	duu	310	TRUNG	LCP-Trung?				
1607	Trung [Dulong]	Trung	38	RJL-DPTB	duu	310	TRUNG	LCP-Trung ?				
1611	Tujia	TujB	41	CK-TujBQ	tji	313	TUJIA	CK-TujBQ				appears to be Northern Tujia (cf. JZ-Tujia)
1612	Tujia	TujM	41	CK-TujMQ	tjs	314	TUJIA	CK-TujMQ				appears to be Southern Tujia (cf. JZ-Tujia)
1613	Tujia	Tujia	41	DQ-Tujia		313	TUJIA	DQ-Tujia				
1614	Tujia	Tujia	41	PC	tji	313	TUJIA					Northern Tujia?
1615	Tujia	Tujia38	41	ZMYYC	tji	313	TUJIA					appears to be Northern Tujia (cf. JZ-Tujia)
1616	Tujia (Northern)	TJls	41	JZ-Tujia	tji	313	TUJIA	JZ-Tujia	Tuji1		419	(Longshan County)
1617	Tujia (Southern)	TJlx	41	JZ-Tujia	tjs	314	TUJIA	JZ-Tujia	Tuji2		421	(Luxi County)
1618	Ugong	Ugong	48	DB-Ugong	ugo	243	UGONG	DB-Ugong	Ugon1		423	
1619	Ugong	Kanburi Lawa=Ugong	48	STC	ugo	243	UGONG					
1621	Hayu	Vayu	30	HOD1857	vay	116	HAYU	HOD1857?				
1622	Hayu	Vayu	30	LSI	vay	116	HAYU	LSI?				
1623	Vietnamese	Vn	57	ACST	vie	204	VIETNAMESE					
1624	Waling	Waling	29	ACST	wly	315	WALING					
1625	Waling	Waling	29	STC	wly	315	WALING					
1626	Wanang	Wanang	82	JAM-Ety	kdq	316	WANANG	RB-PB				
1627	Wanang	Wanang	82	RB-PB	kdq	316	WANANG	RB-PB	Wana1		425	
1628	Wancho	Wancho	85	GEM-CNL	nnp	317	WANCHO	PEA1972, PEA1873	Wanc1		426	
1629	Wancho	Wan	85	JAM-Ety	nnp	317	WANCHO	GEM-CNL				
1630	Wancho	Wancho	85	JAM-GSTC	nnp	317	WANCHO	GEM-CNL				
1631	Wancho	Wancho	85	JAM-TSR	nnp	317	WANCHO					
1632	Wancho	Wa	85	WTF-PNN	nnp	317	WANCHO	GEM-CNL	Wanc1		426	
1633	Womatu	Womatu	69	GHL-PPB	hlt	185	WOMATU					prob. Matu Chin
1634	Woni	Woni	48	JAM-GSTC	how	114	WONI	YC-Woni				
1635	Woni	Wo	48	JAM-TSR	how	114	WONI	YC-Woni				
1636	Woni	Woni	48	YC-Woni	how	114	WONI	YC-Woni				
1638	Xongsai	Xongsai	71	GHL-PPB	mrh	320	XONGSAI					=Tlongsai (Mara)?
1639	Yacham	Yacham	63	GEM-CNL	njo	321	YACHAM					This is Yacham of Yacham-Tengsa.
1640	Yacham-Tengsa	Yacham-Tengsa	63	GEM-CNL	njo	322	YACHAM-TENGSA	JPM-Ao	Yach1		431	
1641	Yacham-Tengsa	Yacham-Tengsa	63	WTF-PNN	njo	322	YACHAM-TENGSA					
1642	Yakha	Yakha	31	ACST	ybh	323	YAKHA					
1643	Yakha	Yakha	31	STC	ybh	323	YAKHA					
1644	Yakha	Yakha	31	TK-Yakha	ybh	323	YAKHA	TK-Yakha	Yakh1		433	
1645	Yakha	Yakha	31	WSC-SH	ybh	323	YAKHA					
1646	Yakkha-Dewan	Yak-Dew	31	AW-TBT	ybh	323	YAKHA					
1648	Yakha	Yak	31	AW-TBT	ybh	323	YAKHA					
1649	Yamphe	Yam	31	AW-TBT	yma	324	YAMPHE					Probably the same as Yamphu Rai(?)
1650	Yangphe	Yangphe	31	AW-TBT	yma	324	YANGPHE					Probably the same as Yangphu = Yamphu Rai (?)
1651	Yano	Yano Bengni	73	BOR1938	njz	305	YANO	BOR1938				
1652	Yano	Yano B	73	JS-HCST	njz	305	YANO	BOR1938				
1653	Yawdwin	Yawdwin	8	ACST	mwq	77	YAWDWIN					
1654	Yawdwin	Yawdwin	8	STC	mwq	77	YAWDWIN					
1655	Yi (Dafang)	Dafang	46	DQ-Dafang	yig	326	YI (DAFANG)					
1656	Yi (Dafang)	YIdf	46	JZ-Yi	yig	326	YI (DAFANG)		YiDf1		434	
1657	Yi (Dafang)	Dafang	46	PC	yig	326	YI (DAFANG)					
1658	Yi (Dafang)	Yi.Dafang22	46	ZMYYC	yig	326	YI (DAFANG)	ZMYYC	YiDf1		434	
1659	Yi (Liangshan)	Yi	46	LI1981	iii	332	YI (LIANGSHAN)	LI1981?				
1660	Yi (Liangshan)	Yi (Liangshan)	46	PC	iii	332	YI (LIANGSHAN)					
1661	Yi (Lishan)	YIls	46	DLF-Gazhuo	nos	327	YI (LISHAN)					Lishan is in Tonghai County
1662	Yi (Mile)	Yi.Mile25	46	ZMYYC		328	YI (MILE)	ZMYYC	YiMl1		435	
1663	Yi (Mojiang)	Yi.Mojiang26	46	ZMYYC	nsd	329	YI (MOJIANG)	ZMYYC	YiMj1		437	
1664	Yi (Nanhua)	Yi.Nanhua24	46	ZMYYC	ycl	330	YI (NANHUA)	ZMYYC	YiNh1		439	
1665	Yi (Nanjian)	YInj	46	JZ-Yi	ywt	331	YI (NANJIAN)	JZ-Yi	YiNj1		440	
1666	Yi (Nanjian)	Yi.Nanjian23	46	ZMYYC	ywt	331	YI (NANJIAN)	ZMYYC	YiNj1		440	
1667	Yi (Xide)	XYi	46	CSL-YIzd	iii	332	YI (XIDE)	CSL-YIzd				
1668	Yi (Xide)	Xide Loloish	46	JAM-GSTC	iii	332	YI (XIDE)					
