rn	type	text
15925	I	<par>1384? See below</par>
15936	I	<par>M1: 181/229?</par>
17795	I	<par>1384? See below</par>
17805	I	<par> hard to tell if either or both syllables are from 632 or 635. Or 632,625 by analogy with Lahu Xi, Lisu.</par>
17832	T	<par>Gazhuo <latinform>ɕo³³</latinform> and Shuikui <latinform>ɕiõ³³</latinform> are probably loans from Chinese <hanform>胸</hanform> (Mand. <latinform>xiōng</latinform>) ‘chest’.</par>
