rn	type	text
506254	O	<par>calque?</par>
506361	O	<par>calque from píng ba tsi?</par>
506408	O	<par>cf. &apos;wrinkle&apos;.</par>
506432	I	<par>Loan from Tibetan, cf. Tibetan (Khams) dʑa³¹ kha⁵³  &apos;country / nation&apos;.</par>
506467	O	<par>cf. &apos;female&apos;?</par>
506537	O	<par>calque?</par>
506591	O	<par>cf. &apos;pit, stone&apos;</par>
506610	O	<par>calque</par>
506637	O	<par>cf. &apos;horn&apos;.</par>
506675	O	<par>cf. &apos;tree, wood&apos;.</par>
506796	I	<par>Loan from Chinese, cf. Chinese mùjiàng 木匠 ‘carpenter’.</par>
506895	O	<par>m2 looks like borrowing, but cf. Yadu ɛ tɕɛ &apos;wife of elder brother&apos;.</par>
507118	O	<par>s2 in wild animal names (Evans 1999).</par>
507158	O	<par>Sichuanese diao ling zi. cf. &apos;squirrel&apos;</par>
507164	I	<par>probably a loan from Tibetan spjang-khu</par>
507187	O	<par>&quot;mountain chicken&quot;</par>
507332	O	<par>cf. &apos;charcoal&apos;</par>
507403	O	<par>Sichuanese /tser³¹ gen⁵⁵/</par>
507408	I	<par>Loan from Chinese, cf. Chinese báicài 白菜  &apos;Chinese cabbage, bok choy&apos;.</par>
507410	O	<par>calque?</par>
507415	I	<par>Loan from Chinese, cf. Chinese hǎijiāo 海椒 &apos;sea (foreign) pepper&apos; or perhaps hǎizǐ 海子 &apos;sea (foreign) -nom&apos;.</par>
507416	I	<par>Loan from Chinese, cf. Chinese hǎijiāo 海椒 &apos;sea (foreign) pepper&apos;.</par>
507425	I	"<par>Borrowing from Chinese, cf. Chinese 洋芋	yángyù &apos;potato&apos;.</par>"
507426	I	"<par>Borrowing from Chinese, cf. Chinese 洋芋	yángyù &apos;potato&apos;.</par>"
507427	I	<par>Loan from Chinese, cf. Chinese 紅薯 hóngshǔ &apos;sweet potato&apos;.</par>
507428	I	<par>Loan from Chinese, cf. Chinese 紅薯 hóngshǔ &apos;sweet potato&apos;.</par>
507458	I	"<par>Probable loan from Chinese <hanform>木耳</hanform>, but possibly a reflex of <xref ref=""2472"">#2472</xref>.</par>"
507464	I	<par>This form is a bit tricky.  It looks like mú might actually mean ‘fire’, in which case there is a scribal error in the gloss note (i.e. perhaps the author intended m + &apos;smoke&apos; but accidentally entered &apos;smoke&apos; + m).  However, it is also possible that mú is a shortened form of mù khú  &apos;smoke&apos;, in which case the gloss note is correct as entered.</par>
507466	O	<par>calque &apos;smoke&apos;.</par>
507538	I	<par>Loan from Chinese, cf. Chinese hújiāo 胡椒 &apos;black pepper&apos;.</par>
507540	O	<par>(one kind tastes like mutton).</par>
507561	O	<par>calque &apos;smoke&apos;.</par>
507783	O	<par>calque?</par>
507784	O	<par>calque?</par>
507806	I	"<par>Loan from Chinese, cf. Chinese yǐzi 椅子	&apos;chair&apos;.</par>"
507808	I	<par>Loan from Chinese, cf. Chinese bǎndèng 板凳 ‘wooden stool’.</par>
507809	I	<par>Loan from Chinese, cf. Chinese bǎndèng 板凳 ‘wooden stool’.</par>
507811	I	<par>Loan from Chinese, cf. Chinese bǎndèng 板凳 ‘wooden stool’.</par>
507812	I	<par>Loan from Chinese, cf. Chinese bǎndèng 板凳 ‘wooden stool’.</par>
507834	I	<par>Loan from Chinese, cf. Chinese shuāzi 刷子 &apos;brush&apos;.</par>
507835	I	<par>Loan from Chinese, cf. Chinese shuāzi 刷子 &apos;brush&apos;.</par>
507882	O	<par>first syllable reputedly &quot;heavens&quot; (from shape of bottom)</par>
507924	I	<par>Loan from Chinese, cf. Chinese hǎijiāo 海椒 &apos;sea (foreign) pepper&apos;.</par>
507988	O	<par>cf. &apos;price&apos;</par>
508059	O	<par>2d syll refers to shape.</par>
508097	I	<par>or #2302 (*kaw BASKET)</par>
508156	O	<par>cf. &apos;pit/stone&apos;, &apos;testicles&apos; (Evans 1999).</par>
508202	I	<par>Loan from Chinese, cf. Chinese mò 墨 &apos;ink stick, ink&apos;.</par>
508203	I	<par>Loan from Chinese, cf. Chinese mòshuǐ 墨水 ‘ink’.</par>
508204	I	<par>Loan from Chinese, cf. Chinese mò 墨 &apos;ink stick, ink&apos;.</par>
508205	I	"<par>Loan from Chinese, cf. Chinese hézi 盒子	&apos;box&apos;.</par>"
508206	I	"<par>Loan from Chinese, cf. Chinese hézi 盒子	&apos;box&apos; and mò 墨 ‘ink stick, ink’</par>"
508209	O	<par>Sichuanese: tsha³⁵ tsɨ</par>
508218	O	<par>s1 is fused</par>
508228	O	<par>cf. &apos;speech&apos;</par>
508237	O	<par>cf. &apos;song&apos;</par>
508285	O	<par>calque (Evans 1999).</par>
508324	O	<par>calque</par>
508362	O	<par>Sichuanese tsao³⁵ nə³¹ = &apos;misfortune&apos;</par>
508367	O	<par>cf. &apos;fear&apos;</par>
508384	O	<par>cf. &apos;speech&apos;</par>
508409	O	<par>cf. &apos;bright&apos;</par>
508451	O	<par>cf. &apos;follow&apos;, &apos;after&apos;, etc.</par>
508467	O	<par>occurs in words for mtn top, roof, etc.</par>
508584	O	<par>Ch. (dà bàn yè)</par>
508587	O	<par>calque (Evans 1999).</par>
508588	O	<par>calque (Evans 1999).</par>
508589	O	<par>calque</par>
508590	O	<par>calque (Evans 1999).</par>
508591	O	<par>calque</par>
508593	O	<par>calque.</par>
508594	O	<par>calque (Evans 1999).</par>
508598	O	<par>calque (Evans 1999).</par>
508599	O	<par>calque (Evans 1999).</par>
508600	O	<par>calque (Evans 1999).</par>
508601	O	<par>calque (Evans 1999).</par>
508602	O	<par>calque (Evans 1999).</par>
508603	O	<par>calque (Evans 1999).</par>
508604	O	<par>calque (Evans 1999).</par>
508607	O	<par>calque</par>
508608	O	<par>calque</par>
508609	O	<par>calque (Evans 1999).</par>
508610	O	<par>calque (Evans 1999).</par>
508611	O	<par>calque (Evans 1999).</par>
508612	O	<par>calque (Evans 1999).</par>
508616	O	<par>cf. &apos;sun&apos;</par>
508629	O	<par>calque.</par>
508630	O	<par>calque.</par>
508631	O	<par>calque</par>
508632	O	<par>calque</par>
508633	O	<par>calque.</par>
508634	O	<par>calque.</par>
508635	O	<par>calque.</par>
508636	O	<par>calque.</par>
508637	O	<par>calque.</par>
508638	O	<par>calque.</par>
508639	O	<par>calque</par>
508640	O	<par>calque</par>
508641	O	<par>calque.</par>
508642	O	<par>calque.</par>
508643	O	<par>calque.</par>
508644	O	<par>calque.</par>
508645	O	<par>calque.</par>
508646	O	<par>calque.</par>
508647	O	<par>calque.</par>
508648	O	<par>calque.</par>
508649	O	<par>calque.</par>
508650	O	<par>calque.</par>
508663	O	<par>cf. &apos;yesterday&apos;</par>
508665	O	<par>cf. &apos;two days ago&apos;</par>
508708	O	<par>calque?</par>
508799	O	<par>&lt;WT stoŋ ?</par>
508892	O	<par>Mandarin zhuā &apos;seize&apos;</par>
508901	O	<par>cf. &apos;bowl&apos;</par>
508949	O	<par>cf. MC &apos;road&apos;</par>
