rn	type	text
508955	O	<par>cf. &apos;clear&apos;.</par>
509119	O	<par>cf. &apos;part&apos;</par>
509221	O	<par>cf. &apos;-self&apos; words</par>
509256	O	<par>cf. &apos;round&apos;</par>
509260	O	<par>cf. &apos;horse&apos;.</par>
509478	O	<par>cf. &apos;big&apos;</par>
509505	O	<par>cf. &apos;cold&apos;</par>
509523	O	<par>cf. &apos;good&apos;</par>
509524	O	<par>cf. &apos;good&apos;</par>
509567	O	<par>cf. &apos;quiet&apos;</par>
509568	O	<par>cf. &apos;poison&apos;.</par>
509575	O	<par>cf. &apos;clean&apos;</par>
509591	O	<par>cf. &apos;speech&apos;</par>
509647	O	<par>calque</par>
509759	O	<par>cf. &apos;hammer&apos;</par>
509845	O	<par>cf. &apos;good&apos;.</par>
509931	O	<par>tshɨ́=thorn</par>
510055	O	<par>&lt;Ch. doù ?</par>
510101	O	<par>cf. &apos;hammer&apos;.</par>
510255	O	<par>cf. &apos;fire&apos;?</par>
510284	O	<par>cf. &apos;chew&apos;</par>
510341	O	<par>cf &apos;teach&apos;</par>
510460	O	<par>cf. &apos;ride&apos;</par>
510483	O	<par>cf. &apos;quilt&apos;</par>
510862	O	<par>cf. &apos;moisten&apos;</par>
511095	O	<par>cook, as pancake</par>
511177	O	<par>cf. &apos;deaf&apos;.</par>
511218	O	<par>cf. &apos;cover&apos;</par>
511251	O	<par>cf. &apos;pinch&apos;.</par>
511427	O	<par>cf. gǎo &apos;do&apos; (in chin.)</par>
511523	O	<par>cf. &apos;blow&apos;</par>
511664	O	<par>cf. &apos;close&apos;</par>
511672	I	<par>Loan from Chinese, cf. Chinese shuāzi 刷子 &apos;brush&apos;.</par>
511678	O	<par>cf. &apos;know&apos;</par>
511684	O	<par>cf. &apos;old&apos;</par>
511768	O	<par>cf. &apos;landslide&apos;</par>
511811	O	<par>calque?</par>
511883	O	<par>cf. &apos;urinate&apos;.</par>
511999	O	<par>calque?</par>
512026	I	<par>Probable loan from Chinese, cf. Chinese xuě 雪&apos;snow&apos;, qiú 球 &apos;ball&apos;.</par>
512152	O	<par>cf. &apos;chew cud&apos; in LX</par>
512342	O	<par>cf. &apos;arrow&apos;?</par>
512381	O	<par>cf. &apos;repair&apos;. calque?</par>
512418	O	<par>cf. &apos;go&apos;, &apos;foot&apos;</par>
512473	O	<par>calque.</par>
