rn	type	text
441450	T	<par>Benedict 1941/2008:129 observes that this form &quot;appears to be metathesized&quot;, implying an earlier form <latinform>mi-b-long</latinform>.</par>
441451	I	"<par>The first syllable means &apos;person&apos; &lt; <xref ref=""1002"">#1002</xref>.</par>"
