rn	type	text
473452	T	<par>Possible loan from Indic, cf. Sanskrit bíḍāla.</par>
474967	I	<par>mat, mə(y), mɤ in the various words for &apos;tiger&apos; in the Bodo-Garo languages are morphemes that appear in various terms for large animals.  mo, ma, mi are less clear, but may appear through vowel harmony?</par>
475239	I	<par>&apos;nok&apos; appears to mean &apos;house&apos;.</par>
475560	I	<par>Loan from Indic, cf. Sanskrit lāṅgūlá.</par>
476383	I	<par>&apos;nok&apos; appears to mean &apos;house&apos;.</par>
