rn	type	text
8815	I	<par>BP pfx?</par>
8816	I	<par>BP pfx?</par>
8823	I	<par>m = x786?</par>
8825	T	<par>Nepali loan.</par>
8839	T	"<par>Although Newar <latinform>cũ</latinform> resembles reflexes of <xref ref=""5539"">#5539</xref>, the nasalization of the vowel leads me to include it in the present set.</par>"
8839	I	<par>KPM note: He is doubtful that the same word is used for all three glosses.</par>
8840	T	<par>According to K. P. Malla (p.c. 2007), the basic meaning of this form is &apos;breast&apos;, although it is also used euphemistically for &apos;vagina&apos;. He is doubtful that the same word is used for all three glosses.</par>
8841	I	<par>Newar forms could be analysed as <latinform>ne-pu</latinform> (434,252)</par>
8856	T	<par>Nepali loan.</par>
8857	T	<par>Nepali loan.</par>
8859	T	<par>Sanskrit loan.</par>
8862	T	<par>Nepali loan.</par>
8863	T	<par>Nepali loan.</par>
8867	I	<par>Cognacy uncertain -- check with Carol Genetti.</par>
8875	T	<par>Nepali loan.</par>
8877	T	<par>Nepali</par>
8878	I	<par>Loan from Indic, cf. Nepali mākuro and mākal.</par>
8883	T	<par>Nepali</par>
8888	T	<par>KPM note: fog?</par>
8889	T	<par>Sanskrit - pṛlhrī</par>
8892	T	<par>=sour?</par>
8896	T	<par>Nepali loan.</par>
8902	T	<par>Sanskrit -  ākāsá</par>
8903	T	<par>Sanskrit -  ākāsá</par>
8915	T	<par>Sanskrit.<br />KPM note: baṭa</par>
8916	T	<par>Sanskrit.<br />KPM note: baṭa</par>
8917	T	<par>Sanskrit.</par>
8918	T	<par>Nepali loan.</par>
8919	T	<par>Sanskrit - kaṇṭa</par>
8924	T	<par>Nepali.    ~<br />KPM note: kāḍhā = lhoṝn</par>
8930	T	<par>Nepali loan.<br />KPM note: He is doubtful that the same word is used for all three glosses.</par>
8937	T	<par>Sanskrit - varṣa</par>
8952	I	<par>same form for &apos;born&apos; and &apos;burn&apos; !?</par>
8980	T	<par>Nepali loan.</par>
8983	I	<par>Nepali</par>
8984	I	<par>cf. Newar.</par>
8995	T	<par>Nepali loan.</par>
8996	T	<par>Nepali loan.</par>
9001	T	<par>Nepali loan.</par>
9015	T	<par>Sanskrit.<br />muṇḍa &gt; mvaṇḍa &gt; mola &gt; mor.</par>
9031	T	<par>Urdu/Hindi</par>
