rn	type	text
13742	T	<par>Gazhuo <latinform>ji³¹ tsɿ³³</latinform> &apos;head&apos;.</par>
13802	T	<par>Gazhuo <latinform>-u</latinform> has been completely swallowed up by the nasal initial in <latinform>ŋ³³</latinform>, a phenomenon which is typical of Loloish: e.g. the Lahu phonemic syllable /<latinform>mu</latinform>/ is pronounced as a syllabic labiodental nasal [<plainlatinform>ɱ̩</plainlatinform>] (see Matisoff 1973, <emph>The Grammar of Lahu</emph>, pp. 3-4).</par>
13840	I	<par>Is this tag right? Cf. FACE. 2nd morpheme homophonous with EYE?</par>
13853	I	<par>48?</par>
13859	I	<par>tag?</par>
13862	I	<par>fe:see 3 next p;fu below.=*<latinform>wu</latinform>? Rel. to <emph>pu</emph>? Why <emph>?</emph>?</par>
13866	I	<par>1384? See below</par>
13868	I	<par>1384?</par>
13868	I	<par>1384? THROUGHOUT: is <latinform>-</latinform><latinform>mi</latinform> = <latinform>-</latinform><latinform>ma(k</latinform><latinform>)</latinform>??</par>
13869	I	<par>prefer 181 to 229?</par>
13869	I	<par>Possible loan from Chinese, cf. Chinese gān 肝 &apos;liver&apos;.</par>
13870	I	<par>BP pfx?</par>
13873	I	<par>2102? 2104? 2106?</par>
13874	I	<par>315 or 2102? M2 = 1384? or p?</par>
13882	T	<par>Gazhuo <latinform>pao³³</latinform> evidently a loan from Chinese (cf. Mandarin <hanform>胞</hanform> <plainlatinform>bāo</plainlatinform>).</par>
