rn	type	text
67091	I	<par>properly tagged?</par>
67933	I	<par>division? also rel. to above?</par>
68105	I	<par>second syl = vb suf? cf #68404, skin.</par>
68484	I	<par>division?</par>
68681	I	<par>as above this page. M1: 1381?? 191??</par>
68681	I	<par>Check with Martine Mazaudon: &lt;<reconstruction>*nat</reconstruction>?</par>
68744	I	<par>check with Martine: 1st syl &lt; *<latinform>mwəy</latinform> (130) or &lt; *<latinform>myit</latinform> (1383)?</par>
