rn	type	text
37593	T	<par>Lit. &quot;iron bird.&quot;</par>
37658	I	<par>cf. <latinform>gan</latinform> etc.</par>
37920	I	<par>Lit. &quot;head-covering&quot;? Cf. WT <latinform>sgro-ba</latinform> ‘bark of a species of willow’ and <latinform>sgro</latinform> &apos;feather&apos;.</par>
38032	I	<par><latinform>pə</latinform>: cf. ba above</par>
38093	I	<par>⪤ <latinform>ḥchi</latinform>.</par>
