srcabbr	citation	author	year	imprint	title	location	status	dataformat	format	callnumber	scope	totalnum	refonly	citechk	pi	infascicle	haveit	todo	proofer	inputter	dbprep	dbload	dbcheck	notes
AJ-BED	Judson 93	Judson, Adoniram	1893	Rangoon: Baptist Board of Publications	Burmese-English dictionary				Dictionary  (XL)			0	F		F			Defer						
