srcabbr	citation	author	year	imprint	title	location	status	dataformat	format	callnumber	scope	totalnum	refonly	citechk	pi	infascicle	haveit	todo	proofer	inputter	dbprep	dbload	dbcheck	notes
RAV1974	Ravindran 74	Ravindran, N.	1974	(Phonetic Reader Series, 10). Mysore: CIIL	Angami phonetic reader				Art./Monograph			250	F		F			Eval						JP 7/23/97:  Source located with other phonetic readers.  No wordlist per se, but scattered small lists.  Estimated total forms:  250.  Rough estimate.
