rn	type	text
171316	I	<par><plainlatinform>to-kolak-ret</plainlatinform> = PRFX-head-bone<br /><plainlatinform>mang-ko</plainlatinform> = corpse-head = &apos;human head trophy&apos;</par>
171428	I	<par>Tagged with 495 *ko THROAT/NECK (6/15/95) because of similarity with Wancho din-ku (171430), rather than with 389 *gwa NECK.</par>
171515	I	<par>doubtful reflex of <reconstruction>*s-ŋa</reconstruction> 634.</par>
171529	I	<par>doubtful reflex of <reconstruction>*s-ŋa</reconstruction> 634.</par>
171812	T	<par>Phom <reconstruction>**ji</reconstruction> expected (French 1983: n.582, p.127. Also in Marrison 1967)</par>
171925	I	<par>The first element means &quot;bird&quot;.</par>
172097	T	"<par>Mzieme <latinform>mam</latinform> looks like <xref ref=""3457"">#3457</xref>, but the gloss &apos;kiss&apos; shows that it belongs here.</par>"
172326	T	"<par>Note the reduction of <xref ref=""253"">#253</xref> to a syllabic nasal in Liangmei <latinform>n dui</latinform>.</par>"
172422	T	<par>Hutton 1921 (The Sema Nagas), p. 430: &apos;atha <emph>(fat)</emph>, amizü (<emph>kerosine</emph> [sic.], lit. <emph>&quot;fire-water&quot;</emph>)&apos;.</par>
172507	T	<par>Ao <latinform>mejang</latinform> probably &lt; Karbi <latinform>mék jáng-</latinform>.</par>
172796	T	<par>This Chang form perhaps represents a stop-final allofam of this root.</par>
172823	T	<par>Marrison has <latinform>arveng, vengkong</latinform> glossed as &apos;wing&apos;, but Walker (1925), Marrison&apos;s putative source, has <latinform>arveng</latinform> meaning &apos;feather&apos; (p. 13).</par>
236393	I	<par>The tilde over <latinform>u</latinform> is in the original (Vol II, p. 10), but it was probably supposed to be <latinform>ü</latinform>.</par>
236526	T	<par>&lt;K&gt; follows copy.</par>
237490	I	<par>My Lotha consultant says this form should be <latinform>loŋtsə-a</latinform>.</par>
237679	T	<par>&lt; Hindi <latinform>tāmbūla</latinform></par>
237731	I	<par>This is actually <latinform>ŋ̩¹-kək²</latinform>, with a syllabic velar nasal prefix.</par>
237915	T	<par>Loan from Hindi <latinform>kāgada</latinform> or Assamese <latinform>kakot</latinform> &apos;paper&apos;.</par>
237924	T	<par>Loan from Hindi <latinform>kāgada</latinform> or Assamese <latinform>kakot</latinform> &apos;paper&apos;.</par>
237933	T	<par>Loan from Hindi <latinform>kāgada</latinform> or Assamese <latinform>kakot</latinform> &apos;paper&apos;.</par>
237934	I	<par>Loan from Hindi <latinform>kāgada</latinform> &apos;paper&apos;.</par>
238095	I	<par>My Lotha consultant does not recognize this form. &apos;Bread&apos; should be <latinform>həm¹rəʔ³</latinform>.</par>
238289	I	<par>This may be <latinform>ki-ok-tsü</latinform> (house-sweep-suf.)</par>
238328	T	<par>The literal meaning of this compound is &quot;frog-eye.&quot;</par>
238396	I	<par>According to my Lotha consultant, this refers only to the burning or charring of food.</par>
238475	T	<par>Cf. Clark (1911:660): &quot;<strong>SCONGZANG-LIZANG</strong>, all kinds of seeds, fruits, grains, nuts or berries. All kinds of little trees, brush, sprouts, shrubs, etc.&quot;</par>
238942	I	<par>Period in original looks like a typo.</par>
239949	T	<par>The first character is hard to read in the source; it appears to be &lt;n&gt;, but it could also be &lt;h&gt;.</par>
240240	I	<par>house+door or house+shut (as in Ao)?</par>
240348	I	<par>2nd syllable may be onomatopoetic (cf. Clark 1911:650).</par>
240464	I	<par>ear+flower ?</par>
240705	I	<par>cf. Chokri <latinform>mülü</latinform> &apos;believe&apos;</par>
240805	T	<par>The final character is illegible in the source.</par>
240846	T	<par>The third character is illegible in the source.</par>
241360	I	"<par>cf. <xref ref=""4343"">#4343</xref></par>"
242323	I	"<par>cf. <xref ref=""4942"">#4942</xref></par>"
242681	T	<par>The fourth character is illegible in the source.</par>
242804	I	<par>this+LOC</par>
243077	T	<par>Error in original: <latinform>teimla</latinform> is a noun, not a verb.</par>
243377	T	<par>The third character is illegible in the source.</par>
243399	I	<par>lit. &apos;book-water&apos;, where &apos;book&apos; is a loan from Hindi <latinform>kāgada</latinform> &apos;paper&apos;.</par>
243564	T	<par>The fourth character is illegible in the source; it appears to be either &lt;n&gt; or &lt;r&gt;.</par>
243655	T	<par>Tangkhul <latinform>ka</latinform>, Kachai <latinform>-kə-</latinform>, and Garo <latinform>ga-</latinform> reflect the same velar prefix.</par>
244827	I	"<par>cf. <xref ref=""4764"">#4764</xref></par>"
244864	I	"<par>The first syllable means &apos;heart&apos;. Cf. the Maram and Meithei forms under <xref ref=""3494"">#3494</xref>, above.</par>"
244869	I	"<par>The second syllable of the Maram form, as well as the first syllable of the Meithei form mean &apos;heart&apos; &lt; <xref ref=""1381"">#1381 </xref> <reconstruction>*m-luŋ</reconstruction> HEART.</par>"
245125	T	<par>Assamese <latinform>am</latinform> &apos;mango&apos;</par>
245650	I	<par>Form not bolded because of parentheses. Bold by hand.</par>
246094	I	"<par>cf. <xref ref=""4316"">#4316</xref></par>"
246613	T	<par>&apos;write-INSTR&apos;, with nasal place assimilation in &apos;write&apos;</par>
246703	I	"<par>cf. <xref ref=""4603"">#4603</xref></par>"
248158	I	"<par>cf. PKC <latinform>*yuŋ</latinform> FINGER / TOE / ROOT (mesoroot of <xref ref=""320"">#320</xref>).</par>"
248273	T	<par>The second character is hard to read in the source; it appears to be &lt;o&gt;, but it could also be &lt;e&gt;. The fourth character is illegible.</par>
248659	T	<par>After the &lt;u&gt;, there appears to be an &lt;m&gt; which has been typed over with a comma. It is not clear whether the &lt;m&gt; is part of the form.</par>
248662	I	"<par>cf. <xref ref=""4880"">#4880</xref></par>"
248930	I	<par>house-stay-AGT</par>
248949	I	<par>house-stay-AGT</par>
248954	I	<par>house-remain-AGT</par>
249600	I	<par>This may be an imperative form. (Other dialects of Ao have a <latinform>-aŋ</latinform> imperative suffix).</par>
249673	I	<par>The third character is illegible in the source; it is probably &lt;i&gt; (cf. rn 250358 matui ‘talk’ ).</par>
249673	I	<par>The third character is illegible in the source; it is probably &lt;i&gt; (cf. <latinform>matui</latinform> ‘talk’ ).</par>
249855	T	<par>The second character is illegible in the source.</par>
250115	I	"<par>cf. <xref ref=""4316"">#4316</xref></par>"
250212	T	<par>The fourth character is illegible in the source.</par>
250361	T	<par>The first character is hard to read in the source; it appears to be &lt;c&gt; (cf. Burmese (spoken) &lt;<latinform>səˋkaˋpyɔ</latinform>&gt;).</par>
250362	T	<par>The second and third characters are hard to read in the source.</par>
250384	T	<par>The first character is hard to read in the source.</par>
250401	T	<par>The first character is hard to read in the source.</par>
250514	T	<par>The first and second characters are hard to read in the source.</par>
250516	T	<par>The first and second characters are hard to read in the source.</par>
250577	T	<par>The fifth character is hard to read in the source.</par>
250648	T	<par>The first character is hard to read in the source.</par>
250694	T	<par>The first character is illegible in the source.</par>
250721	T	<par>The final character has what appears to be a stray mark over it, although it could be a macron.</par>
250801	T	<par>The second and third characters are hard to read in the source.</par>
251068	T	<par>The second character is hard to read and the third and fourth characters are completely unreadable in the source.</par>
251227	T	<par>The form is hard to read in the source.</par>
251473	T	<par>The form is illegible after the third character. The approximation &lt;ng&gt; is based on the form rn 251474 atung ‘top’ .</par>
251567	T	<par>Clark: &quot;LUNGKI, a stone house or a brick house. The temples in Assam Valley are called <emph>lungki</emph>&quot; (1911:359).</par>
251568	T	<par>The form is truncated in the source after the seventh character &lt;s&gt;.</par>
251578	T	<par>The form is truncated in the source after the ninth character &lt;h&gt;.</par>
251828	T	<par>The first character is hard to read in the source.</par>
251837	T	<par>The second character is hard to read in the source.</par>
251837	T	<par>The fourth character is hard to read in the source.</par>
251845	I	<par>NOM+look+NEG+be.good</par>
252539	T	<par>The second character is hard to read in the source.</par>
252862	T	<par>The first character appears to be an &lt;r&gt; with a &lt;t&gt; typed over it. Based on rn 252709 tuanghe ‘what?’ , &lt;t&gt; seems to be the most likely reading.</par>
253139	T	<par>The first character is hard to read in the source.</par>
253219	I	<par>Probably <latinform>mə-a-ka-i</latinform> (NEG-A.PFX-have-CONVERB)</par>
253253	T	<par>The final character is hard to read in the source; it appears to be &lt;n&gt;.</par>
253253	I	<par>The <emph>Vocabulary Cum Dictionary: Hindi-English-Lotha</emph> has &apos;witness (n.)&apos; as <latinform>ehungpvüi</latinform> (K. Phyokhamo Lotha 2004:155).</par>
253359	T	<par>The second character is hard to read in the source.</par>
253623	T	<par>The first character is hard to read in the source; it appears to be &lt;u&gt;.</par>
254422	T	<par>The period is in original, though it was likely supposed to be a comma.</par>
255255	I	"<par>cf. <xref ref=""4519"">#4519</xref></par>"
255733	T	<par>According to a Lotha consultant, <latinform>oljuroʔ</latinform> means &apos;lamb&apos; (cf. Marrison 1967 <latinform>olyu</latinform> &apos;sheep&apos;) and &apos;cat&apos; should <latinform>onjuroʔ</latinform>. This form may therefore be an error or could represent <latinform>l~n</latinform> variation.</par>
255945	T	<par>The form is quite difficult to read in the source.</par>
256396	T	<par>The final nasals in Meithei and Deuri are perhaps due to assimilation to the syllable initial.</par>
256546	I	<par>The form was truncated in the paper source, but dwbruhn secured a digital copy and fixed the form.</par>
256654	I	<par>&apos;samu&apos; means &quot;elephant&quot;.</par>
256739	T	<par>Clark 1911:304 says &quot;<latinform>KITSUNGSV̥</latinform>, (house deity dung), the gecko or small house lizard or wall lizard.&quot; Coupe (2007: 489), on the other hand, segments the Mongsen cognate <latinform>kì-tsəŋ-ti</latinform> &apos;house gecko&apos; as &apos;house&apos; + INSIDE + &apos;older sibling&apos;.</par>
256862	I	<par>Cf. the Sema form ashuki &apos;monkey (macaque)&apos;.  shuku thungu may be a coordinate compound.  Also cf. Yamphu tu•ŋ ghu.</par>
256874	I	<par>Possible loan from Indic, cf. Sanskrit kapí.</par>
256888	I	<par>Possible loan from Indic, cf. Sanskrit kapí.</par>
256902	I	<par>Loan from Indic, cf. Sanskrit lāṅgūlá.</par>
256907	I	<par>Possible loan from Indic, cf. Sanskrit markáṭa.</par>
256911	I	<par>Possible loan from Indic, cf. Sanskrit lāṅgūlá.</par>
257092	T	<par>The apparently strange Angami initial <latinform>r-</latinform> seems to have developed from an earlier labiodental <latinform>w-</latinform> or <latinform>v-</latinform> (cf. Chokri <latinform>thü-vo</latinform>).</par>
257102	T	<par>Lotha <latinform>-roʔ</latinform> means &apos;small&apos;, so this is actually &apos;piglet&apos;.</par>
257109	I	<par>Probable Indic loan, cf. Assamese xukor.</par>
257115	I	<par>Probable Indic loan, cf. Assamese xukor.</par>
257142	I	<par>Possible loan from Indic, cf. Assamese gahori, suwor.</par>
257529	I	<par>pfx + *animal + winter?</par>
257591	I	"<par>cf. <xref ref=""4429"">#4429</xref></par>"
257698	I	"<par>cf. <xref ref=""4674"">#4674</xref></par>"
257822	T	<par>This form appears to actually be two records with a period between them (rather than a comma).</par>
258046	I	<par>twenty-NEG-be.complete-eight</par>
258084	I	<par>Borrowed from Yimchungrü? Lotha &apos;eighty&apos; is usually <latinform>ekʰa tiza</latinform>.</par>
258211	T	<par>In the source, the forms is followed by a faint &lt;9&gt;, which is probably a typographical error.</par>
258442	T	<par>The second character is hard to read in the source; it appears to be an &lt;e&gt;.</par>
258495	I	<par>Clark (1911:198): &quot;AZUNGLI (good earth)&quot;</par>
258774	I	<par>&apos;sun&apos;-&apos;go.out&apos;-LNOM</par>
258807	I	<par>&apos;be dark&apos; + -uku (PAST.PERF), thus &apos;has become dark&apos;</par>
258916	I	"<par>cf. <xref ref=""3496"">#3496</xref></par>"
259050	I	<par>Cf. Mikir <latinform>ingchin</latinform> &apos;iron&apos;</par>
259537	T	<par>POST (of house) + COLOR</par>
259832	T	"<par>Ao <latinform>mo</latinform> &apos;smoke&apos; reflects <xref ref=""2136"">#2136</xref> but shows the result of vowel harmony with the root syllable.</par>"
260121	T	<par>The <latinform>st</latinform> sequence in this form appears to be a typo in Marrison 1967 (vol. II, p. 269). According to Mills 1937 (&quot;The Rengma Nagas&quot;), &apos;thunder&apos; in Meluri (his &quot;Rengma C&quot;) is <latinform>atsu keshi</latinform> (p.309).</par>
260287	I	<par>&apos;sun&apos;-&apos;go&apos;-LNOM</par>
311300	T	"<par>Chungli final <latinform>-t</latinform> descends from PTB final <latinform>*-s</latinform> (cf. also <xref ref=""232"">#232</xref>).</par>"
311338	T	<par>This is an excellent example of the original &quot;overcounting&quot; numeral system of Mongsen Ao (cf. Coupe 2007, Clark 1893). The individual morphemes are are as follows: &apos;twenty-NEG-be.complete-seven&apos;, i.e. &quot;the seven before the twenty&quot;.</par>
441306	I	<par>The source for this was marked as &quot;AW-TBT?&quot;, language &quot;Mao&quot;. JAM says: I&apos;ve tried to find Mao o-khe &apos;tiger&apos; in AW, but it&apos;s not under any of the three sets he gives with that gloss (2008.04.30). I am sticking this under GEM for now, but keep in mind the source is still unknown! -DY<br />Well, it&apos;s definitely not GEM-CNL (I checked). -DWB</par>
