rn	type	text
307969	I	<par>Initial <reconstruction>*k-</reconstruction> reanalyzed as prefix, dropped and replaced with <latinform>t(h)</latinform>, similar to Karen PIG.</par>
307986	T	<par>a) Probable Indic loan: nāga <br />b) The initial hyphen is spurious.</par>
310249	T	<par>Pa-O <latinform>khɔ̀k</latinform> likely a borrowing from Burmese <latinform>khauk</latinform> &apos;skin&apos;. Pa-O has glottal stop as the regular reflex of all proto-Karen final stops. Pa-O final oral stops occur largely (though not entirely) in loans from Shan and Burmese.</par>
310972	I	<par>Loan, from Thai or Burmese?</par>
