rn	type	text
14738	I	<par>--<emph>all 139? or 2122?</emph></par>
14740	I	<par>M1: rel. to 2113 LUNG? or cf. ƒu/o above?? M1: or 2114 (b)? M1/M2: not both from 2114?</par>
14741	I	<par>or 315? or 2103? or 311?</par>
14742	I	<par>M1 = 2123? M2: or 2111?</par>
14803	I	<par>M1 = EAT?</par>
14865	I	<par>tagged (p,142) - cognacy?</par>
14865	T	<par>Karen <latinform>pə³³</latinform> probably &lt; <latinform>*m-</latinform> prefix.</par>
