rn	type	text
144800	O	<par>usually used in compounds.</par>
144801	O	<par>(lit: body water).</par>
144833	I	<par>from <reconstruction>*gam</reconstruction>?</par>
144839	O	<par>(&lt;B)</par>
144851	O	<par>(lit: pidgeon)</par>
144852	O	<par>(lit: pidgeon)</par>
144853	O	<par>(A&apos;-pal dialect).</par>
144855	O	<par>(&lt;B)</par>
144856	O	<par>(&lt;B)</par>
144869	O	<par>(lit: neck-egg).</par>
144870	O	<par>(lit: neck pipe)</par>
144874	I	"<par>untagged. see note under <xref ref=""3421"">#3421</xref></par>"
144882	O	<par>(lit: body water).</par>
144885	I	<par>Maybe &lt;*<latinform>ʃa-n</latinform></par>
144890	O	<par>combining form, rarely used alone.</par>
144894	O	<par>(lit: leg-neck)</par>
144896	O	<par>=ja&apos;-chok.</par>
144897	O	<par>(mainly A&apos;-pal dial.)</par>
144905	O	<par>(lit: back of sole).</par>
144910	O	<par>(lit: leg-edge)</par>
144912	O	<par>(lit: toe-root)</par>
144914	O	<par>(lit: toe-root)</par>
144918	O	<par>(=ja&apos;-git-teng).</par>
144919	O	<par>(=ja&apos;-git-teng).</par>
144924	O	<par>(lit: arm-neck).</par>
144934	O	<par>(lit: toe-root)</par>
144955	O	<par>(noun and verb)</par>
144968	O	<par>(&lt;B). Note the second syllable looks like &apos;mouth&apos;, but the semantics are quite peculiar!</par>
144969	O	<par>(&lt;B).</par>
145014	O	<par>(&lt;B)</par>
145015	O	<par>(A&apos;-chik)</par>
145031	O	<par>(especially A&apos;-pal dial.)</par>
145032	O	<par>(lit: dried and pointed)</par>
145036	O	<par>(from penis-vulva)</par>
145040	T	<par>According to Burling (1992), the literal meaning of this word is &quot;small stone&quot;; it can also refer to the smaller of the two grindstones in a ricemill.</par>
