srcabbr	citation	author	year	imprint	title	location	status	dataformat	format	callnumber	scope	totalnum	refonly	citechk	pi	infascicle	haveit	todo	proofer	inputter	dbprep	dbload	dbcheck	notes
JAM-GSTC	Matisoff 85 GSTC	Matisoff, James A.	1985	Journal of Asian and African Studies (Tokyo Foreign Languages University) 29:1-81	God and the Sino-Tibetan copula, with some good news concerning selected Tibeto-Burman rhymes	*s-ning:database:final:	Proof	STAK	Etymologies		3	99999999	F		T	1	Yes	InQueue	STEDT	Toshio	STEDT	STEDT	STEDT	"Also, International Conference on Sino-Tibetan Languages and Linguistics 16, September 16-18, 1983.  Seattle, Washington.  Haven't checked actual source, so don't know whether it's complete (seems to be almost all, 7/97).

Most of sets 101 onward are in, also 11 onward, but not all in each set are in, or not all clearly (7/97).Not complete, but OK for now."
