rn	type	text
336774	I	<par>Loan from Indic, cf. Nepali bandar.</par>
336775	I	<par>Loan from Indic, cf. Nepali bandar.</par>
337764	T	<par>&lt; Indic khačara &lt; Iranian xačara</par>
337879	T	<par>STC surmises (p.185) that the Kanauri forms arose through reduplication. Cf. Northern Lisu <latinform>gu³⁵gu³³</latinform>.</par>
337886	T	<par>&lt; Nep. kukhurā?</par>
338486	T	<par>Kanauri regularly develops a cluster <latinform>st-</latinform> from the PTB sequence <latinform>*sn-</latinform>, see HPTB:103. The <latinform>-i-</latinform> vocalism of Kanauri <latinform>ṣṭiṅ</latinform> is probably explicable in terms of the widespread TB variational pattern of <latinform>*-u- ⪤ -i-</latinform>, cf. HPTB:493-505.</par>
338982	I	<par>Loan from Indic, cf. *sūṅkara</par>
338983	I	<par>Loan from Indic, cf. *sūṅkara.</par>
