rn	type	text
45854	I	<par>Cf. Idu, Galo, Milang.</par>
45863	I	<par>May be rhinoglottophiliac.</par>
45865	I	<par>May be rhinoglottophiliac.</par>
45867	T	<par>Cf. Milang <latinform>tuk-kyu</latinform>, Abor-Miri <latinform>tuk-ku</latinform> ‘skull.’ </par>
45876	T	<par>Tagin <latinform>nyaruŋ a roŋ</latinform> implies that <latinform>ruŋ</latinform> HORN/EAR is distinct from <latinform>aroŋ</latinform> HOLE (cf. Jackson’s Mirish reconstruction for HOLE).</par>
45910	I	<par>see <emph>ka(t)</emph>?</par>
45982	I	<par>3d syll. was tagged with non-existent #9002.</par>
45982	I	<par>Should 2d syll. be retagged?</par>
46032	I	<par>The a pa in the second part of the compound is probably not #6090 *pa, but rather &apos;uncle&apos;, cf. the<br />Bengni form pa-tɯː a-puː.</par>
46255	I	<par>Check form--is <latinform>polu</latinform> ‘moon’ ?</par>
46272	I	<par>Looks like the vowels between the two morphemes may be switched? cf. Tagin DG do-ri in JS, HCST:144, though not sure if KDG-Tag was the source for JS&apos;s Tagin data.</par>
46725	I	<par>does <latinform>tosi</latinform> = ANIMAL?</par>
